Orthogroup	Azeb	Tgra
OG0002171	mikado.HiC_scaffold_7.0G995.1	KUTeg_024837
OG0002172	mikado.HiC_scaffold_15.0G376.1, mikado.HiC_scaffold_445G1.1, mikado.HiC_scaffold_7.0G1018.1	KUTeg_012468
OG0002173	mikado.HiC_scaffold_7.0G1020.1, mikado.HiC_scaffold_7.0G1019.1	KUTeg_020215, KUTeg_024936
OG0002174	mikado.HiC_scaffold_7.0G1072.1	KUTeg_023924, KUTeg_025002, KUTeg_024228
OG0002175	mikado.HiC_scaffold_7.0G1079.1, mikado.HiC_scaffold_7.0G1079.3, mikado.HiC_scaffold_7.0G1079.2	KUTeg_024131
OG0002176	mikado.HiC_scaffold_7.0G1087.2, mikado.HiC_scaffold_7.0G1087.1	KUTeg_025004, KUTeg_025001
OG0002177	mikado.HiC_scaffold_7.0G1096.1, mikado.HiC_scaffold_7.0G1099.1	KUTeg_024819
OG0002178	mikado.HiC_scaffold_7.0G1126.1, mikado.HiC_scaffold_7.0G1127.1	KUTeg_025008
OG0002180	mikado.HiC_scaffold_7.0G1152.1	KUTeg_024235, KUTeg_024996
OG0002181	mikado.HiC_scaffold_7.0G1174.1	KUTeg_024485
OG0002182	mikado.HiC_scaffold_7.0G1189.1	KUTeg_002754, KUTeg_022119
OG0002183	mikado.HiC_scaffold_7.0G1237.1	KUTeg_011493, KUTeg_002757, KUTeg_024687
OG0002184	mikado.HiC_scaffold_7.0G1266.1	KUTeg_005825, KUTeg_020917
OG0002187	mikado.HiC_scaffold_7.0G1283.1	KUTeg_024870
OG0002188	mikado.HiC_scaffold_7.0G1289.1	KUTeg_024743, KUTeg_023991, KUTeg_024742
OG0002189	mikado.HiC_scaffold_8.0G2.1, mikado.HiC_scaffold_8.0G1.1, mikado.HiC_scaffold_9.0G466.1	KUTeg_003741
OG0002190	mikado.HiC_scaffold_8.0G11.1, mikado.HiC_scaffold_8.0G10.1	KUTeg_023063, KUTeg_023066
OG0002191	mikado.HiC_scaffold_8.0G21.1	KUTeg_023255
OG0002192	mikado.HiC_scaffold_8.0G31.1, mikado.HiC_scaffold_8.0G32.1	KUTeg_022673
OG0002193	mikado.HiC_scaffold_8.0G48.1	KUTeg_022677, KUTeg_022678
OG0002194	mikado.HiC_scaffold_8.0G64.1	KUTeg_023225, KUTeg_018352, KUTeg_018351
OG0002195	mikado.HiC_scaffold_8.0G77.1	KUTeg_023277, KUTeg_023278
OG0002196	mikado.HiC_scaffold_9.0G3.1	KUTeg_003697, KUTeg_004354, KUTeg_003696
OG0002197	mikado.HiC_scaffold_9.0G8.1, mikado.HiC_scaffold_9.0G8.3	KUTeg_004147
OG0002198	mikado.HiC_scaffold_9.0G68.3, mikado.HiC_scaffold_9.0G68.2, mikado.HiC_scaffold_9.0G68.1	KUTeg_002960
OG0002199	mikado.HiC_scaffold_9.0G1525.1, mikado.HiC_scaffold_9.0G85.1	KUTeg_003381
OG0002200	mikado.HiC_scaffold_9.0G91.1, mikado.HiC_scaffold_9.0G91.7, mikado.HiC_scaffold_9.0G91.2	KUTeg_003375
OG0002202	mikado.HiC_scaffold_9.0G98.1, mikado.HiC_scaffold_9.0G97.1	KUTeg_009225, KUTeg_004402
OG0002203	mikado.HiC_scaffold_9.0G136.1	KUTeg_003146
OG0002204	mikado.HiC_scaffold_9.0G143.1, mikado.HiC_scaffold_9.0G144.1	KUTeg_003883
OG0002205	mikado.HiC_scaffold_9.0G160.1	KUTeg_003198, KUTeg_000955, KUTeg_003197
OG0002206	mikado.HiC_scaffold_9.0G181.5, mikado.HiC_scaffold_9.0G181.7, mikado.HiC_scaffold_9.0G181.2	KUTeg_003543
OG0002207	mikado.HiC_scaffold_9.0G194.1, mikado.HiC_scaffold_9.0G194.2, mikado.HiC_scaffold_9.0G194.3	KUTeg_003028
OG0002208	mikado.HiC_scaffold_9.0G293.1, mikado.HiC_scaffold_9.0G292.1, mikado.HiC_scaffold_9.0G292.2	KUTeg_003658
OG0002209	mikado.HiC_scaffold_9.0G304.2, mikado.HiC_scaffold_9.0G304.1	KUTeg_003293, KUTeg_004370
OG0002210	mikado.HiC_scaffold_9.0G313.1	KUTeg_004404
OG0002211	mikado.HiC_scaffold_9.0G317.1	KUTeg_003967, KUTeg_003969
OG0002213	mikado.HiC_scaffold_9.0G321.1	KUTeg_003962, KUTeg_003004
OG0002214	mikado.HiC_scaffold_9.0G323.1, mikado.HiC_scaffold_9.0G323.3	KUTeg_003564, KUTeg_003558
OG0002215	mikado.HiC_scaffold_9.0G335.1	KUTeg_002942, KUTeg_002142, KUTeg_001646
OG0002217	mikado.HiC_scaffold_9.0G394.1	KUTeg_023419
OG0002219	mikado.HiC_scaffold_9.0G425.1	KUTeg_003549
OG0002220	mikado.HiC_scaffold_9.0G432.1, mikado.HiC_scaffold_9.0G434.1	KUTeg_004180, KUTeg_001223
OG0002221	mikado.HiC_scaffold_9.0G499.1, mikado.HiC_scaffold_9.0G499.2, mikado.HiC_scaffold_9.0G500.1	KUTeg_003499
OG0002222	mikado.HiC_scaffold_9.0G501.1	KUTeg_003497, KUTeg_008958
OG0002223	mikado.HiC_scaffold_9.0G518.1, mikado.HiC_scaffold_9.0G511.1, mikado.HiC_scaffold_9.0G510.1	KUTeg_004461
OG0002224	mikado.HiC_scaffold_9.0G522.1	KUTeg_003279
OG0002224	mikado.HiC_scaffold_9.0G515.1	KUTeg_004359
OG0002225	mikado.HiC_scaffold_9.0G570.2, mikado.HiC_scaffold_9.0G570.3, mikado.HiC_scaffold_9.0G570.1	KUTeg_004047
OG0002227	mikado.HiC_scaffold_9.0G658.1, mikado.HiC_scaffold_9.0G656.1, mikado.HiC_scaffold_9.0G657.1	KUTeg_002945
OG0002228	mikado.HiC_scaffold_9.0G671.1, mikado.HiC_scaffold_9.0G670.1	KUTeg_003850
OG0002229	mikado.HiC_scaffold_9.0G709.1	KUTeg_013128, KUTeg_003907
OG0002230	mikado.HiC_scaffold_9.0G744.1	KUTeg_004542, KUTeg_004373, KUTeg_004371
OG0002231	mikado.HiC_scaffold_9.0G749.1	KUTeg_017253, KUTeg_003050, KUTeg_017251
OG0002232	mikado.HiC_scaffold_9.0G755.2, mikado.HiC_scaffold_9.0G755.1	KUTeg_003428
OG0002233	mikado.HiC_scaffold_9.0G763.1	KUTeg_003308, KUTeg_004391
OG0002234	mikado.HiC_scaffold_9.0G769.1	KUTeg_017211, KUTeg_008029, KUTeg_004393
OG0002235	mikado.HiC_scaffold_9.0G776.1, mikado.HiC_scaffold_9.0G883.1	KUTeg_016124, KUTeg_004151
OG0002236	mikado.HiC_scaffold_520G1.1, mikado.HiC_scaffold_9.0G782.1, mikado.HiC_scaffold_9.0G783.1	KUTeg_003518
OG0002237	mikado.HiC_scaffold_9.0G803.1	KUTeg_004405, KUTeg_003810
OG0002238	mikado.HiC_scaffold_9.0G811.3, mikado.HiC_scaffold_9.0G811.2, mikado.HiC_scaffold_9.0G811.1	KUTeg_003107
OG0002239	mikado.HiC_scaffold_9.0G819.1	KUTeg_003958
OG0002240	mikado.HiC_scaffold_9.0G831.1	KUTeg_003762, KUTeg_009201, KUTeg_015801, KUTeg_004422
OG0002241	mikado.HiC_scaffold_9.0G853.2, mikado.HiC_scaffold_9.0G853.1, mikado.HiC_scaffold_9.0G853.3	KUTeg_002951, KUTeg_002957
OG0002242	mikado.HiC_scaffold_9.0G857.1, mikado.HiC_scaffold_9.0G857.2	KUTeg_004342, KUTeg_003581
OG0002244	mikado.HiC_scaffold_9.0G910.2, mikado.HiC_scaffold_9.0G910.1	KUTeg_002926, KUTeg_003530
OG0002245	mikado.HiC_scaffold_18.0G1462.2, mikado.HiC_scaffold_18.0G1462.1, mikado.HiC_scaffold_9.0G911.1, mikado.HiC_scaffold_9.0G912.1	KUTeg_018856
OG0002246	mikado.HiC_scaffold_9.0G936.1, mikado.HiC_scaffold_9.0G930.1	KUTeg_021799
OG0002247	mikado.HiC_scaffold_9.0G931.1	KUTeg_002853, KUTeg_002856, KUTeg_002852
OG0002249	mikado.HiC_scaffold_9.0G1047.1, mikado.HiC_scaffold_9.0G1048.1, mikado.HiC_scaffold_9.0G1046.1	KUTeg_003778
OG0002250	mikado.HiC_scaffold_9.0G1055.1	KUTeg_003540, KUTeg_003782
OG0002251	mikado.HiC_scaffold_9.0G1094.1	KUTeg_004080, KUTeg_004081
OG0002252	mikado.HiC_scaffold_9.0G1107.1	KUTeg_003646
OG0002253	mikado.HiC_scaffold_9.0G1131.1	KUTeg_014695, KUTeg_003081
OG0002254	mikado.HiC_scaffold_9.0G1143.3, mikado.HiC_scaffold_9.0G1143.2, mikado.HiC_scaffold_9.0G1143.1	KUTeg_003961
OG0002255	mikado.HiC_scaffold_9.0G1175.1, mikado.HiC_scaffold_9.0G1174.1	KUTeg_003474
OG0002256	mikado.HiC_scaffold_9.0G1201.1, mikado.HiC_scaffold_9.0G1200.1	KUTeg_004190, KUTeg_004185
OG0002257	mikado.HiC_scaffold_9.0G1203.1	KUTeg_003611
OG0002258	mikado.HiC_scaffold_9.0G1240.1	KUTeg_003169
OG0002258	mikado.HiC_scaffold_9.0G1242.1	KUTeg_003857
OG0002259	mikado.HiC_scaffold_9.0G1246.1, mikado.HiC_scaffold_9.0G1246.2, mikado.HiC_scaffold_9.0G1246.4	KUTeg_004346
OG0002260	mikado.HiC_scaffold_9.0G1265.1	KUTeg_003355, KUTeg_003814, KUTeg_004209
OG0002261	mikado.HiC_scaffold_9.0G1274.2, mikado.HiC_scaffold_9.0G1274.1	KUTeg_003947, KUTeg_003303
OG0002262	mikado.HiC_scaffold_9.0G1287.1, mikado.HiC_scaffold_9.0G1281.1	KUTeg_003942, KUTeg_003944
OG0002263	mikado.HiC_scaffold_9.0G1301.1, mikado.HiC_scaffold_9.0G1301.2, mikado.HiC_scaffold_9.0G1301.5	KUTeg_003595
OG0002264	mikado.HiC_scaffold_109G1.1, mikado.HiC_scaffold_108G1.1, mikado.HiC_scaffold_9.0G1321.1	KUTeg_003124
OG0002267	mikado.HiC_scaffold_9.0G1370.3, mikado.HiC_scaffold_9.0G1370.1, mikado.HiC_scaffold_9.0G1370.2	KUTeg_004563
OG0002268	mikado.HiC_scaffold_9.0G1398.1, mikado.HiC_scaffold_9.0G1399.1	KUTeg_009258, KUTeg_003070
OG0002269	mikado.HiC_scaffold_9.0G1420.1, mikado.HiC_scaffold_9.0G1421.1	KUTeg_002996
OG0002271	mikado.HiC_scaffold_9.0G1467.1, mikado.HiC_scaffold_9.0G1468.1, mikado.HiC_scaffold_9.0G1474.1	KUTeg_004300
OG0002272	mikado.HiC_scaffold_9.0G1473.1	KUTeg_002989, KUTeg_003233, KUTeg_003232
OG0002273	mikado.HiC_scaffold_9.0G1481.1	KUTeg_003129, KUTeg_003126, KUTeg_001142, KUTeg_001178
OG0002274	mikado.HiC_scaffold_9.0G1635.1	KUTeg_004096
OG0002274	mikado.HiC_scaffold_9.0G1505.1	KUTeg_000990
OG0002276	mikado.HiC_scaffold_9.0G1524.1	KUTeg_012336, KUTeg_012335
OG0002277	mikado.HiC_scaffold_9.0G1631.3, mikado.HiC_scaffold_9.0G1631.1, mikado.HiC_scaffold_9.0G1631.2	KUTeg_003175
OG0002278	mikado.HiC_scaffold_14.0G22.1, mikado.HiC_scaffold_10.0G6.1, mikado.HiC_scaffold_14.0G1131.1	KUTeg_004885
OG0002279	mikado.HiC_scaffold_10.0G19.1	KUTeg_015097, KUTeg_015379, KUTeg_015274, KUTeg_018728
OG0002280	mikado.HiC_scaffold_10.0G50.1	KUTeg_014935
OG0002281	mikado.HiC_scaffold_10.0G52.1, mikado.HiC_scaffold_10.0G52.2, mikado.HiC_scaffold_10.0G52.3	KUTeg_002863, KUTeg_014827
OG0002282	mikado.HiC_scaffold_15.0G568.1, mikado.HiC_scaffold_10.0G83.1, mikado.HiC_scaffold_15.0G1305.1	KUTeg_003578
OG0002283	mikado.HiC_scaffold_10.0G98.1, mikado.HiC_scaffold_15.0G2433.1, mikado.HiC_scaffold_10.0G97.1	KUTeg_001393
OG0002286	mikado.HiC_scaffold_10.0G249.1	KUTeg_014556
OG0002289	mikado.HiC_scaffold_10.0G324.2, mikado.HiC_scaffold_10.0G324.1	KUTeg_015719, KUTeg_015718
OG0002290	mikado.HiC_scaffold_10.0G343.1, mikado.HiC_scaffold_10.0G341.1	KUTeg_011030
OG0002291	mikado.HiC_scaffold_10.0G376.1	KUTeg_010739
OG0002294	mikado.HiC_scaffold_10.0G444.1	KUTeg_000439
OG0002294	mikado.HiC_scaffold_10.0G443.1	KUTeg_000671
OG0002295	mikado.HiC_scaffold_10.0G483.1, mikado.HiC_scaffold_10.0G482.1, mikado.HiC_scaffold_10.0G490.1	KUTeg_015766
OG0002296	mikado.HiC_scaffold_10.0G516.1, mikado.HiC_scaffold_19.0G439.1, mikado.HiC_scaffold_10.0G513.1	KUTeg_010842
OG0002297	mikado.HiC_scaffold_15.0G291.1, mikado.HiC_scaffold_15.0G290.1, mikado.HiC_scaffold_10.0G525.1	KUTeg_020104
OG0002298	mikado.HiC_scaffold_10.0G542.1	KUTeg_015756
OG0002300	mikado.HiC_scaffold_10.0G594.1, mikado.HiC_scaffold_10.0G594.2	KUTeg_014551, KUTeg_014547
OG0002301	mikado.HiC_scaffold_10.0G606.1	KUTeg_010525, KUTeg_010527, KUTeg_010520
OG0002302	mikado.HiC_scaffold_10.0G622.1, mikado.HiC_scaffold_430G1.1, mikado.HiC_scaffold_15.0G95.1	KUTeg_020074
OG0002304	mikado.HiC_scaffold_10.0G653.1	KUTeg_013092, KUTeg_010524, KUTeg_010526
OG0002305	mikado.HiC_scaffold_10.0G704.1	KUTeg_015768, KUTeg_015702, KUTeg_015767
OG0002306	mikado.HiC_scaffold_10.0G734.1	KUTeg_023882, KUTeg_002391, KUTeg_002392
OG0002307	mikado.HiC_scaffold_10.0G758.1	KUTeg_010998
OG0002308	mikado.HiC_scaffold_11.0G275.1, mikado.HiC_scaffold_10.0G763.1, mikado.HiC_scaffold_10.0G764.1	KUTeg_010529, KUTeg_010516
OG0002310	mikado.HiC_scaffold_16.0G877.1	KUTeg_010783
OG0002310	mikado.HiC_scaffold_10.0G792.1	KUTeg_011044
OG0002311	mikado.HiC_scaffold_10.0G823.1, mikado.HiC_scaffold_10.0G823.6, mikado.HiC_scaffold_10.0G823.2	KUTeg_009046
OG0002312	mikado.HiC_scaffold_10.0G827.2, mikado.HiC_scaffold_10.0G827.1	KUTeg_010986, KUTeg_010695
OG0002313	mikado.HiC_scaffold_10.0G879.1	KUTeg_015705
OG0002313	mikado.HiC_scaffold_10.0G880.1	KUTeg_015706
OG0002315	mikado.HiC_scaffold_11.0G52.1, mikado.HiC_scaffold_11.0G53.1	KUTeg_002386
OG0002316	mikado.HiC_scaffold_11.0G76.1	KUTeg_002627
OG0002317	mikado.HiC_scaffold_11.0G113.1, mikado.HiC_scaffold_11.0G115.1	KUTeg_002640, KUTeg_002766
OG0002318	mikado.HiC_scaffold_11.0G116.1	KUTeg_002006
OG0002318	mikado.HiC_scaffold_11.0G119.1	KUTeg_002003
OG0002319	mikado.HiC_scaffold_11.0G138.1	KUTeg_002361
OG0002319	mikado.HiC_scaffold_11.0G135.1	KUTeg_002355
OG0002322	mikado.HiC_scaffold_11.0G196.2, mikado.HiC_scaffold_11.0G196.1	KUTeg_002157, KUTeg_002708
OG0002323	mikado.HiC_scaffold_11.0G211.3, mikado.HiC_scaffold_11.0G211.1, mikado.HiC_scaffold_11.0G211.2	KUTeg_001463
OG0002324	mikado.HiC_scaffold_11.0G217.1	KUTeg_001704
OG0002325	mikado.HiC_scaffold_11.0G221.1	KUTeg_023839
OG0002325	mikado.HiC_scaffold_11.0G222.1	KUTeg_023646
OG0002326	mikado.HiC_scaffold_11.0G231.1	KUTeg_002201, KUTeg_002210
OG0002327	mikado.HiC_scaffold_11.0G284.1	KUTeg_002164
OG0002327	mikado.HiC_scaffold_11.0G283.1	KUTeg_002160
OG0002328	mikado.HiC_scaffold_11.0G288.1	KUTeg_001666, KUTeg_002159, KUTeg_001667
OG0002329	mikado.HiC_scaffold_12.3160685G286.1	KUTeg_006642
OG0002330	mikado.HiC_scaffold_15.0G643.1, mikado.HiC_scaffold_11.0G314.1, mikado.HiC_scaffold_15.0G651.1, mikado.HiC_scaffold_15.0G682.1	KUTeg_021227
OG0002331	mikado.HiC_scaffold_11.0G333.2, mikado.HiC_scaffold_11.0G333.1	KUTeg_001607, KUTeg_002504
OG0002332	mikado.HiC_scaffold_11.0G426.1, mikado.HiC_scaffold_11.0G427.1, mikado.HiC_scaffold_15.0G1075.1	KUTeg_020150
OG0002333	mikado.HiC_scaffold_11.0G447.1	KUTeg_001672
OG0002334	mikado.HiC_scaffold_11.0G479.1, mikado.HiC_scaffold_11.0G476.1	KUTeg_002352
OG0002335	mikado.HiC_scaffold_11.0G559.1, mikado.HiC_scaffold_11.0G481.1	KUTeg_002353
OG0002336	mikado.HiC_scaffold_11.0G491.1, mikado.HiC_scaffold_8.8335562G708.1	KUTeg_002265
OG0002337	mikado.HiC_scaffold_11.0G542.1, mikado.HiC_scaffold_11.0G542.2	KUTeg_001739, KUTeg_002617
OG0002338	mikado.HiC_scaffold_17.0G675.1, mikado.HiC_scaffold_17.0G739.1, mikado.HiC_scaffold_11.0G584.1	KUTeg_008829
OG0002339	mikado.HiC_scaffold_11.0G585.1, mikado.HiC_scaffold_12.3160685G774.1, mikado.HiC_scaffold_12.3160685G780.1	KUTeg_006676
OG0002340	mikado.HiC_scaffold_11.0G590.1	KUTeg_021363
OG0002341	mikado.HiC_scaffold_11.0G597.1	KUTeg_011504, KUTeg_001552, KUTeg_011503
OG0002342	mikado.HiC_scaffold_11.0G599.1, mikado.HiC_scaffold_11.0G599.2	KUTeg_001384, KUTeg_001381
OG0002343	mikado.HiC_scaffold_11.0G632.2, mikado.HiC_scaffold_11.0G632.1, mikado.HiC_scaffold_11.0G632.3	KUTeg_001991
OG0002344	mikado.HiC_scaffold_11.0G657.1, mikado.HiC_scaffold_11.0G640.1, mikado.HiC_scaffold_11.0G656.1	KUTeg_002448
OG0002345	mikado.HiC_scaffold_15.0G1103.1, mikado.HiC_scaffold_118G1.1	KUTeg_011906
OG0002346	mikado.HiC_scaffold_12.0G23.1, mikado.HiC_scaffold_12.0G22.1	KUTeg_006791, KUTeg_006792
OG0002347	mikado.HiC_scaffold_12.0G27.1, mikado.HiC_scaffold_12.0G24.1	KUTeg_017634
OG0002348	mikado.HiC_scaffold_13.0G4.1	KUTeg_016938
OG0002348	mikado.HiC_scaffold_13.0G2.1	KUTeg_016940
OG0002349	mikado.HiC_scaffold_13.0G16.1	KUTeg_021829
OG0002350	mikado.HiC_scaffold_13.0G40.1, mikado.HiC_scaffold_13.0G39.1	KUTeg_005273, KUTeg_005272
OG0002351	mikado.HiC_scaffold_13.0G258.1, mikado.HiC_scaffold_13.0G178.1, mikado.HiC_scaffold_13.0G44.1	KUTeg_015802
OG0002352	mikado.HiC_scaffold_13.0G102.1, mikado.HiC_scaffold_17.0G74.1, mikado.HiC_scaffold_13.0G101.1	KUTeg_010277
OG0002353	mikado.HiC_scaffold_13.0G107.1	KUTeg_017105, KUTeg_017108
OG0002354	mikado.HiC_scaffold_13.0G113.1	KUTeg_009227, KUTeg_005282, KUTeg_001207
OG0002355	mikado.HiC_scaffold_13.0G125.3, mikado.HiC_scaffold_13.0G125.1, mikado.HiC_scaffold_13.0G125.2	KUTeg_017047
OG0002356	mikado.HiC_scaffold_13.0G153.1	KUTeg_015866, KUTeg_005823
OG0002357	mikado.HiC_scaffold_13.0G183.1, mikado.HiC_scaffold_15.0G2222.1	KUTeg_020128, KUTeg_020125
OG0002358	mikado.HiC_scaffold_13.0G206.1	KUTeg_016304
OG0002358	mikado.HiC_scaffold_13.0G207.1	KUTeg_016305
OG0002359	mikado.HiC_scaffold_13.0G215.1	KUTeg_016641, KUTeg_016642, KUTeg_022938
OG0002360	mikado.HiC_scaffold_13.0G242.1	KUTeg_014741, KUTeg_014740
OG0002361	mikado.HiC_scaffold_13.0G247.1	KUTeg_015909
OG0002361	mikado.HiC_scaffold_13.0G249.1	KUTeg_015908
OG0002362	mikado.HiC_scaffold_17.0G338.1, mikado.HiC_scaffold_17.0G610.1, mikado.HiC_scaffold_13.0G275.1	KUTeg_017185
OG0002363	mikado.HiC_scaffold_13.0G295.1, mikado.HiC_scaffold_13.0G295.2	KUTeg_011163, KUTeg_006553
OG0002364	mikado.HiC_scaffold_13.0G319.1	KUTeg_016660
OG0002365	mikado.HiC_scaffold_13.0G341.1, mikado.HiC_scaffold_13.0G341.2, mikado.HiC_scaffold_13.0G341.3	KUTeg_016318
OG0002366	mikado.HiC_scaffold_13.0G343.1, mikado.HiC_scaffold_13.0G343.2	KUTeg_016847, KUTeg_016324
OG0002367	mikado.HiC_scaffold_13.0G352.1	KUTeg_007608, KUTeg_016931, KUTeg_016932
OG0002368	mikado.HiC_scaffold_13.0G374.1	KUTeg_021472, KUTeg_021469, KUTeg_006930
OG0002369	mikado.HiC_scaffold_13.0G381.1	KUTeg_015885
OG0002369	mikado.HiC_scaffold_13.0G379.1	KUTeg_015883
OG0002370	mikado.HiC_scaffold_13.0G399.1, mikado.HiC_scaffold_13.0G399.3	KUTeg_017146, KUTeg_017147
OG0002371	mikado.HiC_scaffold_13.0G416.1	KUTeg_015939
OG0002371	mikado.HiC_scaffold_13.0G415.1	KUTeg_015942
OG0002372	mikado.HiC_scaffold_13.0G428.1	KUTeg_016218, KUTeg_016220, KUTeg_016217
OG0002373	mikado.HiC_scaffold_13.0G436.3, mikado.HiC_scaffold_13.0G436.2, mikado.HiC_scaffold_13.0G436.1	KUTeg_017139
OG0002374	mikado.HiC_scaffold_13.0G457.1	KUTeg_016119
OG0002374	mikado.HiC_scaffold_13.0G456.1	KUTeg_016116
OG0002375	mikado.HiC_scaffold_13.0G470.1, mikado.HiC_scaffold_13.0G470.2, mikado.HiC_scaffold_13.0G470.3	KUTeg_017142
OG0002376	mikado.HiC_scaffold_13.0G476.1	KUTeg_017153, KUTeg_016948, KUTeg_016951
OG0002377	mikado.HiC_scaffold_13.0G500.1	KUTeg_016765
OG0002379	mikado.HiC_scaffold_13.0G611.1	KUTeg_017000
OG0002380	mikado.HiC_scaffold_13.0G629.1	KUTeg_016925, KUTeg_016922
OG0002381	mikado.HiC_scaffold_13.0G634.1, mikado.HiC_scaffold_13.0G1014.1	KUTeg_016821, KUTeg_015931
OG0002383	mikado.HiC_scaffold_13.0G704.1	KUTeg_016056
OG0002383	mikado.HiC_scaffold_13.0G703.1	KUTeg_016057
OG0002384	mikado.HiC_scaffold_13.0G731.1, mikado.HiC_scaffold_13.0G732.3, mikado.HiC_scaffold_13.0G732.1	KUTeg_016052
OG0002385	mikado.HiC_scaffold_13.0G779.3, mikado.HiC_scaffold_13.0G779.1, mikado.HiC_scaffold_13.0G779.2	KUTeg_016689
OG0002386	mikado.HiC_scaffold_13.0G802.2, mikado.HiC_scaffold_13.0G802.1	KUTeg_016709
OG0002387	mikado.HiC_scaffold_13.0G821.1, mikado.HiC_scaffold_13.0G820.1	KUTeg_015853, KUTeg_017073
OG0002388	mikado.HiC_scaffold_13.0G828.1	KUTeg_010590, KUTeg_016560, KUTeg_016440
OG0002389	mikado.HiC_scaffold_13.0G839.1, mikado.HiC_scaffold_13.0G838.1	KUTeg_016312
OG0002390	mikado.HiC_scaffold_13.0G858.2, mikado.HiC_scaffold_13.0G859.1, mikado.HiC_scaffold_13.0G858.1	KUTeg_016840
OG0002391	mikado.HiC_scaffold_13.0G866.1, mikado.HiC_scaffold_13.0G867.1	KUTeg_016127, KUTeg_016126
OG0002392	mikado.HiC_scaffold_13.0G1045.1	KUTeg_005819, KUTeg_015868, KUTeg_005820
OG0002393	mikado.HiC_scaffold_13.0G1138.1	KUTeg_017173
OG0002394	mikado.HiC_scaffold_13.0G1166.1, mikado.HiC_scaffold_13.0G1167.1, mikado.HiC_scaffold_17.0G737.1	KUTeg_008823
OG0002395	mikado.HiC_scaffold_13.0G1281.1	KUTeg_012005
OG0002396	mikado.HiC_scaffold_13.0G1287.1	KUTeg_014786, KUTeg_014665
OG0002397	mikado.HiC_scaffold_13.0G1330.1	KUTeg_016020, KUTeg_017170, KUTeg_017168
OG0002398	mikado.HiC_scaffold_13.0G1380.1, mikado.HiC_scaffold_13.0G1379.1	KUTeg_016680, KUTeg_008967
OG0002399	mikado.HiC_scaffold_13.0G1382.1	KUTeg_017056
OG0002399	mikado.HiC_scaffold_17.0G733.1	KUTeg_021249
OG0002400	mikado.HiC_scaffold_13.0G1398.2, mikado.HiC_scaffold_13.0G1398.1, mikado.HiC_scaffold_13.0G1397.1	KUTeg_016450
OG0002402	mikado.HiC_scaffold_13.0G1457.1	KUTeg_016394, KUTeg_016954
OG0002403	mikado.HiC_scaffold_13.0G1467.1	KUTeg_012827
OG0002403	mikado.HiC_scaffold_13.0G1469.1	KUTeg_012825
OG0002405	mikado.HiC_scaffold_13.0G1520.1, mikado.HiC_scaffold_13.0G1521.1	KUTeg_005753
OG0002406	mikado.HiC_scaffold_13.0G1585.1, mikado.HiC_scaffold_13.0G1584.1, mikado.HiC_scaffold_13.0G1582.1	KUTeg_016307
OG0002407	mikado.HiC_scaffold_14.0G8.2, mikado.HiC_scaffold_14.0G8.1, mikado.HiC_scaffold_14.0G8.3	KUTeg_004989
OG0002408	mikado.HiC_scaffold_14.0G68.1, mikado.HiC_scaffold_14.0G70.1, mikado.HiC_scaffold_14.0G71.1	KUTeg_005648
OG0002409	mikado.HiC_scaffold_14.0G528.1, mikado.HiC_scaffold_14.0G640.1, mikado.HiC_scaffold_14.0G641.1, mikado.HiC_scaffold_14.0G90.1	KUTeg_005068
OG0002411	mikado.HiC_scaffold_14.0G132.1, mikado.HiC_scaffold_14.0G134.1	KUTeg_004761, KUTeg_004901
OG0002412	mikado.HiC_scaffold_14.0G185.4, mikado.HiC_scaffold_14.0G185.1, mikado.HiC_scaffold_14.0G185.3	KUTeg_005283
OG0002413	mikado.HiC_scaffold_14.0G197.1, mikado.HiC_scaffold_14.0G198.1	KUTeg_005540
OG0002414	mikado.HiC_scaffold_14.0G203.2, mikado.HiC_scaffold_14.0G203.1, mikado.HiC_scaffold_14.0G203.3	KUTeg_005536
OG0002415	mikado.HiC_scaffold_14.0G246.2, mikado.HiC_scaffold_14.0G246.1	KUTeg_005371, KUTeg_005372
OG0002417	mikado.HiC_scaffold_14.0G312.1	KUTeg_022917, KUTeg_022682, KUTeg_022694
OG0002418	mikado.HiC_scaffold_14.0G324.1	KUTeg_014716, KUTeg_005599
OG0002419	mikado.HiC_scaffold_14.0G345.1	KUTeg_017512, KUTeg_004893, KUTeg_011172
OG0002420	mikado.HiC_scaffold_14.0G347.1	KUTeg_005592, KUTeg_014715, KUTeg_005808
OG0002421	mikado.HiC_scaffold_14.0G368.1	KUTeg_004727, KUTeg_004995
OG0002422	mikado.HiC_scaffold_14.0G376.1	KUTeg_005199, KUTeg_005197, KUTeg_005196
OG0002423	mikado.HiC_scaffold_14.0G563.1	KUTeg_005014
OG0002424	mikado.HiC_scaffold_14.0G579.2, mikado.HiC_scaffold_14.0G579.1	KUTeg_011909
OG0002425	mikado.HiC_scaffold_14.0G584.1	KUTeg_005119, KUTeg_005477, KUTeg_005474
OG0002426	mikado.HiC_scaffold_14.0G605.1, mikado.HiC_scaffold_14.0G609.1	KUTeg_005277, KUTeg_009226
OG0002427	mikado.HiC_scaffold_14.0G618.1	KUTeg_004843
OG0002429	mikado.HiC_scaffold_14.0G716.1, mikado.HiC_scaffold_14.0G717.1, mikado.HiC_scaffold_14.0G718.1	KUTeg_005360
