genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 18_1,69503029,70560540,2319,2327,0_2315,0_2323,6,26547363,26986572,14126,14132,1_5238,1_5244,6,-,26986572,26547363,14132,14126,1_5244,1_5238,HiC_scaffold_2.0,Azeb
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 20_1,97430771,98072443,2694,2708,0_2690,0_2704,7,344133,770654,13372,13379,1_4486,1_4493,7,-,770654,344133,13379,13372,1_4493,1_4486,HiC_scaffold_2.0,Azeb
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 2_1,1378160,12014886,1206,1393,0_1202,0_1389,35,6189629,10020794,13540,13622,1_4653,1_4734,35,-,10020794,6189629,13622,13540,1_4734,1_4653,HiC_scaffold_2.0,Azeb
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 3_1,2788799,4881646,1233,1261,0_1229,0_1257,12,40589888,41244661,14528,14547,1_5640,1_5659,12,-,41244661,40589888,14547,14528,1_5659,1_5640,HiC_scaffold_2.0,Azeb
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 5_1,16401960,18623467,1462,1501,0_1458,0_1497,20,37966156,40434679,14437,14516,1_5549,1_5628,20,-,40434679,37966156,14516,14437,1_5628,1_5549,HiC_scaffold_2.0,Azeb
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 6_1,18972914,23830797,1511,1576,0_1507,0_1572,9,31324097,31782437,14267,14282,1_5379,1_5394,9,-,31782437,31324097,14282,14267,1_5394,1_5379,HiC_scaffold_2.0,Azeb
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 9_1,26583220,27135058,1622,1630,0_1618,0_1626,6,11494680,11736124,13657,13666,1_4769,1_4778,6,-,11736124,11494680,13666,13657,1_4778,1_4769,HiC_scaffold_2.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 302_1,5653689,6481991,22945,22957,0_22943,0_22955,10,23361468,23891545,4930,4944,1_14883,1_14897,10,-,23891545,23361468,4944,4930,1_14897,1_14883,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 303_1,7480962,7975027,22974,22981,0_22972,0_22979,7,10251683,10572334,4598,4606,1_14553,1_14561,7,-,10572334,10251683,4606,4598,1_14561,1_14553,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 305_1,11805059,12493159,23043,23055,0_23041,0_23053,7,34073043,34263878,5191,5198,1_15143,1_15150,7,-,34263878,34073043,5198,5191,1_15150,1_15143,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 308_1,38214473,38728481,23300,23314,0_23298,0_23312,9,8000840,8265809,4540,4550,1_14495,1_14505,9,-,8265809,8000840,4550,4540,1_14505,1_14495,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 310_1,44916099,45628536,23399,23415,0_23397,0_23413,11,13616206,13971189,4666,4682,1_14621,1_14637,11,-,13971189,13616206,4682,4666,1_14637,1_14621,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 311_1,50133870,55004937,23480,23541,0_23478,0_23539,22,32562226,38750827,5151,5287,1_15103,1_15239,22,-,38750827,32562226,5287,5151,1_15239,1_15103,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 313_1,62515612,96231867,23646,24132,0_23644,0_24130,27,35522685,49219478,5225,5602,1_15177,1_15553,27,-,49219478,35522685,5602,5225,1_15553,1_15177,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 314_1,67791419,68772406,23728,23742,0_23726,0_23740,8,9790887,10108890,4584,4591,1_14539,1_14546,8,-,10108890,9790887,4591,4584,1_14546,1_14539,HiC_scaffold_21.0,Azeb
Azeb,Sbro,HiC_scaffold_3.0,Lachesis_group17,Azeb_vs_Sbro: 22_1,8167759,23110985,2885,3129,0_2881,0_3125,44,22333501,26616703,20908,21020,1_12013,1_12125,44,-,26616703,22333501,21020,20908,1_12125,1_12013,HiC_scaffold_3.0,Azeb
Azeb,Sbro,HiC_scaffold_4.0,Lachesis_group15,Azeb_vs_Sbro: 24_1,17754529,18852289,4081,4092,0_4077,0_4088,8,2023876,2358814,18908,18916,1_10016,1_10024,8,-,2358814,2023876,18916,18908,1_10024,1_10016,HiC_scaffold_4.0,Azeb
Azeb,Sbro,HiC_scaffold_4.0,Lachesis_group15,Azeb_vs_Sbro: 25_1,33179009,67241246,4284,4840,0_4280,0_4836,73,5311496,31785526,19008,19610,1_10116,1_10718,73,-,31785526,5311496,19610,19008,1_10718,1_10116,HiC_scaffold_4.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 28_1,10848923,16032331,5021,5098,0_5017,0_5094,14,33866305,36611229,7843,7905,1_17794,1_17856,14,-,36611229,33866305,7905,7843,1_17856,1_17794,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 29_1,18826332,44460262,5143,5506,0_5139,0_5502,32,32369328,42721861,7809,8070,1_17760,1_18021,32,-,42721861,32369328,8070,7809,1_18021,1_17760,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 31_1,37028822,37819156,5367,5382,0_5363,0_5378,10,48009631,48524841,8213,8227,1_18164,1_18178,10,-,48524841,48009631,8227,8213,1_18178,1_18164,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 34_1,53604625,55882709,5637,5681,0_5633,0_5677,16,8234369,9355892,7273,7297,1_17224,1_17248,16,-,9355892,8234369,7297,7273,1_17248,1_17224,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 35_1,54236966,54931814,5651,5664,0_5647,0_5660,6,23102714,23741195,7613,7627,1_17564,1_17578,6,-,23741195,23102714,7627,7613,1_17578,1_17564,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 37_1,56881847,63506698,5702,5811,0_5698,0_5807,17,29466025,31434110,7757,7802,1_17708,1_17753,17,-,31434110,29466025,7802,7757,1_17753,1_17708,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 39_1,69044372,69665127,5898,5905,0_5894,0_5901,6,29997887,30348347,7773,7779,1_17724,1_17730,6,-,30348347,29997887,7779,7773,1_17730,1_17724,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 40_1,69696569,79749023,5907,6067,0_5902,0_6063,14,5916877,7663669,7225,7265,1_17176,1_17216,14,-,7663669,5916877,7265,7225,1_17216,1_17176,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 41_1,72057299,73297705,5937,5958,0_5933,0_5954,13,34606352,39200633,7861,7961,1_17812,1_17912,13,-,39200633,34606352,7961,7861,1_17912,1_17812,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 42_1,76721380,77736270,6008,6021,0_6004,0_6017,8,47034942,47543498,8188,8198,1_18139,1_18149,8,-,47543498,47034942,8198,8188,1_18149,1_18139,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 43_1,84594412,85598592,6134,6153,0_6130,0_6149,6,26866376,27273523,7685,7692,1_17636,1_17643,6,-,27273523,26866376,7692,7685,1_17643,1_17636,HiC_scaffold_5.0,Azeb
Azeb,Sbro,HiC_scaffold_5.92308104,Lachesis_group5,Azeb_vs_Sbro: 364_1,2055501,4459535,27488,27525,0_27487,0_27524,12,546291,4977562,7092,7202,1_17043,1_17153,12,-,4977562,546291,7202,7092,1_17153,1_17043,HiC_scaffold_5.92308104,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 45_1,4188608,7843874,6308,6355,0_6304,0_6351,17,9134013,13413457,14883,14955,1_5995,1_6067,17,-,13413457,9134013,14955,14883,1_6067,1_5995,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 46_1,7969114,8994886,6359,6378,0_6355,0_6374,12,42439530,42890053,15770,15786,1_6882,1_6898,12,-,42890053,42439530,15786,15770,1_6898,1_6882,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 50_1,21701336,21911061,6590,6595,0_6585,0_6591,6,40155048,40307762,15695,15701,1_6807,1_6813,6,-,40307762,40155048,15701,15695,1_6813,1_6807,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 51_1,23777737,25661282,6630,6664,0_6626,0_6660,17,19032180,22181058,15081,15183,1_6193,1_6295,17,-,22181058,19032180,15183,15081,1_6295,1_6193,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 52_1,27462322,33824609,6687,6785,0_6683,0_6781,27,30267087,31678418,15402,15438,1_6514,1_6550,27,-,31678418,30267087,15438,15402,1_6550,1_6514,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 56_1,43018635,43592089,6961,6975,0_6957,0_6971,8,26982615,27337774,15306,15313,1_6418,1_6425,8,-,27337774,26982615,15313,15306,1_6425,1_6418,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 57_1,44894776,46843175,6998,7038,0_6994,0_7034,19,2876378,8047254,14719,14861,1_5831,1_5973,19,-,8047254,2876378,14861,14719,1_5973,1_5831,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 61_1,55040372,56867876,7164,7198,0_7160,0_7194,11,31850933,32375713,15439,15454,1_6551,1_6566,11,-,32375713,31850933,15454,15439,1_6566,1_6551,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 64_1,63075003,69042486,7272,7369,0_7268,0_7365,16,39071758,41736813,15661,15747,1_6773,1_6859,16,-,41736813,39071758,15747,15661,1_6859,1_6773,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 65_1,65175535,66055364,7309,7319,0_7305,0_7315,9,23372219,23940189,15226,15243,1_6338,1_6355,9,-,23940189,23372219,15243,15226,1_6355,1_6338,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 66_1,69379677,72233260,7375,7407,0_7371,0_7403,11,32546255,33163464,15463,15484,1_6575,1_6596,11,-,33163464,32546255,15484,15463,1_6596,1_6575,HiC_scaffold_7.0,Azeb
Azeb,Sbro,HiC_scaffold_8.0,Lachesis_group9,Azeb_vs_Sbro: 70_1,542405,7868456,7652,7736,0_7648,0_7732,22,9297570,14630399,12400,12554,1_22348,1_22501,22,-,14630399,9297570,12554,12400,1_22501,1_22348,HiC_scaffold_8.0,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 316_1,486805,941717,24473,24480,0_24471,0_24477,5,10782868,11114660,12450,12459,1_22398,1_22407,5,-,11114660,10782868,12459,12450,1_22407,1_22398,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 317_1,3852461,5917626,24527,24545,0_24525,0_24543,8,36387599,36800730,13145,13158,1_23092,1_23105,8,-,36800730,36387599,13158,13145,1_23105,1_23092,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 323_1,19404655,20084977,24756,24768,0_24754,0_24766,8,23285816,23788142,12834,12850,1_22781,1_22797,8,-,23788142,23285816,12850,12834,1_22797,1_22781,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 324_1,21849084,23269987,24797,24830,0_24795,0_24828,12,30961992,31462178,13025,13044,1_22972,1_22991,12,-,31462178,30961992,13044,13025,1_22991,1_22972,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 325_1,25862876,26876212,24873,24886,0_24871,0_24884,9,42824795,43276325,13335,13344,1_23282,1_23291,9,-,43276325,42824795,13344,13335,1_23291,1_23282,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 326_1,27242497,28113489,24893,24903,0_24891,0_24901,6,16136276,16592818,12607,12615,1_22554,1_22562,6,-,16592818,16136276,12615,12607,1_22562,1_22554,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 327_1,30964957,33266573,24936,24984,0_24934,0_24982,20,38018364,39458515,13191,13234,1_23138,1_23181,20,-,39458515,38018364,13234,13191,1_23181,1_23138,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 329_1,38330006,39098987,25072,25079,0_25070,0_25077,6,15258780,15709135,12586,12593,1_22533,1_22540,6,-,15709135,15258780,12593,12586,1_22540,1_22533,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 330_1,42881073,53032079,25150,25353,0_25148,0_25351,64,19340326,26275295,12692,12912,1_22639,1_22859,64,-,26275295,19340326,12912,12692,1_22859,1_22639,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 331_1,49986400,50439001,25302,25312,0_25300,0_25310,7,28916086,29030332,12973,12981,1_22920,1_22928,7,-,29030332,28916086,12981,12973,1_22928,1_22920,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 335_1,62303428,63457014,25515,25535,0_25513,0_25533,11,29115384,29803173,12984,12999,1_22931,1_22946,11,-,29803173,29115384,12999,12984,1_22946,1_22931,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 337_1,70019533,73320685,25629,25701,0_25627,0_25699,25,35350090,37803950,13123,13187,1_23070,1_23134,25,-,37803950,35350090,13187,13123,1_23134,1_23070,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 339_1,73337280,74047705,25702,25716,0_25700,0_25714,8,42385251,42767968,13317,13331,1_23264,1_23278,8,-,42767968,42385251,13331,13317,1_23278,1_23264,HiC_scaffold_8.8335562,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 102_1,91187317,91611798,9153,9163,0_9151,0_9161,7,22734333,23086397,628,638,1_2261,1_2271,7,-,23086397,22734333,638,628,1_2271,1_2261,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 103_1,92688624,93210254,9185,9196,0_9183,0_9194,9,26335901,26652094,721,729,1_2354,1_2362,9,-,26652094,26335901,729,721,1_2362,1_2354,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 105_1,94172946,94831410,9215,9224,0_9213,0_9222,8,1898160,2412216,33,44,1_1670,1_1681,8,-,2412216,1898160,44,33,1_1681,1_1670,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 106_1,94997566,97143937,9229,9275,0_9227,0_9273,22,15202580,16412405,400,448,1_2034,1_2082,22,-,16412405,15202580,448,400,1_2082,1_2034,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 107_1,101521272,103391380,9342,9374,0_9340,0_9372,17,48674057,52579950,1307,1415,1_2936,1_3044,17,-,52579950,48674057,1415,1307,1_3044,1_2936,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 108_1,105946962,106723377,9417,9425,0_9415,0_9423,6,25510395,25890938,698,703,1_2331,1_2336,6,-,25890938,25510395,703,698,1_2336,1_2331,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 110_1,107242833,108116641,9445,9467,0_9443,0_9465,13,6120379,6586248,151,169,1_1788,1_1806,13,-,6586248,6120379,169,151,1_1806,1_1788,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 111_1,108770664,109175117,9486,9493,0_9484,0_9491,7,29762532,29947853,836,842,1_2469,1_2475,7,-,29947853,29762532,842,836,1_2475,1_2469,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 72_1,2364686,3604489,7773,7802,0_7771,0_7799,13,21203094,21475339,588,601,1_2222,1_2235,13,-,21475339,21203094,601,588,1_2235,1_2222,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 73_1,2896450,3979645,7787,7811,0_7785,0_7808,13,53772676,54082050,1456,1470,1_3085,1_3099,13,-,54082050,53772676,1470,1456,1_3099,1_3085,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 74_1,4796018,6330771,7823,7836,0_7820,0_7833,9,46886163,47954016,1276,1288,1_18,1_2917,9,-,47954016,46886163,1288,1276,1_2917,1_18,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 75_1,7105538,11076199,7841,7883,0_7838,0_7880,15,31474766,37804768,870,991,1_2503,1_2621,15,-,37804768,31474766,991,870,1_2621,1_2503,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 77_1,14350412,17239589,7930,7990,0_7927,0_7987,28,22484039,24629905,622,673,1_2255,1_2306,28,-,24629905,22484039,673,622,1_2306,1_2255,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 82_1,25770517,26852847,8077,8097,0_8074,0_8094,9,42659118,42922526,1136,1149,1_2766,1_2779,9,-,42922526,42659118,1149,1136,1_2779,1_2766,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 85_1,33343628,34172009,8188,8208,0_8185,0_8205,14,34414273,38228672,921,1005,1_2554,1_2635,14,-,38228672,34414273,1005,921,1_2635,1_2554,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 86_1,36278601,48371258,8243,8474,0_8240,0_8471,47,39344842,42647586,1034,1134,1_2664,1_2764,47,-,42647586,39344842,1134,1034,1_2764,1_2664,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 88_1,48676118,50453234,8478,8510,0_8474,0_8507,25,20107441,21184673,550,586,1_2184,1_2220,25,-,21184673,20107441,586,550,1_2220,1_2184,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 94_1,66162017,68350433,8756,8777,0_8752,0_8774,10,9625260,10294680,258,277,1_1893,1_1912,10,-,10294680,9625260,277,258,1_1912,1_1893,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 95_1,71631128,72621908,8825,8845,0_8822,0_8842,16,19504667,19993322,529,547,1_2163,1_2181,16,-,19993322,19504667,547,529,1_2181,1_2163,HiC_scaffold_9.0,Azeb
Azeb,Sbro,HiC_scaffold_9.0,Lachesis_group0,Azeb_vs_Sbro: 99_1,85471438,86118576,9060,9076,0_9058,0_9074,11,38800119,39328499,1015,1031,1_2645,1_2661,11,-,39328499,38800119,1031,1015,1_2661,1_2645,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 102_1,22734333,23086397,628,638,1_2261,1_2271,7,91187317,91611798,9153,9163,0_9151,0_9161,7,-,91611798,91187317,9163,9153,0_9161,0_9151,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 103_1,26335901,26652094,721,729,1_2354,1_2362,9,92688624,93210254,9185,9196,0_9183,0_9194,9,-,93210254,92688624,9196,9185,0_9194,0_9183,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 105_1,1898160,2412216,33,44,1_1670,1_1681,8,94172946,94831410,9215,9224,0_9213,0_9222,8,-,94831410,94172946,9224,9215,0_9222,0_9213,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 106_1,15202580,16412405,400,448,1_2034,1_2082,22,94997566,97143937,9229,9275,0_9227,0_9273,22,-,97143937,94997566,9275,9229,0_9273,0_9227,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 107_1,48674057,52579950,1307,1415,1_2936,1_3044,17,101521272,103391380,9342,9374,0_9340,0_9372,17,-,103391380,101521272,9374,9342,0_9372,0_9340,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 108_1,25510395,25890938,698,703,1_2331,1_2336,6,105946962,106723377,9417,9425,0_9415,0_9423,6,-,106723377,105946962,9425,9417,0_9423,0_9415,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 110_1,6120379,6586248,151,169,1_1788,1_1806,13,107242833,108116641,9445,9467,0_9443,0_9465,13,-,108116641,107242833,9467,9445,0_9465,0_9443,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 111_1,29762532,29947853,836,842,1_2469,1_2475,7,108770664,109175117,9486,9493,0_9484,0_9491,7,-,109175117,108770664,9493,9486,0_9491,0_9484,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 72_1,21203094,21475339,588,601,1_2222,1_2235,13,2364686,3604489,7773,7802,0_7771,0_7799,13,-,3604489,2364686,7802,7773,0_7799,0_7771,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 73_1,53772676,54082050,1456,1470,1_3085,1_3099,13,2896450,3979645,7787,7811,0_7785,0_7808,13,-,3979645,2896450,7811,7787,0_7808,0_7785,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 74_1,46886163,47954016,1276,1288,1_18,1_2917,9,4796018,6330771,7823,7836,0_7820,0_7833,9,-,6330771,4796018,7836,7823,0_7833,0_7820,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 75_1,31474766,37804768,870,991,1_2503,1_2621,15,7105538,11076199,7841,7883,0_7838,0_7880,15,-,11076199,7105538,7883,7841,0_7880,0_7838,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 77_1,22484039,24629905,622,673,1_2255,1_2306,28,14350412,17239589,7930,7990,0_7927,0_7987,28,-,17239589,14350412,7990,7930,0_7987,0_7927,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 82_1,42659118,42922526,1136,1149,1_2766,1_2779,9,25770517,26852847,8077,8097,0_8074,0_8094,9,-,26852847,25770517,8097,8077,0_8094,0_8074,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 85_1,34414273,38228672,921,1005,1_2554,1_2635,14,33343628,34172009,8188,8208,0_8185,0_8205,14,-,34172009,33343628,8208,8188,0_8205,0_8185,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 86_1,39344842,42647586,1034,1134,1_2664,1_2764,47,36278601,48371258,8243,8474,0_8240,0_8471,47,-,48371258,36278601,8474,8243,0_8471,0_8240,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 88_1,20107441,21184673,550,586,1_2184,1_2220,25,48676118,50453234,8478,8510,0_8474,0_8507,25,-,50453234,48676118,8510,8478,0_8507,0_8474,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 94_1,9625260,10294680,258,277,1_1893,1_1912,10,66162017,68350433,8756,8777,0_8752,0_8774,10,-,68350433,66162017,8777,8756,0_8774,0_8752,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 95_1,19504667,19993322,529,547,1_2163,1_2181,16,71631128,72621908,8825,8845,0_8822,0_8842,16,-,72621908,71631128,8845,8825,0_8842,0_8822,HiC_scaffold_9.0,Azeb
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 99_1,38800119,39328499,1015,1031,1_2645,1_2661,11,85471438,86118576,9060,9076,0_9058,0_9074,11,-,86118576,85471438,9076,9060,0_9074,0_9058,HiC_scaffold_9.0,Azeb
