genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 105_1,1898160,2412216,33,44,1_1670,1_1681,8,94172946,94831410,9215,9224,0_9213,0_9222,8,-,94831410,94172946,9224,9215,0_9222,0_9213,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 106_1,15202580,15844719,400,432,1_2034,1_2066,19,95531570,97143937,9238,9275,0_9237,0_9273,19,-,97143937,95531570,9275,9238,0_9273,0_9237,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 107_1,48674057,52579950,1307,1415,1_2936,1_3044,16,101521272,103391380,9342,9374,0_9340,0_9372,16,-,103391380,101521272,9374,9342,0_9372,0_9340,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 110_1,6120379,6500477,151,161,1_1788,1_1798,10,107330461,108116641,9448,9467,0_9446,0_9465,10,-,108116641,107330461,9467,9448,0_9465,0_9446,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 111_1,29762532,29947853,836,842,1_2469,1_2475,7,108770664,109175117,9486,9493,0_9484,0_9491,7,-,109175117,108770664,9493,9486,0_9491,0_9484,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 72_1,21232623,21475339,590,601,1_2224,1_2235,12,2364686,3534053,7773,7800,0_7771,0_7797,12,-,3534053,2364686,7800,7773,0_7797,0_7771,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 73_1,53772676,54025390,1456,1468,1_3085,1_3097,11,2896450,3979645,7787,7811,0_7785,0_7808,11,-,3979645,2896450,7811,7787,0_7808,0_7785,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 74_1,46886163,47954016,1276,1288,1_18,1_2917,8,4796018,6330771,7823,7836,0_7820,0_7833,8,-,6330771,4796018,7836,7823,0_7833,0_7820,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 75_1,31474766,37218977,870,983,1_2503,1_2613,12,7364712,11076199,7844,7883,0_7841,0_7880,12,-,11076199,7364712,7883,7844,0_7880,0_7841,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 77_1,22484039,24629905,622,673,1_2255,1_2306,22,14350412,17239589,7930,7990,0_7927,0_7987,22,-,17239589,14350412,7990,7930,0_7987,0_7927,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 82_1,42659118,42922526,1136,1149,1_2766,1_2779,9,25770517,26852847,8077,8097,0_8074,0_8094,9,-,26852847,25770517,8097,8077,0_8094,0_8074,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 84_1,52779980,53329974,1424,1435,1_3053,1_3064,7,31495357,32674229,8166,8180,0_8163,0_8177,7,-,32674229,31495357,8180,8166,0_8177,0_8163,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 85_1,34414273,38228672,921,1005,1_2554,1_2635,13,33343628,34172009,8188,8208,0_8185,0_8205,13,-,34172009,33343628,8208,8188,0_8205,0_8185,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 88_1,20137766,21184673,551,586,1_2185,1_2220,22,48676118,50396865,8478,8509,0_8474,0_8506,22,-,50396865,48676118,8509,8478,0_8506,0_8474,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 94_1,9625260,10267321,258,276,1_1893,1_1911,9,66231814,68350433,8757,8777,0_8754,0_8774,9,-,68350433,66231814,8777,8757,0_8774,0_8754,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 95_1,19579080,19993322,531,547,1_2165,1_2181,14,71631128,72524899,8825,8844,0_8822,0_8841,14,-,72524899,71631128,8844,8825,0_8841,0_8822,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 96_1,25948687,26118799,704,711,1_2337,1_2344,8,76810593,77158565,8906,8915,0_8903,0_8912,8,-,77158565,76810593,8915,8906,0_8912,0_8903,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group0,HiC_scaffold_9.0,Azeb_vs_Sbro: 99_1,38800119,39328499,1015,1031,1_2645,1_2661,9,85471438,86118576,9060,9076,0_9058,0_9074,9,-,86118576,85471438,9076,9060,0_9074,0_9058,CM056594.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 341_1,46504521,46945785,2688,2696,1_4315,1_4323,8,5671274,6283136,25872,25882,0_25870,0_25880,8,-,6283136,5671274,25882,25872,0_25880,0_25870,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 344_1,21592695,22227600,2068,2086,1_3696,1_3714,11,18565341,20249133,26088,26116,0_26086,0_26114,11,-,20249133,18565341,26116,26088,0_26114,0_26086,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 347_1,26597861,28588761,2182,2217,1_3810,1_3845,14,24361835,25733248,26190,26215,0_26188,0_26213,14,-,25733248,24361835,26215,26190,0_26213,0_26188,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 348_1,19234649,19676675,2006,2017,1_3634,1_3645,6,26391060,27123655,26224,26235,0_26222,0_26233,6,-,27123655,26391060,26235,26224,0_26233,0_26222,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 350_1,9389602,10024672,1767,1785,1_3395,1_3413,10,40747093,42082721,26378,26399,0_26376,0_26397,10,-,42082721,40747093,26399,26378,0_26397,0_26376,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 355_1,35663087,37906902,2398,2454,1_4026,1_4081,21,67387762,76513821,26813,26965,0_26812,0_26964,21,-,76513821,67387762,26965,26813,0_26964,0_26812,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 358_1,42838585,43073120,2568,2575,1_4195,1_4202,6,93523050,93917755,27251,27259,0_27250,0_27258,6,-,93917755,93523050,27259,27251,0_27258,0_27250,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 359_1,25863592,26297633,2160,2169,1_3788,1_3797,8,91277277,92040605,27208,27220,0_27207,0_27219,8,-,92040605,91277277,27220,27208,0_27219,0_27207,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 360_1,50945960,51573633,2809,2831,1_4436,1_4458,14,94571308,96190123,27271,27298,0_27270,0_27297,14,-,96190123,94571308,27298,27271,0_27297,0_27270,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 361_1,690427,1022386,1534,1539,1_3162,1_3167,6,100426248,100971938,27363,27370,0_27362,0_27369,6,-,100971938,100426248,27370,27363,0_27369,0_27362,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group1,HiC_scaffold_12.3160685,Azeb_vs_Sbro: 362_1,22367261,23074681,2089,2106,1_3717,1_3734,8,101891869,102672177,27381,27391,0_27380,0_27390,8,-,102672177,101891869,27391,27381,0_27390,0_27380,CM056596.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 11_1,3627038,8339531,13473,13589,1_4586,1_4701,29,36877087,41674684,1783,1872,0_1779,0_1868,29,-,41674684,36877087,1872,1783,0_1868,0_1779,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 12_1,24544370,31399507,14056,14271,1_5168,1_5383,49,41834212,57426447,1874,2128,0_1870,0_2124,49,-,57426447,41834212,2128,1874,0_2124,0_1870,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 13_1,2032312,2718814,13421,13433,1_4535,1_4547,7,47166516,48170696,1972,1982,0_1968,0_1978,7,-,48170696,47166516,1982,1972,0_1978,0_1968,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 17_1,17841413,19591696,13813,13879,1_4925,1_4991,23,66569804,80330281,2274,2464,0_2270,0_2460,23,-,80330281,66569804,2464,2274,0_2460,0_2270,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 18_1,26547363,26986572,14126,14132,1_5238,1_5244,6,69503029,70560540,2319,2327,0_2315,0_2323,6,-,70560540,69503029,2327,2319,0_2323,0_2315,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 20_1,344133,770654,13372,13379,1_4486,1_4493,7,97430771,98072443,2694,2708,0_2690,0_2704,7,-,98072443,97430771,2708,2694,0_2704,0_2690,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 2_1,6189629,10020794,13540,13622,1_4653,1_4734,31,1378160,12014886,1206,1393,0_1202,0_1389,31,-,12014886,1378160,1393,1206,0_1389,0_1202,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 3_1,40589888,41244661,14528,14547,1_5640,1_5659,11,2788799,4881646,1233,1261,0_1229,0_1257,11,-,4881646,2788799,1261,1233,0_1257,0_1229,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group10,HiC_scaffold_2.0,Azeb_vs_Sbro: 6_1,31324097,31736412,14267,14280,1_5379,1_5392,8,20863837,23830797,1540,1576,0_1536,0_1572,8,-,23830797,20863837,1576,1540,0_1572,0_1536,CM056607.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 45_1,9134013,13413457,14883,14955,1_5995,1_6067,14,4188608,7843874,6308,6355,0_6304,0_6351,14,-,7843874,4188608,6355,6308,0_6351,0_6304,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 46_1,42439530,42890053,15770,15786,1_6882,1_6898,11,7969114,8994886,6359,6378,0_6355,0_6374,11,-,8994886,7969114,6378,6359,0_6374,0_6355,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 48_1,35051369,35343673,15556,15563,1_6668,1_6675,6,15447591,15963428,6489,6496,0_6485,0_6492,6,-,15963428,15447591,6496,6489,0_6492,0_6485,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 51_1,19032180,21771701,15081,15163,1_6193,1_6275,10,24218693,25661282,6638,6664,0_6634,0_6660,10,-,25661282,24218693,6664,6638,0_6660,0_6634,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 52_1,30267087,31678418,15402,15438,1_6514,1_6550,24,27462322,33824609,6687,6785,0_6683,0_6781,24,-,33824609,27462322,6785,6687,0_6781,0_6683,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 56_1,26982615,27337774,15306,15313,1_6418,1_6425,8,43018635,43592089,6961,6975,0_6957,0_6971,8,-,43592089,43018635,6975,6961,0_6971,0_6957,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 57_1,6907607,8047254,14836,14861,1_5948,1_5973,11,44894776,45850694,6998,7017,0_6994,0_7013,11,-,45850694,44894776,7017,6998,0_7013,0_6994,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 61_1,31850933,32375713,15439,15454,1_6551,1_6566,9,55040372,56867876,7164,7198,0_7160,0_7194,9,-,56867876,55040372,7198,7164,0_7194,0_7160,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 65_1,23525880,23940189,15232,15243,1_6344,1_6355,5,65175535,65900113,7309,7316,0_7305,0_7312,5,-,65900113,65175535,7316,7309,0_7312,0_7305,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group11,HiC_scaffold_7.0,Azeb_vs_Sbro: 66_1,32546255,33163464,15463,15484,1_6575,1_6596,11,69379677,72233260,7375,7407,0_7371,0_7403,11,-,72233260,69379677,7407,7375,0_7403,0_7371,CM056604.1,Tgra
Sbro,Azeb,Lachesis_group12,HiC_scaffold_14.0,Azeb_vs_Sbro: 160_1,4101765,10613098,15893,16041,1_7005,1_7153,25,8943316,16271800,12953,13077,0_12951,0_13075,25,-,16271800,8943316,13077,12953,0_13075,0_12951,CM056605.1,Tgra
Sbro,Azeb,Lachesis_group12,HiC_scaffold_14.0,Azeb_vs_Sbro: 163_1,11453958,19497067,16069,16221,1_7181,1_7333,15,20845625,23888136,13155,13186,0_13153,0_13184,15,-,23888136,20845625,13186,13155,0_13184,0_13153,CM056605.1,Tgra
Sbro,Azeb,Lachesis_group12,HiC_scaffold_14.0,Azeb_vs_Sbro: 171_1,15883501,21664829,16154,16286,1_7266,1_7398,19,71489610,75012146,13873,13927,0_13871,0_13925,19,-,75012146,71489610,13927,13873,0_13925,0_13871,CM056605.1,Tgra
Sbro,Azeb,Lachesis_group13,HiC_scaffold_15.0,Azeb_vs_Sbro: 180_1,13154676,13672120,17193,17208,1_8305,1_8320,7,23253467,23701896,14593,14601,0_14591,0_14599,7,-,23701896,23253467,14601,14593,0_14599,0_14591,CM056602.1,Tgra
Sbro,Azeb,Lachesis_group13,HiC_scaffold_15.0,Azeb_vs_Sbro: 204_1,28685189,41760503,17624,17954,1_8736,1_9066,34,87396200,107191682,15663,16040,0_15661,0_16038,34,-,107191682,87396200,16040,15663,0_16038,0_15661,CM056602.1,Tgra
Sbro,Azeb,Lachesis_group13,HiC_scaffold_15.0,Azeb_vs_Sbro: 205_1,11932847,15839144,17156,17262,1_8268,1_8374,23,107933900,113474327,16054,16157,0_16052,0_16155,23,-,113474327,107933900,16157,16054,0_16155,0_16052,CM056602.1,Tgra
Sbro,Azeb,Lachesis_group13,HiC_scaffold_15.0,Azeb_vs_Sbro: 217_1,18377308,19512889,17336,17369,1_8448,1_8481,13,142385011,143776718,16685,16713,0_16683,0_16711,13,-,143776718,142385011,16713,16685,0_16711,0_16683,CM056602.1,Tgra
Sbro,Azeb,Lachesis_group14,HiC_scaffold_17.0,Azeb_vs_Sbro: 256_1,9660965,13328968,18199,18284,1_9308,1_9393,17,14554885,36010058,18811,19168,0_18809,0_19165,17,-,36010058,14554885,19168,18811,0_19165,0_18809,CM056608.1,Tgra
Sbro,Azeb,Lachesis_group14,HiC_scaffold_17.0,Azeb_vs_Sbro: 257_1,19952805,36512363,18441,18854,1_9550,1_9963,17,62082873,71975611,19492,19653,0_19490,0_19651,17,-,71975611,62082873,19653,19492,0_19651,0_19490,CM056608.1,Tgra
Sbro,Azeb,Lachesis_group15,HiC_scaffold_4.0,Azeb_vs_Sbro: 24_1,2023876,2358814,18908,18916,1_10016,1_10024,8,17754529,18852289,4081,4092,0_4077,0_4088,8,-,18852289,17754529,4092,4081,0_4088,0_4077,CM056609.1,Tgra
Sbro,Azeb,Lachesis_group15,HiC_scaffold_4.0,Azeb_vs_Sbro: 25_1,5311496,31785526,19008,19610,1_10116,1_10718,43,33179009,52798220,4284,4592,0_4280,0_4588,43,-,52798220,33179009,4592,4284,0_4588,0_4280,CM056609.1,Tgra
Sbro,Azeb,Lachesis_group16,HiC_scaffold_1.0,Azeb_vs_Sbro: 1_1,14099523,29550893,19945,20308,1_11051,1_11413,28,49711635,76534637,580,960,0_585,0_966,28,-,76534637,49711635,960,580,0_966,0_585,CM056611.1,Tgra
Sbro,Azeb,Lachesis_group17,HiC_scaffold_3.0,Azeb_vs_Sbro: 22_1,22333501,24368709,20908,20971,1_12013,1_12076,31,8167759,23110985,2885,3129,0_2881,0_3125,31,-,23110985,8167759,3129,2885,0_3125,0_2881,CM056610.1,Tgra
Sbro,Azeb,Lachesis_group18,HiC_scaffold_10.0,Azeb_vs_Sbro: 112_1,4424112,16583593,21235,21493,1_12340,1_12598,25,10067605,35677409,9611,9989,0_9609,0_9987,25,-,35677409,10067605,9989,9611,0_9987,0_9609,CM056612.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 218_1,35907170,36632810,3938,3954,1_13896,1_13912,10,2305692,3163714,16761,16777,0_16759,0_16775,10,-,3163714,2305692,16777,16761,0_16775,0_16759,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 219_1,4931825,6680700,2999,3067,1_12959,1_13027,25,5468221,9235885,16835,16905,0_16833,0_16903,25,-,9235885,5468221,16905,16835,0_16903,0_16833,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 224_1,7218184,7614155,3083,3096,1_13043,1_13056,7,19403222,20202180,17058,17072,0_17057,0_17070,7,-,20202180,19403222,17072,17058,0_17070,0_17057,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 226_1,9705799,9906277,3144,3154,1_13104,1_13114,9,24170737,24686465,17134,17147,0_17132,0_17145,9,-,24686465,24170737,17147,17134,0_17145,0_17132,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 227_1,21840856,22725308,3507,3531,1_13467,1_13491,20,24782221,26911149,17150,17186,0_17148,0_17184,20,-,26911149,24782221,17186,17150,0_17184,0_17148,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 228_1,16956121,17090549,3335,3340,1_13295,1_13300,5,30816232,31176445,17245,17251,0_17243,0_17249,5,-,31176445,30816232,17251,17245,0_17249,0_17243,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 229_1,44877092,45967217,4211,4249,1_14169,1_14207,12,31478647,32476284,17257,17277,0_17255,0_17275,12,-,32476284,31478647,17277,17257,0_17275,0_17255,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 230_1,47201891,47532066,4300,4308,1_14258,1_14266,7,33063746,33378225,17289,17299,0_17287,0_17297,7,-,33378225,33063746,17299,17289,0_17297,0_17287,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 231_1,35185599,35831703,3914,3931,1_13872,1_13889,11,37152605,39154688,17364,17392,0_17362,0_17390,11,-,39154688,37152605,17392,17364,0_17390,0_17362,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 232_1,4683814,4925573,2985,2998,1_12945,1_12958,10,39164070,39966852,17393,17412,0_17391,0_17410,10,-,39966852,39164070,17412,17393,0_17410,0_17391,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 233_1,14045892,15638741,3250,3286,1_13210,1_13246,22,40817114,43024793,17432,17476,0_17430,0_17474,22,-,43024793,40817114,17476,17432,0_17474,0_17430,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 235_1,37697644,37990246,3979,3989,1_13937,1_13947,10,50221963,50981537,17539,17552,0_17537,0_17550,10,-,50981537,50221963,17552,17539,0_17550,0_17537,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 236_1,24390633,27088436,3581,3664,1_13541,1_13624,11,51089677,58843869,17554,17705,0_17552,0_17703,11,-,58843869,51089677,17705,17554,0_17703,0_17552,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 242_1,7643555,8284558,3099,3113,1_13059,1_13073,11,73372969,74386433,17948,17968,0_17946,0_17966,11,-,74386433,73372969,17968,17948,0_17966,0_17946,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 244_1,29991021,30558182,3752,3772,1_13712,1_13732,12,83394726,84472329,18121,18140,0_18118,0_18138,12,-,84472329,83394726,18140,18121,0_18138,0_18118,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 249_1,40546537,42036624,4069,4128,1_14027,1_14086,33,95351548,99727226,18340,18423,0_18338,0_18421,33,-,99727226,95351548,18423,18340,0_18421,0_18338,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 251_1,3543739,4084326,2952,2965,1_12912,1_12925,7,103556419,104212344,18463,18474,0_18461,0_18472,7,-,104212344,103556419,18474,18463,0_18472,0_18461,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 252_1,27912584,28270323,3697,3704,1_13657,1_13664,6,104672620,105179154,18483,18494,0_18481,0_18492,6,-,105179154,104672620,18494,18483,0_18492,0_18481,CM056595.1,Tgra
Sbro,Azeb,Lachesis_group2,HiC_scaffold_16.0,Azeb_vs_Sbro: 225_1,369842,774573,2863,2874,1_12823,1_12834,9,22023224,22604536,17097,17107,0_17095,0_17105,9,-,22604536,22023224,17107,17097,0_17105,0_17095,JARBDR010000385.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_11.0,Azeb_vs_Sbro: 115_1,6653961,7901117,4505,4536,1_14460,1_14491,16,35045963,38315557,10916,10966,0_10914,0_10964,16,-,38315557,35045963,10966,10916,0_10964,0_10914,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_21.0,Azeb_vs_Sbro: 302_1,23361468,23891545,4930,4944,1_14883,1_14897,9,5653689,6481991,22945,22957,0_22943,0_22955,9,-,6481991,5653689,22957,22945,0_22955,0_22943,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_21.0,Azeb_vs_Sbro: 303_1,10360083,10572334,4601,4606,1_14556,1_14561,5,7480962,7765831,22974,22979,0_22972,0_22977,5,-,7765831,7480962,22979,22974,0_22977,0_22972,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_21.0,Azeb_vs_Sbro: 307_1,41389243,50292844,5358,5643,1_15309,1_15594,18,34681607,43335700,23256,23376,0_23254,0_23374,18,-,43335700,34681607,23376,23256,0_23374,0_23254,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_21.0,Azeb_vs_Sbro: 308_1,8000840,8265809,4540,4550,1_14495,1_14505,8,38214473,38728481,23300,23314,0_23298,0_23312,8,-,38728481,38214473,23314,23300,0_23312,0_23298,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_21.0,Azeb_vs_Sbro: 310_1,13616206,13951825,4666,4681,1_14621,1_14636,5,44958964,45628536,23400,23415,0_23398,0_23413,5,-,45628536,44958964,23415,23400,0_23413,0_23398,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_21.0,Azeb_vs_Sbro: 311_1,32562226,38457576,5151,5282,1_15103,1_15234,14,50133870,55004937,23480,23541,0_23478,0_23539,14,-,55004937,50133870,23541,23480,0_23539,0_23478,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group3,HiC_scaffold_21.0,Azeb_vs_Sbro: 313_1,35522685,49219478,5225,5602,1_15177,1_15553,12,82689457,96231867,23951,24132,0_23949,0_24130,12,-,96231867,82689457,24132,23951,0_24130,0_23949,CM056597.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 122_1,30639744,30757511,6508,6513,1_16459,1_16464,5,7733853,7944029,11307,11312,0_11305,0_11310,5,-,7944029,7733853,11312,11307,0_11310,0_11305,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 123_1,23318231,23793146,6313,6329,1_16264,1_16280,13,9032503,10222058,11335,11354,0_11333,0_11352,13,-,10222058,9032503,11354,11335,0_11352,0_11333,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 126_1,25186294,26215414,6373,6400,1_16324,1_16351,14,13612331,14807974,11424,11450,0_11422,0_11448,14,-,14807974,13612331,11450,11424,0_11448,0_11422,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 127_1,42186438,42363204,6808,6816,1_16759,1_16767,7,15982922,16688559,11465,11478,0_11463,0_11476,7,-,16688559,15982922,11478,11465,0_11476,0_11463,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 131_1,13633517,13933092,6043,6048,1_15994,1_15999,6,20273747,20744192,11556,11563,0_11554,0_11561,6,-,20744192,20273747,11563,11556,0_11561,0_11554,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 133_1,38951024,39253963,6738,6746,1_16689,1_16697,6,26542262,26992507,11659,11666,0_11657,0_11664,6,-,26992507,26542262,11666,11659,0_11664,0_11657,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 138_1,19174283,19948537,6185,6209,1_16136,1_16160,14,39867364,41057483,11885,11908,0_11883,0_11906,14,-,41057483,39867364,11908,11885,0_11906,0_11883,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 139_1,2824365,3201031,5743,5757,1_15694,1_15708,12,41594839,42162447,11914,11929,0_11912,0_11927,12,-,42162447,41594839,11929,11914,0_11927,0_11912,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 143_1,15088137,15738096,6075,6096,1_16026,1_16047,14,55803735,56809122,12133,12149,0_12131,0_12147,14,-,56809122,55803735,12149,12133,0_12147,0_12131,CM056598.1,Tgra
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 145_1,6957239,7304732,5846,5859,1_15797,1_15810,7,58470546,60132103,12176,12206,0_12174,0_12204,7,-,60132103,58470546,12206,12176,0_12204,0_12174,CM056598.1,Tgra
