genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 146_1,41627502,42141903,6798,6806,1_16749,1_16757,7,63463975,65855115,12262,12278,0_12260,0_12276,7,+,63463975,65855115,12262,12278,0_12260,0_12276,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 148_1,28830536,29173957,6461,6470,1_16412,1_16421,6,71356109,71726996,12366,12376,0_12364,0_12374,6,+,71356109,71726996,12366,12376,0_12364,0_12374,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 149_1,48489991,49056918,7012,7023,1_16963,1_16974,11,72610366,74007750,12388,12409,0_12386,0_12407,11,+,72610366,74007750,12388,12409,0_12386,0_12407,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 151_1,1138479,1672790,5689,5707,1_15640,1_15658,11,79959191,80876839,12532,12548,0_12530,0_12546,11,+,79959191,80876839,12532,12548,0_12530,0_12546,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 154_1,21956814,22129567,6265,6274,1_16216,1_16225,10,85657949,85961583,12624,12633,0_12622,0_12631,10,+,85657949,85961583,12624,12633,0_12622,0_12631,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 155_1,6317940,6851103,5830,5843,1_15781,1_15794,6,86064178,86691698,12636,12644,0_12634,0_12642,6,+,86064178,86691698,12636,12644,0_12634,0_12642,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 157_1,48086338,48443020,6998,7010,1_16949,1_16961,11,90119802,90704578,12699,12710,0_12697,0_12708,11,+,90119802,90704578,12699,12710,0_12697,0_12708,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group4,HiC_scaffold_13.0,Azeb_vs_Sbro: 158_1,8097919,9405049,5879,5912,1_15830,1_15863,17,91172106,95356061,12717,12788,0_12715,0_12786,17,+,91172106,95356061,12717,12788,0_12715,0_12786,Lachesis_group4,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 26_1,25413880,25747907,7649,7660,1_17600,1_17611,10,2651999,3361690,4918,4930,0_4914,0_4926,10,+,2651999,3361690,4918,4930,0_4914,0_4926,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 27_1,1237439,3124177,7105,7154,1_17056,1_17105,16,4042427,7805134,4939,4987,0_4935,0_4983,16,+,4042427,7805134,4939,4987,0_4935,0_4983,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 30_1,14142643,14230579,7398,7403,1_17349,1_17354,6,26435399,26767663,5245,5251,0_5241,0_5247,6,+,26435399,26767663,5245,5251,0_5241,0_5247,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 32_1,27946496,29362558,7705,7749,1_17656,1_17700,11,45115021,46923717,5517,5542,0_5513,0_5538,11,+,45115021,46923717,5517,5542,0_5513,0_5538,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 33_1,43795499,44221929,8104,8117,1_18055,1_18068,10,47763484,48658693,5554,5574,0_5550,0_5569,10,+,47763484,48658693,5554,5574,0_5550,0_5569,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 36_1,43022529,46826912,8080,8181,1_18031,1_18132,28,56264165,65547784,5689,5846,0_5685,0_5842,28,+,56264165,65547784,5689,5846,0_5685,0_5842,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 38_1,41418167,42007532,8036,8047,1_17987,1_17998,11,65718300,66572942,5850,5866,0_5846,0_5862,11,+,65718300,66572942,5850,5866,0_5846,0_5862,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group5,HiC_scaffold_5.0,Azeb_vs_Sbro: 44_1,9937898,20854414,7316,7551,1_17267,1_17502,22,87347484,91396797,6177,6243,0_6173,0_6239,22,+,87347484,91396797,6177,6243,0_6173,0_6239,Lachesis_group5,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 177_1,20578297,22889914,8835,8897,1_18786,1_18848,29,14355294,17092791,14426,14480,0_14424,0_14478,29,+,14355294,17092791,14426,14480,0_14424,0_14478,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 178_1,43162385,43880672,9472,9488,1_19423,1_19439,9,17113211,17847187,14481,14492,0_14479,0_14490,9,+,17113211,17847187,14481,14492,0_14479,0_14490,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 181_1,14607334,15197791,8672,8681,1_18623,1_18632,9,25604754,26524167,14629,14642,0_14627,0_14640,9,+,25604754,26524167,14629,14642,0_14627,0_14640,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 182_1,7173786,7888055,8482,8495,1_18433,1_18446,7,29385579,30585481,14676,14696,0_14674,0_14694,7,+,29385579,30585481,14676,14696,0_14674,0_14694,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 185_1,4140437,4649388,8366,8385,1_18317,1_18336,11,39415961,42523641,14852,14910,0_14850,0_14908,11,+,39415961,42523641,14852,14910,0_14850,0_14908,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 188_1,15279089,15902237,8685,8707,1_18636,1_18658,15,46202684,47302735,14986,15007,0_14984,0_15005,15,+,46202684,47302735,14986,15007,0_14984,0_15005,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 191_1,40812064,41041355,9402,9410,1_19353,1_19361,6,50564456,51097448,15068,15085,0_15066,0_15082,6,+,50564456,51097448,15068,15085,0_15066,0_15082,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 193_1,5264337,5787058,8401,8415,1_18352,1_18366,13,53789460,54696097,15122,15138,0_15120,0_15136,13,+,53789460,54696097,15122,15138,0_15120,0_15136,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 194_1,1833247,4047438,8299,8363,1_18250,1_18314,32,56948776,62417079,15170,15275,0_15168,0_15273,32,+,56948776,62417079,15170,15275,0_15168,0_15273,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 196_1,30791814,31878706,9097,9143,1_19048,1_19094,8,64950903,66551135,15299,15327,0_15297,0_15325,8,+,64950903,66551135,15299,15327,0_15297,0_15325,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 197_1,37050224,39690299,9283,9359,1_19234,1_19310,47,68340714,73252820,15367,15469,0_15365,0_15467,47,+,68340714,73252820,15367,15469,0_15365,0_15467,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 200_1,21623702,22425897,8865,8884,1_18816,1_18835,14,77422955,78726779,15525,15548,0_15523,0_15546,14,+,77422955,78726779,15525,15548,0_15523,0_15546,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 201_1,46092654,46748974,9561,9573,1_19512,1_19524,7,79745155,82180456,15556,15573,0_15554,0_15571,7,+,79745155,82180456,15556,15573,0_15554,0_15571,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 206_1,19533538,20564387,8804,8834,1_18755,1_18785,20,115814505,117364758,16211,16240,0_16209,0_16238,20,+,115814505,117364758,16211,16240,0_16209,0_16238,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 207_1,27187296,27434696,9003,9011,1_18954,1_18962,6,117664392,117969448,16248,16253,0_16246,0_16251,6,+,117664392,117969448,16248,16253,0_16246,0_16251,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 209_1,35631682,36035079,9245,9254,1_19196,1_19205,10,119118170,120030584,16269,16284,0_16267,0_16282,10,+,119118170,120030584,16269,16284,0_16267,0_16282,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 211_1,24473011,24981485,8925,8939,1_18876,1_18890,13,121406374,122483734,16306,16326,0_16304,0_16324,13,+,121406374,122483734,16306,16326,0_16304,0_16324,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group6,HiC_scaffold_15.0,Azeb_vs_Sbro: 214_1,18202292,19322593,8772,8796,1_18723,1_18747,10,127304156,127885949,16401,16414,0_16399,0_16412,10,+,127304156,127885949,16401,16414,0_16399,0_16412,Lachesis_group6,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 290_1,24235781,24995302,10281,10311,1_20232,1_20262,18,12752946,15230599,21529,21578,0_21527,0_21576,18,+,12752946,15230599,21529,21578,0_21527,0_21576,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 291_1,40568425,42367092,10713,10776,1_20664,1_20727,6,15721038,19124995,21584,21625,0_21582,0_21623,6,+,15721038,19124995,21584,21625,0_21582,0_21623,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 293_1,34399448,36957243,10537,10605,1_20488,1_20556,20,21919698,24757685,21671,21723,0_21669,0_21721,20,+,21919698,24757685,21671,21723,0_21669,0_21721,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 294_1,232295,6572364,9584,9770,1_19535,1_19721,21,35798841,40264126,21862,21947,0_21859,0_21945,21,+,35798841,40264126,21862,21947,0_21859,0_21945,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 295_1,26486159,32848777,10348,10508,1_20299,1_20459,26,47103451,67047282,22073,22341,0_22071,0_22339,26,+,47103451,67047282,22073,22341,0_22071,0_22339,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 298_1,43748611,44165615,10821,10831,1_20772,1_20782,7,79864884,81150440,22535,22561,0_22533,0_22559,7,+,79864884,81150440,22535,22561,0_22533,0_22559,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 299_1,31218073,31733006,10462,10479,1_20413,1_20430,13,81753138,82664407,22570,22594,0_22568,0_22592,13,+,81753138,82664407,22570,22594,0_22568,0_22592,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group7,HiC_scaffold_19.0,Azeb_vs_Sbro: 300_1,21014557,21207957,10183,10190,1_20134,1_20141,6,85420185,85838388,22637,22643,0_22635,0_22641,6,+,85420185,85838388,22637,22643,0_22635,0_22641,Lachesis_group7,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 262_1,13586684,16538468,11240,11337,1_21191,1_21288,34,8298718,16088888,19991,20117,0_19989,0_20115,34,+,8298718,16088888,19991,20117,0_19989,0_20115,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 264_1,6907000,7090258,11049,11060,1_21000,1_21011,7,18885672,19179868,20152,20160,0_20150,0_20158,7,+,18885672,19179868,20152,20160,0_20150,0_20158,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 265_1,1745060,2612994,10883,10908,1_20834,1_20859,18,20023880,21835311,20170,20196,0_20168,0_20194,18,+,20023880,21835311,20170,20196,0_20168,0_20194,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 267_1,29242320,34548938,11679,11837,1_21630,1_21788,25,25028352,38606438,20217,20438,0_20215,0_20436,25,+,25028352,38606438,20217,20438,0_20215,0_20436,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 269_1,8523522,8616150,11103,11109,1_21054,1_21060,6,31437929,31820633,20318,20330,0_20316,0_20328,6,+,31437929,31820633,20318,20330,0_20316,0_20328,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 271_1,11092772,12606349,11177,11214,1_21128,1_21165,24,39657848,42527103,20455,20500,0_20453,0_20498,24,+,39657848,42527103,20455,20500,0_20453,0_20498,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 272_1,22306543,24089462,11473,11513,1_21424,1_21464,20,46960903,52539631,20563,20648,0_20561,0_20646,20,+,46960903,52539631,20563,20648,0_20561,0_20646,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 273_1,13941671,14257185,11246,11256,1_21197,1_21207,8,50428391,50880585,20620,20627,0_20618,0_20625,8,+,50428391,50880585,20620,20627,0_20618,0_20625,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 274_1,4273233,4640143,10965,10974,1_20916,1_20925,8,52751725,53196686,20651,20659,0_20649,0_20657,8,+,52751725,53196686,20651,20659,0_20649,0_20657,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 278_1,3039668,3502581,10926,10943,1_20877,1_20894,11,61637913,62332068,20800,20814,0_20798,0_20812,11,+,61637913,62332068,20800,20814,0_20798,0_20812,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 281_1,26817243,28613146,11590,11656,1_21541,1_21607,17,67187393,79969570,20898,21121,0_20896,0_21119,17,+,67187393,79969570,20898,21121,0_20896,0_21119,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 282_1,16875497,18819035,11350,11406,1_21301,1_21357,15,67538004,70031404,20905,20951,0_20903,0_20949,15,+,67538004,70031404,20905,20951,0_20903,0_20949,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 283_1,31916753,32136793,11769,11776,1_21720,1_21727,6,71768952,72163786,20984,20991,0_20982,0_20989,6,+,71768952,72163786,20984,20991,0_20982,0_20989,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 284_1,1216222,1460816,10872,10879,1_20823,1_20830,5,74792131,75134055,21026,21033,0_21024,0_21031,5,+,74792131,75134055,21026,21033,0_21024,0_21031,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 285_1,40122403,40857669,11990,12011,1_21939,1_21960,7,76951458,78446556,21058,21093,0_21056,0_21091,7,+,76951458,78446556,21058,21093,0_21056,0_21091,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 286_1,7227960,9276564,11069,11132,1_21020,1_21083,39,80180846,89485724,21123,21275,0_21121,0_21273,39,+,80180846,89485724,21123,21275,0_21121,0_21273,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group8,HiC_scaffold_18.0,Azeb_vs_Sbro: 287_1,20227878,20987746,11440,11452,1_21391,1_21403,6,86065761,87543707,21215,21242,0_21213,0_21240,6,+,86065761,87543707,21215,21242,0_21213,0_21240,Lachesis_group8,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 318_1,6571970,8026744,12326,12361,1_22274,1_22309,18,6420186,11021862,24551,24614,0_24549,0_24612,18,+,6420186,11021862,24551,24614,0_24549,0_24612,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 319_1,41373073,41946132,13281,13302,1_23228,1_23249,8,7379119,8315361,24564,24577,0_24562,0_24575,8,+,7379119,8315361,24564,24577,0_24562,0_24575,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 320_1,39664858,39966861,13245,13252,1_23192,1_23199,6,10293250,11637500,24606,24622,0_24604,0_24620,6,+,10293250,11637500,24606,24622,0_24604,0_24620,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 321_1,153968,728866,12134,12145,1_22083,1_22094,8,15450842,16563200,24688,24700,0_24686,0_24698,8,+,15450842,16563200,24688,24700,0_24686,0_24698,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 322_1,12955951,14867592,12513,12572,1_22461,1_22519,10,17855815,18703706,24719,24738,0_24717,0_24736,10,+,17855815,18703706,24719,24738,0_24717,0_24736,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 328_1,9830739,10136915,12417,12428,1_22365,1_22376,11,33453838,34800017,24987,25007,0_24985,0_25005,11,+,33453838,34800017,24987,25007,0_24985,0_25005,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 332_1,15824346,15981576,12597,12603,1_22544,1_22550,6,54249276,54812465,25378,25390,0_25376,0_25388,6,+,54249276,54812465,25378,25390,0_25376,0_25388,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 333_1,35048742,35321182,13114,13121,1_23061,1_23068,6,56404035,56870071,25412,25423,0_25410,0_25421,6,+,56404035,56870071,25412,25423,0_25410,0_25421,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 334_1,38763601,41063072,13215,13270,1_23162,1_23217,19,57592852,61514232,25441,25504,0_25439,0_25502,19,+,57592852,61514232,25441,25504,0_25439,0_25502,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 336_1,2347518,3283699,12202,12235,1_22151,1_22183,13,66801818,68932445,25583,25616,0_25581,0_25614,13,+,66801818,68932445,25583,25616,0_25581,0_25614,Lachesis_group9,Sbro
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 338_1,26985653,27126248,12928,12933,1_22875,1_22880,6,70946051,71113093,25650,25656,0_25648,0_25654,6,+,70946051,71113093,25650,25656,0_25648,0_25654,Lachesis_group9,Sbro
Azeb,Sbro,HiC_scaffold_1.0,Lachesis_group16,Azeb_vs_Sbro: 1_1,20411143,82952083,148,1033,0_154,0_1039,82,3716869,29550893,19714,20308,1_10820,1_11413,82,-,29550893,3716869,20308,19714,1_11413,1_10820,Lachesis_group16,Sbro
Azeb,Sbro,HiC_scaffold_11.0,Lachesis_group3,Azeb_vs_Sbro: 115_1,33715805,38315557,10887,10966,0_10885,0_10964,18,6653961,9353838,4505,4568,1_14460,1_14523,18,-,9353838,6653961,4568,4505,1_14523,1_14460,Lachesis_group3,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 341_1,4329056,9279042,25848,25938,0_25846,0_25936,11,45872434,47183553,2671,2705,1_4298,1_4332,11,-,47183553,45872434,2705,2671,1_4332,1_4298,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 344_1,18495718,20249133,26086,26116,0_26084,0_26114,15,21592695,22249182,2068,2087,1_3696,1_3715,15,-,22249182,21592695,2087,2068,1_3715,1_3696,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 347_1,24361835,25733248,26190,26215,0_26188,0_26213,15,26597861,28588761,2182,2217,1_3810,1_3845,15,-,28588761,26597861,2217,2182,1_3845,1_3810,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 348_1,26391060,27123655,26224,26235,0_26222,0_26233,6,19234649,19676675,2006,2017,1_3634,1_3645,6,-,19676675,19234649,2017,2006,1_3645,1_3634,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 350_1,40747093,42082721,26378,26399,0_26376,0_26397,13,9389602,10024672,1767,1785,1_3395,1_3413,13,-,10024672,9389602,1785,1767,1_3413,1_3395,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 353_1,50656853,54901923,26528,26594,0_26526,0_26592,20,23112819,24843947,2109,2135,1_3737,1_3763,20,-,24843947,23112819,2135,2109,1_3763,1_3737,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 355_1,67387762,76513821,26813,26965,0_26812,0_26964,21,35663087,37906902,2398,2454,1_4026,1_4081,21,-,37906902,35663087,2454,2398,1_4081,1_4026,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 359_1,91277277,92040605,27208,27220,0_27207,0_27219,10,25863592,26297633,2160,2169,1_3788,1_3797,10,-,26297633,25863592,2169,2160,1_3797,1_3788,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 360_1,94508325,96190123,27270,27298,0_27269,0_27297,18,50945960,51586860,2809,2832,1_4436,1_4459,18,-,51586860,50945960,2832,2809,1_4459,1_4436,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 361_1,99890065,100971938,27352,27370,0_27351,0_27369,7,690427,1336105,1534,1544,1_3162,1_3172,7,-,1336105,690427,1544,1534,1_3172,1_3162,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 362_1,101891869,102672177,27381,27391,0_27380,0_27390,10,22367261,23074681,2089,2106,1_3717,1_3734,10,-,23074681,22367261,2106,2089,1_3734,1_3717,Lachesis_group1,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 122_1,7696434,7986679,11306,11313,0_11304,0_11311,8,30623956,30784032,6507,6514,1_16458,1_16465,8,-,30784032,30623956,6514,6507,1_16465,1_16458,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 123_1,8866890,10222058,11329,11354,0_11327,0_11352,15,23318231,24480910,6313,6348,1_16264,1_16299,15,-,24480910,23318231,6348,6313,1_16299,1_16264,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 126_1,13612331,15007585,11424,11452,0_11422,0_11450,16,25023225,26215414,6370,6400,1_16321,1_16351,16,-,26215414,25023225,6400,6370,1_16351,1_16321,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 127_1,15982922,16736533,11465,11479,0_11463,0_11477,9,42151400,42363204,6807,6816,1_16758,1_16767,9,-,42363204,42151400,6816,6807,1_16767,1_16758,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 131_1,20273747,20744192,11556,11563,0_11554,0_11561,6,13633517,13933092,6043,6048,1_15994,1_15999,6,-,13933092,13633517,6048,6043,1_15999,1_15994,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 133_1,26542262,26992507,11659,11666,0_11657,0_11664,7,38951024,39253963,6738,6746,1_16689,1_16697,7,-,39253963,38951024,6746,6738,1_16697,1_16689,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 138_1,39362165,41057483,11875,11908,0_11873,0_11906,20,19174283,21262729,6185,6244,1_16136,1_16195,20,-,21262729,19174283,6244,6185,1_16195,1_16136,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 139_1,41594839,42162447,11914,11929,0_11912,0_11927,13,2824365,3201031,5743,5757,1_15694,1_15708,13,-,3201031,2824365,5757,5743,1_15708,1_15694,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 143_1,55803735,56848364,12133,12150,0_12131,0_12148,15,15057956,15738096,6074,6096,1_16025,1_16047,15,-,15738096,15057956,6096,6074,1_16047,1_16025,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 145_1,58470546,60132103,12176,12206,0_12174,0_12204,8,6957239,7304732,5846,5859,1_15797,1_15810,8,-,7304732,6957239,5859,5846,1_15810,1_15797,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 147_1,65918036,70735837,12280,12354,0_12278,0_12352,13,32364424,33477042,6562,6596,1_16513,1_16547,13,-,33477042,32364424,6596,6562,1_16547,1_16513,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 150_1,74858489,76983421,12429,12476,0_12427,0_12474,22,4202771,5680425,5774,5809,1_15725,1_15760,22,-,5680425,4202771,5809,5774,1_15760,1_15725,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 152_1,81127651,83233953,12555,12583,0_12553,0_12581,19,36194906,37669610,6676,6701,1_16627,1_16652,19,-,37669610,36194906,6701,6676,1_16652,1_16627,Lachesis_group4,Sbro
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 153_1,83653221,84907376,12588,12612,0_12586,0_12610,11,49624774,50224244,7044,7065,1_16995,1_17016,11,-,50224244,49624774,7065,7044,1_17016,1_16995,Lachesis_group4,Sbro
