Orthogroup	Species	Tgra	Orthologs
OG0000854	Sbro	KUTeg_009051, KUTeg_018242, KUTeg_012089, KUTeg_011824, KUTeg_001611, KUTeg_012090, KUTeg_020574	EVM0010853.1
OG0000855	Sbro	KUTeg_021456, KUTeg_020038, KUTeg_020772, KUTeg_018917, KUTeg_008400, KUTeg_000227	EVM0023541.1, EVM0012630.1
OG0000856	Sbro	KUTeg_015717	EVM0008989.1, EVM0010118.1, EVM0019625.1, EVM0003241.1, EVM0002449.1, EVM0012860.1, EVM0013431.1
OG0000857	Sbro	KUTeg_009737, KUTeg_010150, KUTeg_009738, KUTeg_009736, KUTeg_010153, KUTeg_000812	EVM0001747.1, EVM0012664.1
OG0000859	Sbro	KUTeg_006515	EVM0019546.1
OG0000859	Sbro	KUTeg_010487	EVM0022826.1, EVM0013801.1, EVM0010794.1
OG0000859	Sbro	KUTeg_010494	EVM0012285.1
OG0000861	Sbro	KUTeg_009150, KUTeg_009149	EVM0010970.1, EVM0007032.1, EVM0010002.1
OG0000861	Sbro	KUTeg_005181, KUTeg_005183	EVM0012402.1
OG0000862	Sbro	KUTeg_015416	EVM0021085.1
OG0000862	Sbro	KUTeg_015415, KUTeg_015007, KUTeg_015412	EVM0018560.1, EVM0011541.1, EVM0014647.1
OG0000864	Sbro	KUTeg_010914, KUTeg_020801, KUTeg_015417, KUTeg_014896, KUTeg_015414, KUTeg_015419, KUTeg_015413	EVM0020613.1
OG0000865	Sbro	KUTeg_010936	EVM0001739.1
OG0000865	Sbro	KUTeg_017359, KUTeg_016129	EVM0022238.1, EVM0017914.1
OG0000865	Sbro	KUTeg_012004	EVM0007491.1
OG0000866	Sbro	KUTeg_002769, KUTeg_002771, KUTeg_002774, KUTeg_002773	EVM0010008.1, EVM0015310.1, EVM0001995.1, EVM0021113.1
OG0000867	Sbro	KUTeg_016711	EVM0002685.1, EVM0018593.1, EVM0002347.1
OG0000867	Sbro	KUTeg_016604, KUTeg_016737, KUTeg_016581	EVM0022926.1
OG0000868	Sbro	KUTeg_019605	EVM0013759.1
OG0000868	Sbro	KUTeg_019606	EVM0011954.1
OG0000868	Sbro	KUTeg_019612	EVM0024040.1, EVM0018139.1
OG0000880	Azeb	Tgra-opnGx3, KUTeg_006353	mikado.HiC_scaffold_1.0G377.1, Azeb-opnGx15
OG0000880	Sbro	Tgra-opnGx3, KUTeg_006353	Sbro-opnGx7, Sbro-opnGx6, Sbro-opnGx3
OG0000881	Sbro	KUTeg_017827	EVM0015758.1
OG0000881	Azeb	KUTeg_017827	mikado.HiC_scaffold_15.0G1143.1, mikado.HiC_scaffold_15.0G1142.1, mikado.HiC_scaffold_15.0G692.1, mikado.HiC_scaffold_15.0G693.1, mikado.HiC_scaffold_1.0G5.1
OG0000882	Azeb	KUTeg_006176, KUTeg_006070, KUTeg_005767, KUTeg_006069	mikado.HiC_scaffold_1.0G587.1, mikado.HiC_scaffold_1.0G14.1, mikado.HiC_scaffold_1.0G248.1
OG0000883	Azeb	KUTeg_021952, KUTeg_009285	mikado.HiC_scaffold_1.0G33.1, mikado.HiC_scaffold_15.0G484.1, mikado.HiC_scaffold_16.0G1611.1, mikado.HiC_scaffold_1.0G32.1, mikado.HiC_scaffold_4.0G1008.1
OG0000887	Azeb	KUTeg_023595, KUTeg_002912	mikado.HiC_scaffold_1.0G129.1, mikado.HiC_scaffold_3.0G770.1, mikado.HiC_scaffold_3.0G769.1
OG0000887	Sbro	KUTeg_023595, KUTeg_002912	EVM0007685.1, EVM0011553.1
OG0000890	Azeb	KUTeg_006421, KUTeg_006422	mikado.HiC_scaffold_1.0G272.1, mikado.HiC_scaffold_1.0G274.1
OG0000890	Sbro	KUTeg_006421, KUTeg_006422	EVM0006575.1, EVM0010222.1, EVM0022344.1
OG0000893	Azeb	KUTeg_005766	mikado.HiC_scaffold_16.0G1676.1, mikado.HiC_scaffold_16.0G1676.2, mikado.HiC_scaffold_2.0G1199.1, mikado.HiC_scaffold_7.0G1244.1, mikado.HiC_scaffold_1.0G995.1, mikado.HiC_scaffold_1.0G380.1
OG0000894	Azeb	KUTeg_023591	mikado.HiC_scaffold_1.0G394.1, mikado.HiC_scaffold_1.0G397.1
OG0000894	Sbro	KUTeg_023591	EVM0005868.1
OG0000896	Sbro	KUTeg_009649	EVM0009830.1, EVM0017214.1, EVM0012026.1, EVM0007415.1
OG0000896	Azeb	KUTeg_009649	mikado.HiC_scaffold_1.0G440.1, mikado.HiC_scaffold_1.0G439.1
OG0000897	Azeb	KUTeg_006173	mikado.HiC_scaffold_1.0G471.1
OG0000897	Sbro	KUTeg_006173	EVM0016938.1
OG0000897	Azeb	KUTeg_006172	mikado.HiC_scaffold_1.0G475.1
OG0000897	Sbro	KUTeg_006172	EVM0002667.1, EVM0008287.1
OG0000899	Sbro	KUTeg_003451	EVM0008089.1, EVM0009993.1, EVM0001121.1
OG0000899	Azeb	KUTeg_003451	mikado.HiC_scaffold_1.0G680.1, mikado.HiC_scaffold_2.0G476.1, mikado.HiC_scaffold_17.0G781.1
OG0000900	Azeb	KUTeg_021914	mikado.HiC_scaffold_21.0G471.1, mikado.HiC_scaffold_1.0G685.1, mikado.HiC_scaffold_21.0G475.1, mikado.HiC_scaffold_8.8335562G1132.1, mikado.HiC_scaffold_21.0G165.1
OG0000900	Sbro	KUTeg_021914	EVM0021136.1
OG0000902	Sbro	KUTeg_006212	EVM0009243.1
OG0000902	Azeb	KUTeg_006212	mikado.HiC_scaffold_1.0G784.1, mikado.HiC_scaffold_1.0G784.5, mikado.HiC_scaffold_1.0G784.6, mikado.HiC_scaffold_1.0G784.7, mikado.HiC_scaffold_1.0G784.3
OG0000903	Azeb	KUTeg_024458	mikado.HiC_scaffold_1.0G807.1, mikado.HiC_scaffold_1.0G808.1, mikado.HiC_scaffold_1.0G809.1, mikado.HiC_scaffold_4.0G545.1, mikado.HiC_scaffold_4.0G546.1, mikado.HiC_scaffold_4.0G544.1
OG0000904	Azeb	KUTeg_006153, KUTeg_006162	mikado.HiC_scaffold_1.0G988.1, mikado.HiC_scaffold_1.0G989.1
OG0000904	Sbro	KUTeg_006153, KUTeg_006162	EVM0003234.1
OG0000907	Azeb	KUTeg_009730	mikado.HiC_scaffold_2.0G264.1
OG0000907	Sbro	KUTeg_009730	EVM0004860.1, EVM0004128.1, EVM0015020.1, EVM0018336.1, EVM0020586.1
OG0000908	Azeb	KUTeg_006194	mikado.HiC_scaffold_2.0G346.1
OG0000908	Azeb	KUTeg_018679	mikado.HiC_scaffold_8.8335562G58.1, mikado.HiC_scaffold_7.0G864.1, mikado.HiC_scaffold_7.0G1316.1, mikado.HiC_scaffold_8.8335562G438.1
OG0000910	Azeb	KUTeg_009438, KUTeg_010450, KUTeg_010451	mikado.HiC_scaffold_2.0G467.1
OG0000910	Sbro	KUTeg_009438, KUTeg_010450	EVM0004955.1
OG0000910	Sbro	KUTeg_010451	EVM0013084.1, EVM0023590.1
OG0000911	Sbro	KUTeg_012183	EVM0010951.1
OG0000911	Azeb	KUTeg_012183	mikado.HiC_scaffold_11.0G675.1
OG0000912	Azeb	KUTeg_009894	mikado.HiC_scaffold_2.0G597.3, mikado.HiC_scaffold_2.0G597.2, mikado.HiC_scaffold_2.0G607.1, mikado.HiC_scaffold_2.0G597.5, mikado.HiC_scaffold_2.0G597.1
OG0000912	Sbro	KUTeg_009894	EVM0003163.1
OG0000913	Sbro	KUTeg_000469, KUTeg_000470, KUTeg_000478, KUTeg_008837	EVM0007893.1
OG0000913	Azeb	KUTeg_000469, KUTeg_000470, KUTeg_000478, KUTeg_008837	mikado.HiC_scaffold_2.0G1084.1, mikado.HiC_scaffold_2.0G921.1
OG0000914	Azeb	KUTeg_018864, KUTeg_008059	mikado.HiC_scaffold_21.0G1175.1, mikado.HiC_scaffold_2.0G1064.1, mikado.HiC_scaffold_15.0G1582.1
OG0000914	Sbro	KUTeg_018864	EVM0006626.1
OG0000914	Sbro	KUTeg_008059	EVM0023184.1
OG0000915	Azeb	KUTeg_004475	mikado.HiC_scaffold_3.0G576.1, mikado.HiC_scaffold_14.0G524.1, mikado.HiC_scaffold_17.0G880.1, mikado.HiC_scaffold_12.3160685G868.1, mikado.HiC_scaffold_9.0G902.1, mikado.HiC_scaffold_2.0G1190.1
OG0000916	Azeb	KUTeg_015074, KUTeg_015075	mikado.HiC_scaffold_2.0G1192.1
OG0000916	Sbro	KUTeg_015074	EVM0015531.1
OG0000916	Sbro	KUTeg_015075	EVM0013002.1
OG0000917	Azeb	KUTeg_009719	mikado.HiC_scaffold_2.0G1195.1
OG0000917	Sbro	KUTeg_009719	EVM0005677.1
OG0000917	Azeb	KUTeg_008890, KUTeg_013800, KUTeg_014152	mikado.HiC_scaffold_2.0G1194.1
OG0000918	Azeb	KUTeg_010540	mikado.HiC_scaffold_2.0G1390.1, mikado.HiC_scaffold_3.0G740.1, mikado.HiC_scaffold_3.0G629.1, mikado.HiC_scaffold_9.0G1365.1
OG0000918	Sbro	KUTeg_010540	EVM0002389.1, EVM0004465.1
OG0000919	Azeb	KUTeg_012611	mikado.HiC_scaffold_5.0G182.1
OG0000919	Azeb	KUTeg_017592, KUTeg_012088, KUTeg_012600	mikado.HiC_scaffold_22G1.1
OG0000919	Sbro	KUTeg_017592, KUTeg_012088, KUTeg_012600	EVM0009948.1
OG0000920	Azeb	KUTeg_008378	mikado.HiC_scaffold_3.0G17.1, mikado.HiC_scaffold_3.0G19.1, mikado.HiC_scaffold_3.0G18.1, mikado.HiC_scaffold_3.0G20.1, mikado.HiC_scaffold_14.0G597.1, mikado.HiC_scaffold_3.0G15.1
OG0000921	Azeb	KUTeg_000277	mikado.HiC_scaffold_3.0G136.2, mikado.HiC_scaffold_3.0G136.1
OG0000921	Sbro	KUTeg_000277	EVM0010193.1
OG0000921	Sbro	KUTeg_000278	EVM0006416.1
OG0000921	Azeb	KUTeg_000278	mikado.HiC_scaffold_3.0G135.1
OG0000922	Azeb	KUTeg_010802	mikado.HiC_scaffold_3.0G153.1, mikado.HiC_scaffold_3.0G154.1, mikado.HiC_scaffold_3.0G155.1, mikado.HiC_scaffold_3.0G156.1, mikado.HiC_scaffold_3.0G157.1
OG0000922	Sbro	KUTeg_010802	EVM0000109.1
OG0000923	Azeb	KUTeg_000071	mikado.HiC_scaffold_3.0G199.1
OG0000923	Sbro	KUTeg_000071	EVM0007432.1, EVM0017949.1
OG0000925	Azeb	KUTeg_000788	mikado.HiC_scaffold_3.0G273.1
OG0000925	Sbro	KUTeg_000788	EVM0013694.1, EVM0005347.1, EVM0022400.1, EVM0019834.1, EVM0023112.1
OG0000926	Azeb	KUTeg_010850, KUTeg_011365, KUTeg_010912	mikado.HiC_scaffold_10.0G794.1
OG0000926	Sbro	KUTeg_010850, KUTeg_011365, KUTeg_010912	EVM0005539.1
OG0000926	Azeb	KUTeg_010703	mikado.HiC_scaffold_3.0G278.1
OG0000927	Azeb	KUTeg_008123	mikado.HiC_scaffold_10.0G186.1
OG0000927	Sbro	KUTeg_008123	EVM0014101.1
OG0000927	Sbro	KUTeg_010231, KUTeg_010321	EVM0000834.1
OG0000927	Azeb	KUTeg_010231, KUTeg_010321	mikado.HiC_scaffold_3.0G279.1
OG0000929	Azeb	KUTeg_008531	mikado.HiC_scaffold_3.0G348.1, mikado.HiC_scaffold_3.0G347.1
OG0000929	Sbro	KUTeg_008531	EVM0005032.1, EVM0008769.1, EVM0007482.1, EVM0002299.1
OG0000930	Azeb	KUTeg_000853	mikado.HiC_scaffold_3.0G394.1
OG0000930	Sbro	KUTeg_000853	EVM0022704.1, EVM0007406.1, EVM0017598.1, EVM0022454.1, EVM0008207.1
OG0000931	Azeb	KUTeg_011375, KUTeg_016349, KUTeg_011374	mikado.HiC_scaffold_3.0G500.2, mikado.HiC_scaffold_3.0G500.1, mikado.HiC_scaffold_3.0G500.3
OG0000931	Sbro	KUTeg_011375, KUTeg_016349, KUTeg_011374	EVM0013914.1
OG0000932	Azeb	KUTeg_000240, KUTeg_000239	mikado.HiC_scaffold_3.0G536.1
OG0000932	Sbro	KUTeg_000240	EVM0009504.1, EVM0022502.1
OG0000932	Sbro	KUTeg_000239	EVM0019380.1, EVM0000438.1
OG0000935	Azeb	KUTeg_022111	mikado.HiC_scaffold_19.0G353.1
OG0000935	Sbro	KUTeg_022111	EVM0013276.1
OG0000935	Azeb	KUTeg_000673	mikado.HiC_scaffold_3.0G802.1
OG0000935	Sbro	KUTeg_000673	EVM0006586.1, EVM0004275.1
OG0000936	Azeb	KUTeg_012489, KUTeg_005793, KUTeg_012488, KUTeg_012491	mikado.HiC_scaffold_3.0G806.1
OG0000936	Sbro	KUTeg_012488	EVM0023042.1
OG0000936	Sbro	KUTeg_012491	EVM0000235.1
OG0000937	Azeb	KUTeg_000307	mikado.HiC_scaffold_16.0G1683.1, mikado.HiC_scaffold_3.0G832.1
OG0000937	Sbro	KUTeg_000307	EVM0009467.1, EVM0019995.1, EVM0000840.1, EVM0013917.1
OG0000939	Azeb	KUTeg_000338, KUTeg_000331, KUTeg_000332, KUTeg_000333	mikado.HiC_scaffold_3.0G950.1, mikado.HiC_scaffold_3.0G948.1
OG0000939	Sbro	KUTeg_000338, KUTeg_000331, KUTeg_000332, KUTeg_000333	EVM0010061.1
OG0000940	Azeb	KUTeg_015480	mikado.HiC_scaffold_4.0G7.1
OG0000940	Sbro	KUTeg_015480	EVM0013309.1
OG0000940	Azeb	KUTeg_015483	mikado.HiC_scaffold_1141G1.1, mikado.HiC_scaffold_4.0G4.1
OG0000940	Sbro	KUTeg_015483	EVM0017397.1
OG0000942	Azeb	KUTeg_008775	mikado.HiC_scaffold_17.0G1006.1, mikado.HiC_scaffold_11.0G38.1, mikado.HiC_scaffold_4.0G294.1, mikado.HiC_scaffold_4.0G295.1
OG0000942	Sbro	KUTeg_008775	EVM0022715.1, EVM0001827.1
OG0000943	Azeb	KUTeg_015890, KUTeg_016210	mikado.HiC_scaffold_13.0G672.1, mikado.HiC_scaffold_4.0G349.1, mikado.HiC_scaffold_4.0G357.1, mikado.HiC_scaffold_13.0G523.1
OG0000943	Sbro	KUTeg_015890, KUTeg_016210	EVM0014798.1
OG0000944	Azeb	KUTeg_015278, KUTeg_017352, KUTeg_000680, KUTeg_023636, KUTeg_004043	mikado.HiC_scaffold_4.0G623.1
OG0000944	Sbro	KUTeg_015278, KUTeg_017352, KUTeg_000680, KUTeg_023636, KUTeg_004043	EVM0023039.1
OG0000947	Azeb	KUTeg_005287, KUTeg_005325, KUTeg_005326	mikado.HiC_scaffold_4.0G791.1, mikado.HiC_scaffold_14.0G769.1
OG0000947	Sbro	KUTeg_005287	EVM0013658.1
OG0000947	Sbro	KUTeg_005325, KUTeg_005326	EVM0003099.1
OG0000950	Azeb	KUTeg_015098, KUTeg_015272, KUTeg_015271, KUTeg_015378	mikado.HiC_scaffold_4.0G978.1, mikado.HiC_scaffold_4.0G981.1
OG0000950	Sbro	KUTeg_015098, KUTeg_015272, KUTeg_015271, KUTeg_015378	EVM0006707.1
OG0000951	Azeb	KUTeg_017351, KUTeg_015571	mikado.HiC_scaffold_4.0G980.1, mikado.HiC_scaffold_4.0G979.1, mikado.HiC_scaffold_4.0G980.2
OG0000951	Sbro	KUTeg_017351, KUTeg_015571	EVM0023237.1, EVM0002075.1
OG0000952	Sbro	KUTeg_009282, KUTeg_015296	EVM0003258.1, EVM0014748.1
OG0000952	Azeb	KUTeg_009282, KUTeg_015296	mikado.HiC_scaffold_4.0G1025.1, mikado.HiC_scaffold_11.0G637.1, mikado.HiC_scaffold_8.8335562G211.1
OG0000954	Azeb	KUTeg_015332	mikado.HiC_scaffold_16.0G926.1, mikado.HiC_scaffold_16.0G925.1, mikado.HiC_scaffold_16.0G922.1, mikado.HiC_scaffold_5.0G92.1
OG0000954	Sbro	KUTeg_015332	EVM0023714.1, EVM0008680.1
OG0000957	Azeb	KUTeg_021485, KUTeg_001124, KUTeg_022283, KUTeg_007697	mikado.HiC_scaffold_5.0G419.1
OG0000957	Sbro	KUTeg_021485, KUTeg_001124, KUTeg_022283, KUTeg_007697	EVM0021503.1, EVM0023673.1
OG0000961	Azeb	KUTeg_018325	mikado.HiC_scaffold_5.0G807.2, mikado.HiC_scaffold_5.0G807.1, mikado.HiC_scaffold_5.0G807.4, mikado.HiC_scaffold_5.0G807.5, mikado.HiC_scaffold_5.0G807.3
OG0000961	Sbro	KUTeg_018325	EVM0019611.1
OG0000963	Azeb	KUTeg_018401, KUTeg_018398, KUTeg_018400, KUTeg_018399, KUTeg_011517	mikado.HiC_scaffold_5.0G943.1
OG0000963	Sbro	KUTeg_018401, KUTeg_018398, KUTeg_018400, KUTeg_018399, KUTeg_011517	EVM0007830.1
OG0000964	Azeb	KUTeg_024786	mikado.HiC_scaffold_7.0G41.1
OG0000964	Sbro	KUTeg_024786	EVM0019055.1
OG0000964	Azeb	KUTeg_024788	mikado.HiC_scaffold_7.0G42.1, mikado.HiC_scaffold_7.0G43.1
OG0000964	Sbro	KUTeg_024788	EVM0003483.1
OG0000966	Azeb	KUTeg_020439	mikado.HiC_scaffold_15.0G725.1
OG0000966	Sbro	KUTeg_020439	EVM0008223.1
OG0000966	Sbro	KUTeg_023916	EVM0009429.1
OG0000966	Azeb	KUTeg_023916	mikado.HiC_scaffold_7.0G777.1, mikado.HiC_scaffold_7.0G180.1
OG0000967	Azeb	KUTeg_007705, KUTeg_007706	mikado.HiC_scaffold_7.0G334.1
OG0000967	Sbro	KUTeg_007705, KUTeg_007706	EVM0011833.1, EVM0019977.1, EVM0007049.1, EVM0008282.1
OG0000968	Azeb	KUTeg_024867	mikado.HiC_scaffold_7.0G363.1, mikado.HiC_scaffold_7.0G362.1, mikado.HiC_scaffold_7.0G367.1, mikado.HiC_scaffold_7.0G366.1
OG0000968	Sbro	KUTeg_024867	EVM0019139.1, EVM0003470.1
OG0000969	Azeb	KUTeg_011190	mikado.HiC_scaffold_16.0G781.1, mikado.HiC_scaffold_15.0G1387.1, mikado.HiC_scaffold_7.0G558.1, mikado.HiC_scaffold_7.0G960.1, mikado.HiC_scaffold_12.3160685G1446.1, mikado.HiC_scaffold_371G1.1
OG0000970	Azeb	KUTeg_008446, KUTeg_008452	mikado.HiC_scaffold_7.0G587.1, mikado.HiC_scaffold_7.0G583.1, mikado.HiC_scaffold_7.0G608.1, mikado.HiC_scaffold_7.0G584.1
OG0000970	Sbro	KUTeg_008446, KUTeg_008452	EVM0005130.1
OG0000971	Sbro	KUTeg_017289	EVM0021824.1, EVM0001207.1
OG0000971	Azeb	KUTeg_017289	mikado.HiC_scaffold_8.8335562G922.1
OG0000972	Azeb	KUTeg_024014	mikado.HiC_scaffold_7.0G911.1, mikado.HiC_scaffold_7.0G910.1
OG0000972	Sbro	KUTeg_024014	EVM0000681.1, EVM0012921.1, EVM0021640.2, EVM0018765.1
OG0000973	Azeb	KUTeg_024183, KUTeg_024182, KUTeg_014568	mikado.HiC_scaffold_7.0G1056.3, mikado.HiC_scaffold_7.0G1056.4, mikado.HiC_scaffold_7.0G1056.1
OG0000973	Sbro	KUTeg_024183, KUTeg_024182, KUTeg_014568	EVM0002422.1
OG0000974	Azeb	KUTeg_024639, KUTeg_024641	mikado.HiC_scaffold_7.0G1057.1, mikado.HiC_scaffold_7.0G1062.1, mikado.HiC_scaffold_7.0G1064.1, mikado.HiC_scaffold_7.0G1058.1
OG0000974	Sbro	KUTeg_024639, KUTeg_024641	EVM0019647.1
OG0000975	Azeb	KUTeg_024397, KUTeg_024396	mikado.HiC_scaffold_7.0G1066.1
OG0000975	Sbro	KUTeg_024397	EVM0012739.1
OG0000975	Sbro	KUTeg_024396	EVM0004378.1
OG0000976	Azeb	KUTeg_023581	mikado.HiC_scaffold_8.0G18.1, mikado.HiC_scaffold_12.3160685G1235.1, mikado.HiC_scaffold_8.8335562G218.1, mikado.HiC_scaffold_8.8335562G216.1, mikado.HiC_scaffold_8.8335562G213.1
OG0000976	Sbro	KUTeg_023581	EVM0002265.1
OG0000977	Azeb	KUTeg_023064, KUTeg_023068	mikado.HiC_scaffold_8.0G24.3, mikado.HiC_scaffold_8.0G24.1, mikado.HiC_scaffold_8.0G24.4, mikado.HiC_scaffold_8.0G24.2
OG0000977	Sbro	KUTeg_023064, KUTeg_023068	EVM0010590.1
OG0000978	Azeb	KUTeg_004225	mikado.HiC_scaffold_9.0G134.1, mikado.HiC_scaffold_9.0G131.1
OG0000978	Sbro	KUTeg_004225	EVM0011600.1
OG0000978	Azeb	KUTeg_002556	mikado.HiC_scaffold_11.0G390.1
OG0000978	Sbro	KUTeg_002556	EVM0019023.1
OG0000979	Azeb	KUTeg_020508	mikado.HiC_scaffold_15.0G2318.1
OG0000979	Sbro	KUTeg_020508	EVM0008631.1
OG0000979	Azeb	KUTeg_020146	mikado.HiC_scaffold_15.0G851.1, mikado.HiC_scaffold_9.0G523.1, mikado.HiC_scaffold_9.0G147.1
OG0000980	Sbro	KUTeg_003322, KUTeg_003323, KUTeg_003316	EVM0016702.1
OG0000980	Azeb	KUTeg_003322	mikado.HiC_scaffold_9.0G311.1
OG0000980	Azeb	KUTeg_003323	mikado.HiC_scaffold_9.0G310.1
OG0000980	Azeb	KUTeg_003316	mikado.HiC_scaffold_9.0G309.1
OG0000981	Azeb	KUTeg_003788, KUTeg_003219, KUTeg_003787, KUTeg_003220	mikado.HiC_scaffold_9.0G386.1
OG0000981	Sbro	KUTeg_003788, KUTeg_003219, KUTeg_003787, KUTeg_003220	EVM0007038.1, EVM0000318.1
OG0000982	Azeb	KUTeg_004063, KUTeg_015667, KUTeg_004064	mikado.HiC_scaffold_9.0G529.1
OG0000982	Sbro	KUTeg_004063	EVM0008839.1
OG0000982	Sbro	KUTeg_015667, KUTeg_004064	EVM0019012.1, EVM0010713.1
OG0000983	Azeb	KUTeg_003894, KUTeg_003725	mikado.HiC_scaffold_9.0G608.4, mikado.HiC_scaffold_9.0G608.2, mikado.HiC_scaffold_9.0G608.1, mikado.HiC_scaffold_9.0G608.3
OG0000983	Sbro	KUTeg_003894, KUTeg_003725	EVM0011024.4
OG0000984	Azeb	KUTeg_004454, KUTeg_011001, KUTeg_001056	mikado.HiC_scaffold_9.0G645.1
OG0000984	Sbro	KUTeg_004454	EVM0015459.1, EVM0019394.1
OG0000984	Sbro	KUTeg_011001, KUTeg_001056	EVM0019404.1
OG0000985	Azeb	KUTeg_021314	mikado.HiC_scaffold_11.0G410.1, mikado.HiC_scaffold_9.0G694.1
OG0000985	Sbro	KUTeg_021314	EVM0019967.1, EVM0014335.1, EVM0014795.1, EVM0008730.1
OG0000986	Azeb	KUTeg_003747	mikado.HiC_scaffold_9.0G1313.1
OG0000986	Sbro	KUTeg_003747	EVM0015840.1
OG0000986	Azeb	KUTeg_003748	mikado.HiC_scaffold_9.0G802.1, mikado.HiC_scaffold_9.0G1312.1
OG0000986	Sbro	KUTeg_003748	EVM0014711.1
OG0000987	Azeb	KUTeg_003137, KUTeg_004396, KUTeg_014659	mikado.HiC_scaffold_9.0G846.1, mikado.HiC_scaffold_9.0G845.1, mikado.HiC_scaffold_9.0G844.1
OG0000987	Sbro	KUTeg_003137, KUTeg_004396, KUTeg_014659	EVM0005447.1
OG0000988	Azeb	KUTeg_017350	mikado.HiC_scaffold_9.0G942.1, mikado.HiC_scaffold_9.0G943.1, mikado.HiC_scaffold_10.0G309.1, mikado.HiC_scaffold_10.0G307.1
OG0000988	Sbro	KUTeg_017350	EVM0014985.1, EVM0020071.1
OG0000989	Azeb	KUTeg_012728	mikado.HiC_scaffold_15.0G563.1
OG0000989	Sbro	KUTeg_012728	EVM0012874.1
OG0000990	Azeb	KUTeg_003150, KUTeg_003157	mikado.HiC_scaffold_9.0G1042.1, mikado.HiC_scaffold_9.0G1042.3, mikado.HiC_scaffold_9.0G1042.2
OG0000990	Sbro	KUTeg_003150	EVM0021486.1
OG0000990	Sbro	KUTeg_003157	EVM0000727.1
OG0000991	Azeb	KUTeg_022339	mikado.HiC_scaffold_19.0G533.1
OG0000991	Sbro	KUTeg_022339	EVM0017497.2
OG0000991	Azeb	KUTeg_003096	mikado.HiC_scaffold_9.0G1066.1
OG0000991	Sbro	KUTeg_003096	EVM0010888.1, EVM0000842.1
OG0000992	Sbro	KUTeg_004129	EVM0019783.1
OG0000992	Azeb	KUTeg_004129	mikado.HiC_scaffold_9.0G1182.1
OG0000992	Azeb	KUTeg_004123	mikado.HiC_scaffold_9.0G1181.1, mikado.HiC_scaffold_15.0G1781.1
OG0000993	Azeb	KUTeg_003133, KUTeg_003128, KUTeg_003127	mikado.HiC_scaffold_9.0G1320.1
OG0000993	Sbro	KUTeg_003128	EVM0001198.1
OG0000993	Sbro	KUTeg_003127	EVM0014790.1
OG0000994	Azeb	KUTeg_003823, KUTeg_003826, KUTeg_003822	mikado.HiC_scaffold_9.0G1333.1
OG0000994	Sbro	KUTeg_003823	EVM0008017.1
OG0000994	Sbro	KUTeg_003826	EVM0015543.1
OG0000994	Sbro	KUTeg_003822	EVM0010845.1
OG0000996	Azeb	KUTeg_004238	mikado.HiC_scaffold_19.0G1357.1, mikado.HiC_scaffold_18.0G1423.1
OG0000996	Azeb	KUTeg_003148	mikado.HiC_scaffold_9.0G1522.1
OG0000996	Sbro	KUTeg_003148	EVM0009701.1, EVM0003395.1
OG0001000	Azeb	KUTeg_006419, KUTeg_006209, KUTeg_006415	mikado.HiC_scaffold_10.0G138.1, mikado.HiC_scaffold_10.0G139.1
OG0001000	Sbro	KUTeg_006419	EVM0001156.1
OG0001000	Sbro	KUTeg_006209, KUTeg_006415	EVM0023062.1
OG0001001	Azeb	KUTeg_010712, KUTeg_010761, KUTeg_015778, KUTeg_024246	mikado.HiC_scaffold_10.0G239.1, mikado.HiC_scaffold_10.0G238.1
OG0001001	Sbro	KUTeg_010712, KUTeg_010761, KUTeg_015778, KUTeg_024246	EVM0023003.1
OG0001002	Azeb	KUTeg_021407, KUTeg_021570, KUTeg_021406	mikado.HiC_scaffold_10.0G292.1, mikado.HiC_scaffold_10.0G268.1
OG0001002	Sbro	KUTeg_021407, KUTeg_021570, KUTeg_021406	EVM0008544.1, EVM0002865.1
OG0001003	Azeb	KUTeg_010698, KUTeg_010701	mikado.HiC_scaffold_10.0G555.1, mikado.HiC_scaffold_10.0G562.1, mikado.HiC_scaffold_10.0G396.1, mikado.HiC_scaffold_10.0G559.1
OG0001003	Sbro	KUTeg_010698, KUTeg_010701	EVM0014541.1
OG0001004	Sbro	KUTeg_018884	EVM0023413.1
OG0001004	Azeb	KUTeg_018884	mikado.HiC_scaffold_18.0G1256.1, mikado.HiC_scaffold_12.3160685G1383.1, mikado.HiC_scaffold_10.0G478.1
OG0001005	Azeb	KUTeg_007443, KUTeg_007445, KUTeg_007442	mikado.HiC_scaffold_10.0G554.1
OG0001005	Sbro	KUTeg_007443	EVM0015388.1, EVM0006104.1
OG0001005	Sbro	KUTeg_007445, KUTeg_007442	EVM0012021.1
OG0001006	Azeb	KUTeg_005718	mikado.HiC_scaffold_10.0G569.1, mikado.HiC_scaffold_10.0G564.1, mikado.HiC_scaffold_10.0G563.1, mikado.HiC_scaffold_10.0G568.1, mikado.HiC_scaffold_10.0G566.1, mikado.HiC_scaffold_10.0G567.1
OG0001007	Azeb	KUTeg_004446, KUTeg_008611, KUTeg_008610	mikado.HiC_scaffold_15.0G1090.1, mikado.HiC_scaffold_10.0G565.1, mikado.HiC_scaffold_14.0G647.1
OG0001007	Sbro	KUTeg_004446, KUTeg_008611, KUTeg_008610	EVM0005773.1
OG0001009	Sbro	KUTeg_010792, KUTeg_010793, KUTeg_024684, KUTeg_020737	EVM0022620.1
OG0001009	Azeb	KUTeg_010792	mikado.HiC_scaffold_10.0G651.1
