genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 187,44079025,46087904,14948,14980,0_14946,0_14978,13,6234950,8943512,8429,8523,1_18380,1_18474,13,-,8943512,6234950,8523,8429,1_18474,1_18380
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 189,47458060,47815433,15015,15022,0_15013,0_15020,7,34308227,34538687,9203,9212,1_19154,1_19163,7,-,34538687,34308227,9212,9203,1_19163,1_19154
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 190,47836707,48496824,15023,15035,0_15021,0_15033,9,44397742,44622769,9502,9510,1_19453,1_19461,9,-,44622769,44397742,9510,9502,1_19461,1_19453
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 192,52245520,53357943,15101,15118,0_15099,0_15116,10,28661348,29341401,9043,9055,1_18994,1_19006,10,-,29341401,28661348,9055,9043,1_19006,1_18994
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 195,61321358,61906661,15255,15267,0_15253,0_15265,8,43909353,44194680,9489,9500,1_19440,1_19451,8,-,44194680,43909353,9500,9489,1_19451,1_19440
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 198,71453046,72094403,15435,15445,0_15433,0_15443,6,176696,596128,8251,8259,1_18202,1_18210,6,-,596128,176696,8259,8251,1_18210,1_18202
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 202,82215661,84054735,15575,15602,0_15573,0_15600,17,617812,1811688,8260,8297,1_18211,1_18248,17,-,1811688,617812,8297,8260,1_18248,1_18211
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 203,84295152,85171116,15607,15619,0_15605,0_15617,8,10041061,10506686,8554,8568,1_18505,1_18519,8,-,10506686,10041061,8568,8554,1_18519,1_18505
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 208,118427816,119050038,16260,16268,0_16258,0_16266,8,45082031,45603145,9528,9540,1_19479,1_19491,8,-,45603145,45082031,9540,9528,1_19491,1_19479
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 210,120514754,121389568,16290,16305,0_16288,0_16303,11,42253732,42733349,9443,9456,1_19394,1_19407,11,-,42733349,42253732,9456,9443,1_19407,1_19394
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 213,124850666,125479398,16368,16378,0_16366,0_16376,8,45804753,46848126,9548,9576,1_19499,1_19527,8,-,46848126,45804753,9576,9548,1_19527,1_19499
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 216,132664225,133745088,16509,16524,0_16507,0_16522,12,24985257,25416211,8940,8955,1_18891,1_18906,12,-,25416211,24985257,8955,8940,1_18906,1_18891
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 218,2305692,3163714,16761,16777,0_16759,0_16775,10,35907170,36632810,3938,3954,1_13896,1_13912,10,-,36632810,35907170,3954,3938,1_13912,1_13896
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 219,4435556,9235885,16812,16905,0_16810,0_16903,39,4931825,6680700,2999,3067,1_12959,1_13027,39,-,6680700,4931825,3067,2999,1_13027,1_12959
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 222,16784569,17343167,17009,17018,0_17007,0_17016,6,21088178,21366602,3473,3480,1_13433,1_13440,6,-,21366602,21088178,3480,3473,1_13440,1_13433
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 224,19403222,20202180,17058,17072,0_17057,0_17070,7,7218184,7614155,3083,3096,1_13043,1_13056,7,-,7614155,7218184,3096,3083,1_13056,1_13043
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 225,22023224,23047835,17097,17115,0_17095,0_17113,15,65728,774573,2857,2874,1_12817,1_12834,15,-,774573,65728,2874,2857,1_12834,1_12817
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 226,24170737,24686465,17134,17147,0_17132,0_17145,11,9705799,9906277,3144,3154,1_13104,1_13114,11,-,9906277,9705799,3154,3144,1_13114,1_13104
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 227,24782221,26976149,17150,17188,0_17148,0_17186,23,21796896,22725308,3504,3531,1_13464,1_13491,23,-,22725308,21796896,3531,3504,1_13491,1_13464
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 228,30816232,31176445,17245,17251,0_17243,0_17249,6,16956121,17090549,3335,3340,1_13295,1_13300,6,-,17090549,16956121,3340,3335,1_13300,1_13295
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 229,31478647,32476284,17257,17277,0_17255,0_17275,13,44877092,45967217,4211,4249,1_14169,1_14207,13,-,45967217,44877092,4249,4211,1_14207,1_14169
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 230,33063746,34413165,17289,17315,0_17287,0_17313,8,46887073,47532066,4291,4308,1_14249,1_14266,8,-,47532066,46887073,4308,4291,1_14266,1_14249
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 231,37152605,39154688,17364,17392,0_17362,0_17390,13,35185599,35831703,3914,3931,1_13872,1_13889,13,-,35831703,35185599,3931,3914,1_13889,1_13872
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 232,39164070,40058170,17393,17414,0_17391,0_17412,12,4644921,4925573,2983,2998,1_12943,1_12958,12,-,4925573,4644921,2998,2983,1_12958,1_12943
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 233,40817114,43289253,17432,17478,0_17430,0_17476,27,13871782,15638741,3248,3286,1_13208,1_13246,27,-,15638741,13871782,3286,3248,1_13246,1_13208
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 235,50221963,50981537,17539,17552,0_17537,0_17550,10,37697644,37990246,3979,3989,1_13937,1_13947,10,-,37990246,37697644,3989,3979,1_13947,1_13937
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 236,51089677,58843869,17554,17705,0_17552,0_17703,14,24390633,27088436,3581,3664,1_13541,1_13624,14,-,27088436,24390633,3664,3581,1_13624,1_13541
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 237,55305287,61346683,17638,17740,0_17636,0_17738,13,43556180,44230713,4168,4188,1_14126,1_14146,13,-,44230713,43556180,4188,4168,1_14146,1_14126
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 240,67301917,73119466,17843,17942,0_17841,0_17940,6,38563882,40404715,4010,4064,1_13968,1_14022,6,-,40404715,38563882,4064,4010,1_14022,1_13968
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 242,73372969,74386433,17948,17968,0_17946,0_17966,13,7643555,8284558,3099,3113,1_13059,1_13073,13,-,8284558,7643555,3113,3099,1_13073,1_13059
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 244,83394726,84472329,18121,18140,0_18118,0_18138,16,29991021,30558182,3752,3772,1_13712,1_13732,16,-,30558182,29991021,3772,3752,1_13732,1_13712
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 249,95150855,99727226,18337,18423,0_18335,0_18421,38,40546537,42134806,4069,4132,1_14027,1_14090,38,-,42134806,40546537,4132,4069,1_14090,1_14027
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 251,103556419,104549527,18463,18479,0_18461,0_18477,13,3456527,4084326,2948,2965,1_12908,1_12925,13,-,4084326,3456527,2965,2948,1_12925,1_12908
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 252,104672620,105179154,18483,18494,0_18481,0_18492,7,27912584,28270323,3697,3704,1_13657,1_13664,7,-,28270323,27912584,3704,3697,1_13664,1_13657
Azeb,Sbro,HiC_scaffold_17.0,Lachesis_group14,Azeb_vs_Sbro: 256,14498010,36010058,18809,19168,0_18807,0_19165,31,9660965,13351814,18199,18285,1_9308,1_9394,31,-,13351814,9660965,18285,18199,1_9394,1_9308
Azeb,Sbro,HiC_scaffold_17.0,Lachesis_group14,Azeb_vs_Sbro: 257,39240323,80752020,19221,19799,0_19219,0_19797,55,13626064,36600076,18292,18856,1_9401,1_9965,55,-,36600076,13626064,18856,18292,1_9965,1_9401
Azeb,Sbro,HiC_scaffold_17.0,Lachesis_group14,Azeb_vs_Sbro: 258,73030642,82913793,19672,19836,0_19670,0_19834,25,4043476,9658384,18067,18198,1_9176,1_9307,25,-,9658384,4043476,18198,18067,1_9307,1_9176
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 259,2357149,2702465,19887,19896,0_19885,0_19894,6,22135129,22280846,11467,11472,1_21418,1_21423,6,-,22280846,22135129,11472,11467,1_21423,1_21418
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 260,5125412,6273227,19921,19950,0_19919,0_19948,16,37694599,38495693,11915,11935,1_21866,1_21886,16,-,38495693,37694599,11935,11915,1_21886,1_21866
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 261,6401407,7822813,19953,19983,0_19951,0_19981,10,5125536,5757091,10990,11015,1_20941,1_20966,10,-,5757091,5125536,11015,10990,1_20966,1_20941
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 263,9081036,11274441,20003,20039,0_20000,0_20037,17,19301388,19949294,11415,11436,1_21366,1_21387,17,-,19949294,19301388,11436,11415,1_21387,1_21366
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 266,21880564,24422851,20197,20215,0_20195,0_20213,8,41167775,41680892,12025,12047,1_21974,1_21996,8,-,41680892,41167775,12047,12025,1_21996,1_21974
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 268,29380252,29975279,20286,20293,0_20284,0_20291,7,13046733,13399854,11227,11235,1_21178,1_21186,7,-,13399854,13046733,11235,11227,1_21186,1_21178
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 270,32064824,33350653,20338,20358,0_20336,0_20356,10,28814807,29220200,11665,11678,1_21616,1_21629,10,-,29220200,28814807,11678,11665,1_21629,1_21616
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 275,53686176,55509617,20669,20701,0_20667,0_20699,16,29756595,30787739,11700,11733,1_21651,1_21684,16,-,30787739,29756595,11733,11700,1_21684,1_21651
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 276,55737083,61382658,20708,20794,0_20706,0_20792,19,40930494,44866827,12014,12128,1_21963,1_22077,19,-,44866827,40930494,12128,12014,1_22077,1_21963
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 277,59098976,59999581,20753,20774,0_20751,0_20772,6,34623983,36147351,11841,11868,1_21792,1_21819,6,-,36147351,34623983,11868,11841,1_21819,1_21792
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 279,63449371,63909794,20830,20845,0_20828,0_20843,9,307163,647396,10849,10858,1_20800,1_20809,9,-,647396,307163,10858,10849,1_20809,1_20800
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 280,63952557,64815422,20846,20859,0_20844,0_20857,8,12731974,13012386,11218,11225,1_21169,1_21176,8,-,13012386,12731974,11225,11218,1_21176,1_21169
Azeb,Sbro,HiC_scaffold_18.0,Lachesis_group8,Azeb_vs_Sbro: 288,92743094,93223079,21339,21348,0_21337,0_21346,6,36449921,36667477,11880,11887,1_21831,1_21838,6,-,36667477,36449921,11887,11880,1_21838,1_21831
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 289,3857684,11384937,21395,21512,0_21393,0_21510,39,10205773,23304016,9864,10244,1_19815,1_20195,39,-,23304016,10205773,10244,9864,1_20195,1_19815
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 292,20008432,21209799,21645,21663,0_21643,0_21661,12,16656309,17437947,10045,10065,1_19996,1_20016,12,-,17437947,16656309,10065,10045,1_20016,1_19996
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 296,63706672,63942405,22293,22298,0_22291,0_22296,6,8370652,8502031,9813,9823,1_19764,1_19774,6,-,8502031,8370652,9823,9813,1_19774,1_19764
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 297,68937317,74838740,22373,22471,0_22371,0_22469,10,1943454,3244256,9623,9666,1_19574,1_19617,10,-,3244256,1943454,9666,9623,1_19617,1_19574
Azeb,Sbro,HiC_scaffold_19.0,Lachesis_group7,Azeb_vs_Sbro: 301,88025100,101143078,22685,22853,0_22683,0_22851,22,5732333,9179489,9741,9837,1_19692,1_19788,22,-,9179489,5732333,9837,9741,1_19788,1_19692
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 11,36646105,41674684,1779,1872,0_1775,0_1868,36,3627038,8339531,13473,13589,1_4586,1_4701,36,-,8339531,3627038,13589,13473,1_4701,1_4586
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 12,41834212,57426447,1874,2128,0_1870,0_2124,62,24505415,31399507,14055,14271,1_5167,1_5383,62,-,31399507,24505415,14271,14055,1_5383,1_5167
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 13,47146368,48170696,1971,1982,0_1967,0_1978,10,2032312,2736115,13421,13435,1_4535,1_4549,10,-,2736115,2032312,13435,13421,1_4549,1_4535
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 17,66569804,96826298,2274,2682,0_2270,0_2678,33,17162144,19591696,13795,13879,1_4907,1_4991,33,-,19591696,17162144,13879,13795,1_4991,1_4907
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 18,69503029,70560540,2319,2327,0_2315,0_2323,6,26547363,26986572,14126,14132,1_5238,1_5244,6,-,26986572,26547363,14132,14126,1_5244,1_5238
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 2,1378160,12014886,1206,1393,0_1202,0_1389,35,6189629,10020794,13540,13622,1_4653,1_4734,35,-,10020794,6189629,13622,13540,1_4734,1_4653
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 20,97430771,98072443,2694,2708,0_2690,0_2704,7,344133,770654,13372,13379,1_4486,1_4493,7,-,770654,344133,13379,13372,1_4493,1_4486
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 3,2788799,4881646,1233,1261,0_1229,0_1257,12,40589888,41244661,14528,14547,1_5640,1_5659,12,-,41244661,40589888,14547,14528,1_5659,1_5640
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 5,16401960,18623467,1462,1501,0_1458,0_1497,20,37966156,40434679,14437,14516,1_5549,1_5628,20,-,40434679,37966156,14516,14437,1_5628,1_5549
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 6,18972914,23830797,1511,1576,0_1507,0_1572,9,31324097,31782437,14267,14282,1_5379,1_5394,9,-,31782437,31324097,14282,14267,1_5394,1_5379
Azeb,Sbro,HiC_scaffold_2.0,Lachesis_group10,Azeb_vs_Sbro: 9,26583220,27135058,1622,1630,0_1618,0_1626,6,11494680,11736124,13657,13666,1_4769,1_4778,6,-,11736124,11494680,13666,13657,1_4778,1_4769
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 302,5653689,6481991,22945,22957,0_22943,0_22955,10,23361468,23891545,4930,4944,1_14883,1_14897,10,-,23891545,23361468,4944,4930,1_14897,1_14883
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 303,7480962,7975027,22974,22981,0_22972,0_22979,7,10251683,10572334,4598,4606,1_14553,1_14561,7,-,10572334,10251683,4606,4598,1_14561,1_14553
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 305,11805059,12493159,23043,23055,0_23041,0_23053,7,34073043,34263878,5191,5198,1_15143,1_15150,7,-,34263878,34073043,5198,5191,1_15150,1_15143
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 308,38214473,38728481,23300,23314,0_23298,0_23312,9,8000840,8265809,4540,4550,1_14495,1_14505,9,-,8265809,8000840,4550,4540,1_14505,1_14495
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 310,44916099,45628536,23399,23415,0_23397,0_23413,11,13616206,13971189,4666,4682,1_14621,1_14637,11,-,13971189,13616206,4682,4666,1_14637,1_14621
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 311,50133870,55004937,23480,23541,0_23478,0_23539,22,32562226,38750827,5151,5287,1_15103,1_15239,22,-,38750827,32562226,5287,5151,1_15239,1_15103
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 313,62515612,96231867,23646,24132,0_23644,0_24130,27,35522685,49219478,5225,5602,1_15177,1_15553,27,-,49219478,35522685,5602,5225,1_15553,1_15177
Azeb,Sbro,HiC_scaffold_21.0,Lachesis_group3,Azeb_vs_Sbro: 314,67791419,68772406,23728,23742,0_23726,0_23740,8,9790887,10108890,4584,4591,1_14539,1_14546,8,-,10108890,9790887,4591,4584,1_14546,1_14539
Azeb,Sbro,HiC_scaffold_3.0,Lachesis_group17,Azeb_vs_Sbro: 22,8167759,23110985,2885,3129,0_2881,0_3125,44,22333501,26616703,20908,21020,1_12013,1_12125,44,-,26616703,22333501,21020,20908,1_12125,1_12013
Azeb,Sbro,HiC_scaffold_4.0,Lachesis_group15,Azeb_vs_Sbro: 24,17754529,18852289,4081,4092,0_4077,0_4088,8,2023876,2358814,18908,18916,1_10016,1_10024,8,-,2358814,2023876,18916,18908,1_10024,1_10016
Azeb,Sbro,HiC_scaffold_4.0,Lachesis_group15,Azeb_vs_Sbro: 25,33179009,67241246,4284,4840,0_4280,0_4836,73,5311496,31785526,19008,19610,1_10116,1_10718,73,-,31785526,5311496,19610,19008,1_10718,1_10116
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 28,10848923,16032331,5021,5098,0_5017,0_5094,14,33866305,36611229,7843,7905,1_17794,1_17856,14,-,36611229,33866305,7905,7843,1_17856,1_17794
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 29,18826332,44460262,5143,5506,0_5139,0_5502,32,32369328,42721861,7809,8070,1_17760,1_18021,32,-,42721861,32369328,8070,7809,1_18021,1_17760
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 31,37028822,37819156,5367,5382,0_5363,0_5378,10,48009631,48524841,8213,8227,1_18164,1_18178,10,-,48524841,48009631,8227,8213,1_18178,1_18164
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 34,53604625,55882709,5637,5681,0_5633,0_5677,16,8234369,9355892,7273,7297,1_17224,1_17248,16,-,9355892,8234369,7297,7273,1_17248,1_17224
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 35,54236966,54931814,5651,5664,0_5647,0_5660,6,23102714,23741195,7613,7627,1_17564,1_17578,6,-,23741195,23102714,7627,7613,1_17578,1_17564
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 37,56881847,63506698,5702,5811,0_5698,0_5807,17,29466025,31434110,7757,7802,1_17708,1_17753,17,-,31434110,29466025,7802,7757,1_17753,1_17708
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 39,69044372,69665127,5898,5905,0_5894,0_5901,6,29997887,30348347,7773,7779,1_17724,1_17730,6,-,30348347,29997887,7779,7773,1_17730,1_17724
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 40,69696569,79749023,5907,6067,0_5902,0_6063,14,5916877,7663669,7225,7265,1_17176,1_17216,14,-,7663669,5916877,7265,7225,1_17216,1_17176
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 41,72057299,73297705,5937,5958,0_5933,0_5954,13,34606352,39200633,7861,7961,1_17812,1_17912,13,-,39200633,34606352,7961,7861,1_17912,1_17812
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 42,76721380,77736270,6008,6021,0_6004,0_6017,8,47034942,47543498,8188,8198,1_18139,1_18149,8,-,47543498,47034942,8198,8188,1_18149,1_18139
Azeb,Sbro,HiC_scaffold_5.0,Lachesis_group5,Azeb_vs_Sbro: 43,84594412,85598592,6134,6153,0_6130,0_6149,6,26866376,27273523,7685,7692,1_17636,1_17643,6,-,27273523,26866376,7692,7685,1_17643,1_17636
Azeb,Sbro,HiC_scaffold_5.92308104,Lachesis_group5,Azeb_vs_Sbro: 364,2055501,4459535,27488,27525,0_27487,0_27524,12,546291,4977562,7092,7202,1_17043,1_17153,12,-,4977562,546291,7202,7092,1_17153,1_17043
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 45,4188608,7843874,6308,6355,0_6304,0_6351,17,9134013,13413457,14883,14955,1_5995,1_6067,17,-,13413457,9134013,14955,14883,1_6067,1_5995
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 46,7969114,8994886,6359,6378,0_6355,0_6374,12,42439530,42890053,15770,15786,1_6882,1_6898,12,-,42890053,42439530,15786,15770,1_6898,1_6882
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 50,21701336,21911061,6590,6595,0_6585,0_6591,6,40155048,40307762,15695,15701,1_6807,1_6813,6,-,40307762,40155048,15701,15695,1_6813,1_6807
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 51,23777737,25661282,6630,6664,0_6626,0_6660,17,19032180,22181058,15081,15183,1_6193,1_6295,17,-,22181058,19032180,15183,15081,1_6295,1_6193
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 52,27462322,33824609,6687,6785,0_6683,0_6781,27,30267087,31678418,15402,15438,1_6514,1_6550,27,-,31678418,30267087,15438,15402,1_6550,1_6514
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 56,43018635,43592089,6961,6975,0_6957,0_6971,8,26982615,27337774,15306,15313,1_6418,1_6425,8,-,27337774,26982615,15313,15306,1_6425,1_6418
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 57,44894776,46843175,6998,7038,0_6994,0_7034,19,2876378,8047254,14719,14861,1_5831,1_5973,19,-,8047254,2876378,14861,14719,1_5973,1_5831
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 61,55040372,56867876,7164,7198,0_7160,0_7194,11,31850933,32375713,15439,15454,1_6551,1_6566,11,-,32375713,31850933,15454,15439,1_6566,1_6551
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 64,63075003,69042486,7272,7369,0_7268,0_7365,16,39071758,41736813,15661,15747,1_6773,1_6859,16,-,41736813,39071758,15747,15661,1_6859,1_6773
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 65,65175535,66055364,7309,7319,0_7305,0_7315,9,23372219,23940189,15226,15243,1_6338,1_6355,9,-,23940189,23372219,15243,15226,1_6355,1_6338
Azeb,Sbro,HiC_scaffold_7.0,Lachesis_group11,Azeb_vs_Sbro: 66,69379677,72233260,7375,7407,0_7371,0_7403,11,32546255,33163464,15463,15484,1_6575,1_6596,11,-,33163464,32546255,15484,15463,1_6596,1_6575
Azeb,Sbro,HiC_scaffold_8.0,Lachesis_group9,Azeb_vs_Sbro: 70,542405,7868456,7652,7736,0_7648,0_7732,22,9297570,14630399,12400,12554,1_22348,1_22501,22,-,14630399,9297570,12554,12400,1_22501,1_22348
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 316,486805,941717,24473,24480,0_24471,0_24477,5,10782868,11114660,12450,12459,1_22398,1_22407,5,-,11114660,10782868,12459,12450,1_22407,1_22398
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 317,3852461,5917626,24527,24545,0_24525,0_24543,8,36387599,36800730,13145,13158,1_23092,1_23105,8,-,36800730,36387599,13158,13145,1_23105,1_23092
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 323,19404655,20084977,24756,24768,0_24754,0_24766,8,23285816,23788142,12834,12850,1_22781,1_22797,8,-,23788142,23285816,12850,12834,1_22797,1_22781
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 324,21849084,23269987,24797,24830,0_24795,0_24828,12,30961992,31462178,13025,13044,1_22972,1_22991,12,-,31462178,30961992,13044,13025,1_22991,1_22972
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 325,25862876,26876212,24873,24886,0_24871,0_24884,9,42824795,43276325,13335,13344,1_23282,1_23291,9,-,43276325,42824795,13344,13335,1_23291,1_23282
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 326,27242497,28113489,24893,24903,0_24891,0_24901,6,16136276,16592818,12607,12615,1_22554,1_22562,6,-,16592818,16136276,12615,12607,1_22562,1_22554
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 327,30964957,33266573,24936,24984,0_24934,0_24982,20,38018364,39458515,13191,13234,1_23138,1_23181,20,-,39458515,38018364,13234,13191,1_23181,1_23138
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 329,38330006,39098987,25072,25079,0_25070,0_25077,6,15258780,15709135,12586,12593,1_22533,1_22540,6,-,15709135,15258780,12593,12586,1_22540,1_22533
Azeb,Sbro,HiC_scaffold_8.8335562,Lachesis_group9,Azeb_vs_Sbro: 330,42881073,53032079,25150,25353,0_25148,0_25351,64,19340326,26275295,12692,12912,1_22639,1_22859,64,-,26275295,19340326,12912,12692,1_22859,1_22639
