genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 421,39806648,39966861,13248,13252,1_23195,1_23199,5,11184367,11637500,24618,24622,0_24616,0_24620,5,+,11184367,11637500,24618,24622,0_24616,0_24620
Sbro,Azeb,Lachesis_group9,HiC_scaffold_8.8335562,Azeb_vs_Sbro: 423,41373073,41946132,13281,13302,1_23228,1_23249,8,7379119,8315361,24564,24577,0_24562,0_24575,8,+,7379119,8315361,24564,24577,0_24562,0_24575
Azeb,Sbro,HiC_scaffold_1.0,Lachesis_group16,Azeb_vs_Sbro: 564,20411143,22914839,148,183,0_154,0_189,11,11374059,13715418,19899,19931,1_11005,1_11037,11,-,13715418,11374059,19931,19899,1_11037,1_11005
Azeb,Sbro,HiC_scaffold_1.0,Lachesis_group16,Azeb_vs_Sbro: 566,69543937,70159744,848,861,0_854,0_867,6,15067399,15225594,19978,19985,1_11084,1_11091,6,-,15225594,15067399,19985,19978,1_11091,1_11084
Azeb,Sbro,HiC_scaffold_1.0,Lachesis_group16,Azeb_vs_Sbro: 567,67974850,68481594,812,822,0_820,0_828,5,16090185,16399725,20020,20025,1_11126,1_11131,5,-,16399725,16090185,20025,20020,1_11131,1_11126
Azeb,Sbro,HiC_scaffold_1.0,Lachesis_group16,Azeb_vs_Sbro: 568,30214916,30689139,297,303,0_303,0_309,7,16924554,17377416,20033,20039,1_11139,1_11145,7,-,17377416,16924554,20039,20033,1_11145,1_11139
Azeb,Sbro,HiC_scaffold_1.0,Lachesis_group16,Azeb_vs_Sbro: 571,75410713,76744053,946,966,0_952,0_971,9,23808824,25847794,20173,20205,1_11279,1_11310,9,-,25847794,23808824,20205,20173,1_11310,1_11279
Azeb,Sbro,HiC_scaffold_10.0,Lachesis_group18,Azeb_vs_Sbro: 591,32712271,35677409,9956,9989,0_9954,0_9987,12,4424112,7553116,21235,21283,1_12340,1_12388,12,-,7553116,4424112,21283,21235,1_12388,1_12340
Azeb,Sbro,HiC_scaffold_11.0,Lachesis_group3,Azeb_vs_Sbro: 160,35045963,38315557,10916,10966,0_10914,0_10964,17,6653961,7901117,4505,4536,1_14460,1_14491,17,-,7901117,6653961,4536,4505,1_14491,1_14460
Azeb,Sbro,HiC_scaffold_11.0,Lachesis_group3,Azeb_vs_Sbro: 167,24908196,25791117,10753,10769,0_10751,0_10767,10,17571148,18296719,4764,4786,1_14719,1_14741,10,-,18296719,17571148,4786,4764,1_14741,1_14719
Azeb,Sbro,HiC_scaffold_11.0,Lachesis_group3,Azeb_vs_Sbro: 169,32044334,32631837,10865,10873,0_10863,0_10871,7,19079332,19618138,4809,4827,1_14764,1_14781,7,-,19618138,19079332,4827,4809,1_14781,1_14764
Azeb,Sbro,HiC_scaffold_11.0,Lachesis_group3,Azeb_vs_Sbro: 172,9447766,10564465,10542,10557,0_10540,0_10555,7,24427645,25041931,4961,4969,1_14914,1_14922,7,-,25041931,24427645,4969,4961,1_14922,1_14914
Azeb,Sbro,HiC_scaffold_11.0,Lachesis_group3,Azeb_vs_Sbro: 175,29483184,31571453,10818,10859,0_10816,0_10857,10,26904984,28953462,5021,5074,1_14974,1_15027,10,-,28953462,26904984,5074,5021,1_15027,1_14974
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 101,94508325,96190123,27270,27298,0_27269,0_27297,18,50945960,51586860,2809,2832,1_4436,1_4459,18,-,51586860,50945960,2832,2809,1_4459,1_4436
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 63,99890065,100971938,27352,27370,0_27351,0_27369,7,690427,1336105,1534,1544,1_3162,1_3172,7,-,1336105,690427,1544,1534,1_3172,1_3162
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 66,37471561,40726388,26366,26377,0_26364,0_26375,6,4812869,5365368,1637,1650,1_3265,1_3278,6,-,5365368,4812869,1650,1637,1_3278,1_3265
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 69,40747093,42082721,26378,26399,0_26376,0_26397,13,9389602,10024672,1767,1785,1_3395,1_3413,13,-,10024672,9389602,1785,1767,1_3413,1_3395
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 74,26391060,27123655,26224,26235,0_26222,0_26233,6,19234649,19676675,2006,2017,1_3634,1_3645,6,-,19676675,19234649,2017,2006,1_3645,1_3634
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 75,18495718,20249133,26086,26116,0_26084,0_26114,15,21592695,22249182,2068,2087,1_3696,1_3715,15,-,22249182,21592695,2087,2068,1_3715,1_3696
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 76,101891869,102672177,27381,27391,0_27380,0_27390,10,22367261,23074681,2089,2106,1_3717,1_3734,10,-,23074681,22367261,2106,2089,1_3734,1_3717
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 79,91277277,92040605,27208,27220,0_27207,0_27219,10,25863592,26297633,2160,2169,1_3788,1_3797,10,-,26297633,25863592,2169,2160,1_3797,1_3788
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 83,12172379,13433282,25969,26000,0_25967,0_25998,22,31633461,32420658,2315,2342,1_3943,1_3970,22,-,32420658,31633461,2342,2315,1_3970,1_3943
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 86,67387762,68132378,26813,26832,0_26812,0_26831,11,36986363,37906902,2428,2454,1_4056,1_4081,11,-,37906902,36986363,2454,2428,1_4081,1_4056
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 87,87927286,88966784,27157,27171,0_27156,0_27170,8,42270337,42829230,2552,2567,1_4179,1_4194,8,-,42829230,42270337,2567,2552,1_4194,1_4179
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 88,93523050,93917755,27251,27259,0_27250,0_27258,6,42838585,43073120,2568,2575,1_4195,1_4202,6,-,43073120,42838585,2575,2568,1_4202,1_4195
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 90,84592805,85080607,27089,27095,0_27088,0_27094,7,43614129,43819483,2590,2600,1_4217,1_4227,7,-,43819483,43614129,2600,2590,1_4227,1_4217
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 92,85899575,86234584,27110,27119,0_27109,0_27118,7,44340690,44554973,2611,2618,1_4238,1_4245,7,-,44554973,44340690,2618,2611,1_4245,1_4238
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 94,4329056,9279042,25848,25938,0_25846,0_25936,11,45872434,47183553,2671,2705,1_4298,1_4332,11,-,47183553,45872434,2705,2671,1_4332,1_4298
Azeb,Sbro,HiC_scaffold_12.3160685,Lachesis_group1,Azeb_vs_Sbro: 98,68458414,68658599,26837,26842,0_26836,0_26841,6,49785906,50040159,2769,2777,1_4396,1_4404,6,-,50040159,49785906,2777,2769,1_4404,1_4396
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 192,41594839,42162447,11914,11929,0_11912,0_11927,13,2824365,3201031,5743,5757,1_15694,1_15708,13,-,3201031,2824365,5757,5743,1_15708,1_15694
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 193,74858489,76983421,12429,12476,0_12427,0_12474,22,4202771,5680425,5774,5809,1_15725,1_15760,22,-,5680425,4202771,5809,5774,1_15760,1_15725
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 195,58470546,60132103,12176,12206,0_12174,0_12204,8,6957239,7304732,5846,5859,1_15797,1_15810,8,-,7304732,6957239,5859,5846,1_15810,1_15797
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 196,91172106,92733283,12717,12749,0_12715,0_12747,16,8097919,8862037,5879,5899,1_15830,1_15850,16,-,8862037,8097919,5899,5879,1_15850,1_15830
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 200,20273747,20744192,11556,11563,0_11554,0_11561,6,13633517,13933092,6043,6048,1_15994,1_15999,6,-,13933092,13633517,6048,6043,1_15999,1_15994
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 201,55803735,56848364,12133,12150,0_12131,0_12148,15,15057956,15738096,6074,6096,1_16025,1_16047,15,-,15738096,15057956,6096,6074,1_16047,1_16025
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 204,39362165,41057483,11875,11908,0_11873,0_11906,20,19174283,21262729,6185,6244,1_16136,1_16195,20,-,21262729,19174283,6244,6185,1_16195,1_16136
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 206,8866890,10222058,11329,11354,0_11327,0_11352,15,23318231,24480910,6313,6348,1_16264,1_16299,15,-,24480910,23318231,6348,6313,1_16299,1_16264
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 208,13612331,15007585,11424,11452,0_11422,0_11450,16,25023225,26215414,6370,6400,1_16321,1_16351,16,-,26215414,25023225,6400,6370,1_16351,1_16321
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 211,38028674,38539082,11857,11863,0_11855,0_11861,6,30189613,30614072,6498,6505,1_16449,1_16456,6,-,30614072,30189613,6505,6498,1_16456,1_16449
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 212,7696434,7986679,11306,11313,0_11304,0_11311,8,30623956,30784032,6507,6514,1_16458,1_16465,8,-,30784032,30623956,6514,6507,1_16465,1_16458
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 213,38869494,39268212,11867,11872,0_11865,0_11870,5,30871165,31091058,6518,6524,1_16469,1_16475,5,-,31091058,30871165,6524,6518,1_16475,1_16469
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 217,56979702,57650249,12153,12164,0_12151,0_12162,9,34958771,35318060,6631,6645,1_16582,1_16596,9,-,35318060,34958771,6645,6631,1_16596,1_16582
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 219,81127651,83233953,12555,12583,0_12553,0_12581,19,36194906,37669610,6676,6701,1_16627,1_16652,19,-,37669610,36194906,6701,6676,1_16652,1_16627
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 221,26542262,26992507,11659,11666,0_11657,0_11664,7,38951024,39253963,6738,6746,1_16689,1_16697,7,-,39253963,38951024,6746,6738,1_16697,1_16689
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 223,89020316,89937901,12680,12695,0_12678,0_12693,9,41304425,41619673,6787,6797,1_16738,1_16748,9,-,41619673,41304425,6797,6787,1_16748,1_16738
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 225,15982922,16736533,11465,11479,0_11463,0_11477,9,42151400,42363204,6807,6816,1_16758,1_16767,9,-,42363204,42151400,6816,6807,1_16767,1_16758
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 228,93309309,93822623,12757,12769,0_12755,0_12767,8,44853280,45133568,6896,6908,1_16847,1_16859,8,-,45133568,44853280,6908,6896,1_16859,1_16847
Azeb,Sbro,HiC_scaffold_13.0,Lachesis_group4,Azeb_vs_Sbro: 235,83653221,84907376,12588,12612,0_12586,0_12610,11,49624774,50224244,7044,7065,1_16995,1_17016,11,-,50224244,49624774,7065,7044,1_17016,1_16995
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 500,29934055,30566829,13267,13280,0_13265,0_13278,14,1322772,1643892,15820,15833,1_6932,1_6945,14,-,1643892,1322772,15833,15820,1_6945,1_6932
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 502,49283804,50640374,13512,13532,0_13510,0_13530,8,2563915,2921086,15857,15867,1_6969,1_6979,8,-,2921086,2563915,15867,15857,1_6979,1_6969
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 503,10581519,12248080,12974,13005,0_12972,0_13003,14,4101765,5261848,15893,15925,1_7005,1_7037,14,-,5261848,4101765,15925,15893,1_7037,1_7005
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 504,14386351,16453750,13039,13079,0_13037,0_13077,14,5908267,6627127,15942,15959,1_7054,1_7071,14,-,6627127,5908267,15959,15942,1_7071,1_7054
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 505,8943316,10564249,12953,12972,0_12951,0_12970,8,10187821,10613098,16027,16041,1_7139,1_7153,8,-,10613098,10187821,16041,16027,1_7153,1_7139
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 507,73353107,75012146,13904,13927,0_13902,0_13925,7,15883501,16361003,16154,16164,1_7266,1_7276,7,-,16361003,15883501,16164,16154,1_7276,1_7266
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 509,32138439,36237059,13304,13362,0_13302,0_13360,6,20250847,21071676,16240,16261,1_7352,1_7373,6,-,21071676,20250847,16261,16240,1_7373,1_7352
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 515,13019273,13349098,13015,13023,0_13013,0_13021,6,29271107,29544992,16492,16500,1_7604,1_7612,6,-,29544992,29271107,16500,16492,1_7612,1_7604
Azeb,Sbro,HiC_scaffold_14.0,Lachesis_group12,Azeb_vs_Sbro: 518,47299614,48336641,13483,13499,0_13481,0_13497,10,39391936,39789265,16743,16752,1_7855,1_7864,10,-,39789265,39391936,16752,16743,1_7864,1_7855
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 522,31976257,32954561,14718,14733,0_14716,0_14731,7,10685684,11409777,17121,17140,1_8233,1_8252,7,-,11409777,10685684,17140,17121,1_8252,1_8233
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 523,107933900,113474327,16054,16157,0_16052,0_16155,27,11932847,15839144,17156,17262,1_8268,1_8374,27,-,15839144,11932847,17262,17156,1_8374,1_8268
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 524,23253467,23701896,14593,14601,0_14591,0_14599,7,13154676,13672120,17193,17208,1_8305,1_8320,7,-,13672120,13154676,17208,17193,1_8320,1_8305
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 525,142385011,143776718,16685,16713,0_16683,0_16711,14,18377308,19512889,17336,17369,1_8448,1_8481,14,-,19512889,18377308,17369,17336,1_8481,1_8448
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group13,Azeb_vs_Sbro: 533,88457162,89792990,15686,15711,0_15684,0_15709,12,40327877,40863700,17888,17914,1_9000,1_9026,12,-,40863700,40327877,17914,17888,1_9026,1_9000
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 269,71453046,72094403,15435,15445,0_15433,0_15443,6,176696,596128,8251,8259,1_18202,1_18210,6,-,596128,176696,8259,8251,1_18210,1_18202
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 270,83150745,84054735,15586,15602,0_15584,0_15600,9,617812,1094098,8260,8275,1_18211,1_18226,9,-,1094098,617812,8275,8260,1_18226,1_18211
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 272,56948776,59002394,15170,15212,0_15168,0_15210,22,1833247,3163031,8299,8332,1_18250,1_18283,22,-,3163031,1833247,8332,8299,1_18283,1_18250
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 274,60478195,60949511,15234,15244,0_15232,0_15241,7,3862669,4047438,8356,8363,1_18307,1_18314,7,-,4047438,3862669,8363,8356,1_18314,1_18307
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 277,44897405,46087904,14961,14980,0_14959,0_14978,7,6234950,6673154,8429,8455,1_18380,1_18406,7,-,6673154,6234950,8455,8429,1_18406,1_18380
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 280,84295152,85171116,15607,15619,0_15605,0_15617,8,10041061,10506686,8554,8568,1_18505,1_18519,8,-,10506686,10041061,8568,8554,1_18519,1_18505
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 281,13224422,13865161,14407,14414,0_14405,0_14412,7,11629679,11993965,8602,8612,1_18553,1_18563,7,-,11993965,11629679,8612,8602,1_18563,1_18553
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 282,7641959,9823814,14304,14342,0_14302,0_14339,20,12507209,14392889,8628,8664,1_18579,1_18615,20,-,14392889,12507209,8664,8628,1_18615,1_18579
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 291,132664225,133745088,16509,16524,0_16507,0_16522,12,24985257,25416211,8940,8955,1_18891,1_18906,12,-,25416211,24985257,8955,8940,1_18906,1_18891
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 293,43017638,43261147,14917,14929,0_14915,0_14927,10,27581569,27821498,9017,9028,1_18968,1_18979,10,-,27821498,27581569,9028,9017,1_18979,1_18968
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 294,52245520,53357943,15101,15118,0_15099,0_15116,10,28661348,29341401,9043,9055,1_18994,1_19006,10,-,29341401,28661348,9055,9043,1_19006,1_18994
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 297,3919792,5987521,14231,14272,0_14229,0_14270,10,33107168,34048509,9167,9189,1_19118,1_19140,10,-,34048509,33107168,9189,9167,1_19140,1_19118
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 299,47458060,47815433,15015,15022,0_15013,0_15020,7,34308227,34538687,9203,9212,1_19154,1_19163,7,-,34538687,34308227,9212,9203,1_19163,1_19154
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 301,68340714,69320608,15367,15384,0_15365,0_15382,14,37050224,37574115,9283,9298,1_19234,1_19249,14,-,37574115,37050224,9298,9283,1_19249,1_19234
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 303,72949492,73252820,15462,15469,0_15460,0_15467,7,38332739,38501182,9321,9329,1_19272,1_19280,7,-,38501182,38332739,9329,9321,1_19280,1_19272
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 305,10756230,11687872,14362,14374,0_14360,0_14372,8,39818783,40246369,9367,9375,1_19318,1_19326,8,-,40246369,39818783,9375,9367,1_19326,1_19318
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 306,2616753,2764973,14198,14207,0_14196,0_14205,6,40526143,40599245,9384,9392,1_19335,1_19343,6,-,40599245,40526143,9392,9384,1_19343,1_19335
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 308,120514754,121389568,16290,16305,0_16288,0_16303,11,42253732,42733349,9443,9456,1_19394,1_19407,11,-,42733349,42253732,9456,9443,1_19407,1_19394
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 311,61321358,61906661,15255,15267,0_15253,0_15265,8,43909353,44194680,9489,9500,1_19440,1_19451,8,-,44194680,43909353,9500,9489,1_19451,1_19440
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 312,47836707,48496824,15023,15035,0_15021,0_15033,9,44397742,44622769,9502,9510,1_19453,1_19461,9,-,44622769,44397742,9510,9502,1_19461,1_19453
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 313,12154969,12790217,14384,14398,0_14382,0_14396,6,44776221,45770158,9516,9546,1_19467,1_19497,6,-,45770158,44776221,9546,9516,1_19497,1_19467
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 314,118427816,119050038,16260,16268,0_16258,0_16266,8,45082031,45603145,9528,9540,1_19479,1_19491,8,-,45603145,45082031,9540,9528,1_19491,1_19479
Azeb,Sbro,HiC_scaffold_15.0,Lachesis_group6,Azeb_vs_Sbro: 315,124850666,125479398,16368,16378,0_16366,0_16376,8,45804753,46848126,9548,9576,1_19499,1_19527,8,-,46848126,45804753,9576,9548,1_19527,1_19499
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 102,22023224,23047835,17097,17115,0_17095,0_17113,15,65728,774573,2857,2874,1_12817,1_12834,15,-,774573,65728,2874,2857,1_12834,1_12817
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 105,103556419,104549527,18463,18479,0_18461,0_18477,13,3456527,4084326,2948,2965,1_12908,1_12925,13,-,4084326,3456527,2965,2948,1_12925,1_12908
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 106,39164070,40058170,17393,17414,0_17391,0_17412,12,4644921,4925573,2983,2998,1_12943,1_12958,12,-,4925573,4644921,2998,2983,1_12958,1_12943
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 107,7120642,8045206,16865,16883,0_16863,0_16881,14,4931825,5619946,2999,3024,1_12959,1_12984,14,-,5619946,4931825,3024,2999,1_12984,1_12959
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 108,8661393,9235885,16897,16905,0_16895,0_16903,7,5864614,6114328,3036,3044,1_12996,1_13004,7,-,6114328,5864614,3044,3036,1_13004,1_12996
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 109,4435556,4710083,16812,16818,0_16810,0_16816,7,6170823,6291079,3045,3051,1_13005,1_13011,7,-,6291079,6170823,3051,3045,1_13011,1_13005
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 111,19403222,20202180,17058,17072,0_17057,0_17070,7,7218184,7614155,3083,3096,1_13043,1_13056,7,-,7614155,7218184,3096,3083,1_13056,1_13043
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 112,73372969,74386433,17948,17968,0_17946,0_17966,13,7643555,8284558,3099,3113,1_13059,1_13073,13,-,8284558,7643555,3113,3099,1_13073,1_13059
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 113,24170737,24686465,17134,17147,0_17132,0_17145,11,9705799,9906277,3144,3154,1_13104,1_13114,11,-,9906277,9705799,3154,3144,1_13114,1_13104
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 116,40817114,43289253,17432,17478,0_17430,0_17476,27,13871782,15638741,3248,3286,1_13208,1_13246,27,-,15638741,13871782,3286,3248,1_13246,1_13208
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 118,30816232,31176445,17245,17251,0_17243,0_17249,6,16956121,17090549,3335,3340,1_13295,1_13300,6,-,17090549,16956121,3340,3335,1_13300,1_13295
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 121,78483589,79496856,18036,18054,0_18034,0_18052,10,19580651,19878633,3427,3439,1_13387,1_13399,10,-,19878633,19580651,3439,3427,1_13399,1_13387
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 122,16784569,17343167,17009,17018,0_17007,0_17016,6,21088178,21366602,3473,3480,1_13433,1_13440,6,-,21366602,21088178,3480,3473,1_13440,1_13433
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 124,24782221,26976149,17150,17188,0_17148,0_17186,23,21796896,22725308,3504,3531,1_13464,1_13491,23,-,22725308,21796896,3531,3504,1_13491,1_13464
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 125,55753084,58843869,17650,17705,0_17648,0_17703,7,24390633,26269890,3581,3642,1_13541,1_13602,7,-,26269890,24390633,3642,3581,1_13602,1_13541
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 126,51089677,51958088,17554,17565,0_17552,0_17564,7,26312329,27088436,3644,3664,1_13604,1_13624,7,-,27088436,26312329,3664,3644,1_13624,1_13604
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 127,93247686,93895956,18289,18312,0_18287,0_18310,11,27249770,27683513,3674,3689,1_13634,1_13649,11,-,27683513,27249770,3689,3674,1_13649,1_13634
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 129,104672620,105179154,18483,18494,0_18481,0_18492,7,27912584,28270323,3697,3704,1_13657,1_13664,7,-,28270323,27912584,3704,3697,1_13664,1_13657
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 130,94106292,95129559,18320,18336,0_18318,0_18334,7,28330166,29137436,3708,3718,1_13668,1_13678,7,-,29137436,28330166,3718,3708,1_13678,1_13668
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 132,83394726,84472329,18121,18140,0_18118,0_18138,16,29991021,30558182,3752,3772,1_13712,1_13732,16,-,30558182,29991021,3772,3752,1_13732,1_13712
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 135,37152605,39154688,17364,17392,0_17362,0_17390,13,35185599,35831703,3914,3931,1_13872,1_13889,13,-,35831703,35185599,3931,3914,1_13889,1_13872
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 136,2305692,3163714,16761,16777,0_16759,0_16775,10,35907170,36632810,3938,3954,1_13896,1_13912,10,-,36632810,35907170,3954,3938,1_13912,1_13896
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 137,50221963,50981537,17539,17552,0_17537,0_17550,10,37697644,37990246,3979,3989,1_13937,1_13947,10,-,37990246,37697644,3989,3979,1_13947,1_13937
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 141,67301917,68047252,17843,17854,0_17841,0_17852,5,40105077,40404715,4057,4064,1_14015,1_14022,5,-,40404715,40105077,4064,4057,1_14022,1_14015
Azeb,Sbro,HiC_scaffold_16.0,Lachesis_group2,Azeb_vs_Sbro: 143,95150855,97118077,18337,18370,0_18335,0_18368,18,41108019,42134806,4097,4132,1_14055,1_14090,18,-,42134806,41108019,4132,4097,1_14090,1_14055
