Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000006	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_13.0G219.1, mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1, mikado.HiC_scaffold_8.8335562G831.1, mikado.HiC_scaffold_7.0G1245.1, mikado.HiC_scaffold_4.0G867.1, mikado.HiC_scaffold_5.0G529.1, mikado.HiC_scaffold_19.0G793.2, mikado.HiC_scaffold_19.0G793.1, mikado.HiC_scaffold_21.0G1231.1, mikado.HiC_scaffold_21.0G164.1, mikado.HiC_scaffold_17.0G591.1, mikado.HiC_scaffold_521G1.2, mikado.HiC_scaffold_15.0G919.1, mikado.HiC_scaffold_19.0G1497.2, mikado.HiC_scaffold_8.8335562G757.1, mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1, mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1, mikado.HiC_scaffold_7.0G1121.1, mikado.HiC_scaffold_16.0G1667.1, mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1, mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1, mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1, mikado.HiC_scaffold_17.0G959.1, mikado.HiC_scaffold_10.0G540.1, mikado.HiC_scaffold_13.0G1448.1, mikado.HiC_scaffold_4.0G868.1, mikado.HiC_scaffold_7.0G1246.1, mikado.HiC_scaffold_728G1.1, mikado.HiC_scaffold_728G1.2, mikado.HiC_scaffold_19.0G1334.1, mikado.HiC_scaffold_3.0G1016.2, mikado.HiC_scaffold_3.0G1016.1	mikado.HiC_scaffold_650G1.1
OG0000006	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_13.0G219.1, mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1, mikado.HiC_scaffold_8.8335562G831.1, mikado.HiC_scaffold_7.0G1245.1, mikado.HiC_scaffold_4.0G867.1, mikado.HiC_scaffold_5.0G529.1, mikado.HiC_scaffold_19.0G793.2, mikado.HiC_scaffold_19.0G793.1, mikado.HiC_scaffold_21.0G1231.1, mikado.HiC_scaffold_21.0G164.1, mikado.HiC_scaffold_17.0G591.1	mikado.HiC_scaffold_521G1.2, mikado.HiC_scaffold_15.0G919.1, mikado.HiC_scaffold_19.0G1497.2, mikado.HiC_scaffold_8.8335562G757.1, mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1, mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1, mikado.HiC_scaffold_7.0G1121.1, mikado.HiC_scaffold_16.0G1667.1, mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1, mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1, mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1, mikado.HiC_scaffold_17.0G959.1, mikado.HiC_scaffold_10.0G540.1, mikado.HiC_scaffold_13.0G1448.1, mikado.HiC_scaffold_4.0G868.1, mikado.HiC_scaffold_7.0G1246.1, mikado.HiC_scaffold_728G1.1, mikado.HiC_scaffold_728G1.2, mikado.HiC_scaffold_19.0G1334.1, mikado.HiC_scaffold_3.0G1016.2, mikado.HiC_scaffold_3.0G1016.1
OG0000006	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_13.0G219.1	mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1, mikado.HiC_scaffold_8.8335562G831.1, mikado.HiC_scaffold_7.0G1245.1, mikado.HiC_scaffold_4.0G867.1, mikado.HiC_scaffold_5.0G529.1, mikado.HiC_scaffold_19.0G793.2, mikado.HiC_scaffold_19.0G793.1, mikado.HiC_scaffold_21.0G1231.1, mikado.HiC_scaffold_21.0G164.1, mikado.HiC_scaffold_17.0G591.1
OG0000006	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1, mikado.HiC_scaffold_8.8335562G831.1, mikado.HiC_scaffold_7.0G1245.1, mikado.HiC_scaffold_4.0G867.1, mikado.HiC_scaffold_5.0G529.1	mikado.HiC_scaffold_19.0G793.2, mikado.HiC_scaffold_19.0G793.1, mikado.HiC_scaffold_21.0G1231.1, mikado.HiC_scaffold_21.0G164.1, mikado.HiC_scaffold_17.0G591.1
OG0000006	Azeb	n10	1.0	Terminal	mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1, mikado.HiC_scaffold_8.8335562G831.1, mikado.HiC_scaffold_7.0G1245.1, mikado.HiC_scaffold_4.0G867.1	mikado.HiC_scaffold_5.0G529.1
OG0000006	Azeb	n11	1.0	Terminal	mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1, mikado.HiC_scaffold_8.8335562G831.1, mikado.HiC_scaffold_7.0G1245.1	mikado.HiC_scaffold_4.0G867.1
OG0000006	Azeb	n12	1.0	Terminal	mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1, mikado.HiC_scaffold_8.8335562G831.1	mikado.HiC_scaffold_7.0G1245.1
OG0000006	Azeb	n13	1.0	Terminal	mikado.HiC_scaffold_10.0G877.1, mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1	mikado.HiC_scaffold_8.8335562G831.1
OG0000006	Azeb	n14	1.0	Terminal	mikado.HiC_scaffold_10.0G877.1	mikado.HiC_scaffold_15.0G1320.1, mikado.HiC_scaffold_21.0G1238.1
OG0000006	Azeb	n15	1.0	Terminal	mikado.HiC_scaffold_15.0G1320.1	mikado.HiC_scaffold_21.0G1238.1
OG0000006	Azeb	n16	1.0	Terminal	mikado.HiC_scaffold_19.0G793.2, mikado.HiC_scaffold_19.0G793.1, mikado.HiC_scaffold_21.0G1231.1	mikado.HiC_scaffold_21.0G164.1, mikado.HiC_scaffold_17.0G591.1
OG0000006	Azeb	n17	1.0	Terminal	mikado.HiC_scaffold_19.0G793.2, mikado.HiC_scaffold_19.0G793.1	mikado.HiC_scaffold_21.0G1231.1
OG0000006	Azeb	n18	1.0	Terminal	mikado.HiC_scaffold_19.0G793.2	mikado.HiC_scaffold_19.0G793.1
OG0000006	Azeb	n19	1.0	Terminal	mikado.HiC_scaffold_21.0G164.1	mikado.HiC_scaffold_17.0G591.1
OG0000006	Azeb	n20	1.0	Terminal	mikado.HiC_scaffold_521G1.2, mikado.HiC_scaffold_15.0G919.1, mikado.HiC_scaffold_19.0G1497.2, mikado.HiC_scaffold_8.8335562G757.1, mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1, mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1, mikado.HiC_scaffold_7.0G1121.1, mikado.HiC_scaffold_16.0G1667.1, mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1, mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1, mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1, mikado.HiC_scaffold_17.0G959.1, mikado.HiC_scaffold_10.0G540.1, mikado.HiC_scaffold_13.0G1448.1	mikado.HiC_scaffold_4.0G868.1, mikado.HiC_scaffold_7.0G1246.1, mikado.HiC_scaffold_728G1.1, mikado.HiC_scaffold_728G1.2, mikado.HiC_scaffold_19.0G1334.1, mikado.HiC_scaffold_3.0G1016.2, mikado.HiC_scaffold_3.0G1016.1
OG0000006	Azeb	n21	1.0	Terminal	mikado.HiC_scaffold_521G1.2, mikado.HiC_scaffold_15.0G919.1, mikado.HiC_scaffold_19.0G1497.2, mikado.HiC_scaffold_8.8335562G757.1, mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1, mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1, mikado.HiC_scaffold_7.0G1121.1, mikado.HiC_scaffold_16.0G1667.1, mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1, mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1, mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1, mikado.HiC_scaffold_17.0G959.1	mikado.HiC_scaffold_10.0G540.1, mikado.HiC_scaffold_13.0G1448.1
OG0000006	Azeb	n22	1.0	Terminal	mikado.HiC_scaffold_521G1.2, mikado.HiC_scaffold_15.0G919.1, mikado.HiC_scaffold_19.0G1497.2, mikado.HiC_scaffold_8.8335562G757.1, mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1, mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1, mikado.HiC_scaffold_7.0G1121.1	mikado.HiC_scaffold_16.0G1667.1, mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1, mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1, mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1, mikado.HiC_scaffold_17.0G959.1
OG0000006	Azeb	n23	1.0	Terminal	mikado.HiC_scaffold_521G1.2, mikado.HiC_scaffold_15.0G919.1, mikado.HiC_scaffold_19.0G1497.2	mikado.HiC_scaffold_8.8335562G757.1, mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1, mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1, mikado.HiC_scaffold_7.0G1121.1
OG0000006	Azeb	n24	1.0	Terminal	mikado.HiC_scaffold_521G1.2, mikado.HiC_scaffold_15.0G919.1	mikado.HiC_scaffold_19.0G1497.2
OG0000006	Azeb	n25	1.0	Terminal	mikado.HiC_scaffold_521G1.2	mikado.HiC_scaffold_15.0G919.1
OG0000006	Azeb	n26	1.0	Terminal	mikado.HiC_scaffold_8.8335562G757.1, mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1	mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1, mikado.HiC_scaffold_7.0G1121.1
OG0000006	Azeb	n27	1.0	Terminal	mikado.HiC_scaffold_8.8335562G757.1	mikado.HiC_scaffold_2.0G405.1, mikado.HiC_scaffold_21.0G1051.1
OG0000006	Azeb	n28	1.0	Terminal	mikado.HiC_scaffold_2.0G405.1	mikado.HiC_scaffold_21.0G1051.1
OG0000006	Azeb	n29	1.0	Terminal	mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3, mikado.HiC_scaffold_15.0G1419.1	mikado.HiC_scaffold_7.0G1121.1
OG0000006	Azeb	n30	1.0	Terminal	mikado.HiC_scaffold_15.0G1419.2, mikado.HiC_scaffold_15.0G1419.3	mikado.HiC_scaffold_15.0G1419.1
OG0000006	Azeb	n31	1.0	Terminal	mikado.HiC_scaffold_15.0G1419.2	mikado.HiC_scaffold_15.0G1419.3
OG0000006	Azeb	n32	1.0	Terminal	mikado.HiC_scaffold_16.0G1667.1, mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1, mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1, mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1	mikado.HiC_scaffold_17.0G959.1
OG0000006	Azeb	n33	1.0	Terminal	mikado.HiC_scaffold_16.0G1667.1, mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1	mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1, mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1
OG0000006	Azeb	n34	1.0	Terminal	mikado.HiC_scaffold_16.0G1667.1	mikado.HiC_scaffold_1.0G659.1, mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1
OG0000006	Azeb	n35	1.0	Terminal	mikado.HiC_scaffold_1.0G659.1	mikado.HiC_scaffold_4.0G387.2, mikado.HiC_scaffold_4.0G387.1
OG0000006	Azeb	n36	1.0	Terminal	mikado.HiC_scaffold_4.0G387.2	mikado.HiC_scaffold_4.0G387.1
OG0000006	Azeb	n37	1.0	Terminal	mikado.HiC_scaffold_10.0G821.1, mikado.HiC_scaffold_19.0G1497.1	mikado.HiC_scaffold_521G1.3, mikado.HiC_scaffold_521G1.1
OG0000006	Azeb	n38	1.0	Terminal	mikado.HiC_scaffold_10.0G821.1	mikado.HiC_scaffold_19.0G1497.1
OG0000006	Azeb	n39	1.0	Terminal	mikado.HiC_scaffold_521G1.3	mikado.HiC_scaffold_521G1.1
OG0000006	Azeb	n40	1.0	Terminal	mikado.HiC_scaffold_10.0G540.1	mikado.HiC_scaffold_13.0G1448.1
OG0000006	Azeb	n41	1.0	Terminal	mikado.HiC_scaffold_4.0G868.1, mikado.HiC_scaffold_7.0G1246.1, mikado.HiC_scaffold_728G1.1, mikado.HiC_scaffold_728G1.2, mikado.HiC_scaffold_19.0G1334.1	mikado.HiC_scaffold_3.0G1016.2, mikado.HiC_scaffold_3.0G1016.1
OG0000006	Azeb	n42	1.0	Terminal	mikado.HiC_scaffold_4.0G868.1, mikado.HiC_scaffold_7.0G1246.1, mikado.HiC_scaffold_728G1.1, mikado.HiC_scaffold_728G1.2	mikado.HiC_scaffold_19.0G1334.1
OG0000006	Azeb	n43	1.0	Terminal	mikado.HiC_scaffold_4.0G868.1, mikado.HiC_scaffold_7.0G1246.1	mikado.HiC_scaffold_728G1.1, mikado.HiC_scaffold_728G1.2
OG0000006	Azeb	n44	1.0	Terminal	mikado.HiC_scaffold_4.0G868.1	mikado.HiC_scaffold_7.0G1246.1
OG0000006	Azeb	n45	1.0	Terminal	mikado.HiC_scaffold_728G1.1	mikado.HiC_scaffold_728G1.2
OG0000006	Azeb	n46	1.0	Terminal	mikado.HiC_scaffold_3.0G1016.2	mikado.HiC_scaffold_3.0G1016.1
OG0000007	Azeb	n0	1.0	Terminal	mikado.HiC_scaffold_11.0G552.1	mikado.HiC_scaffold_16.0G199.1, mikado.HiC_scaffold_1.0G304.1, mikado.HiC_scaffold_117G1.1, mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1, mikado.HiC_scaffold_10.0G672.1, mikado.HiC_scaffold_327G1.1, mikado.HiC_scaffold_10.0G137.1, mikado.HiC_scaffold_3.0G228.1, mikado.HiC_scaffold_1.0G190.1, mikado.HiC_scaffold_136G2.1, mikado.HiC_scaffold_17.0G888.1, mikado.HiC_scaffold_1.0G303.1, mikado.HiC_scaffold_10.0G323.1, mikado.HiC_scaffold_1.0G91.1, mikado.HiC_scaffold_5.0G19.1, mikado.HiC_scaffold_21.0G1259.1, mikado.HiC_scaffold_11.0G596.1, mikado.HiC_scaffold_12.3160685G807.1, mikado.HiC_scaffold_14.0G78.1, mikado.HiC_scaffold_14.0G516.1, mikado.HiC_scaffold_17.0G794.1, mikado.HiC_scaffold_2.0G231.1, mikado.HiC_scaffold_1.0G48.1, mikado.HiC_scaffold_1.0G69.1, mikado.HiC_scaffold_1.0G626.1, mikado.HiC_scaffold_17.0G10.1, mikado.HiC_scaffold_4339G5.1, mikado.HiC_scaffold_21.0G424.1, mikado.HiC_scaffold_17.0G1207.1, mikado.HiC_scaffold_10.0G803.1, mikado.HiC_scaffold_17.0G5.1, mikado.HiC_scaffold_19.0G1378.1, mikado.HiC_scaffold_1.0G15.1, mikado.HiC_scaffold_16.0G422.1, mikado.HiC_scaffold_1.0G3.1, mikado.HiC_scaffold_21.0G236.1, mikado.HiC_scaffold_4.0G601.1, mikado.HiC_scaffold_16.0G1257.1, mikado.HiC_scaffold_16.0G532.1, mikado.HiC_scaffold_2.0G232.1, mikado.HiC_scaffold_2.0G232.2
OG0000007	Azeb	n1	1.0	Terminal	mikado.HiC_scaffold_16.0G199.1, mikado.HiC_scaffold_1.0G304.1	mikado.HiC_scaffold_117G1.1, mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1, mikado.HiC_scaffold_10.0G672.1, mikado.HiC_scaffold_327G1.1, mikado.HiC_scaffold_10.0G137.1, mikado.HiC_scaffold_3.0G228.1, mikado.HiC_scaffold_1.0G190.1, mikado.HiC_scaffold_136G2.1, mikado.HiC_scaffold_17.0G888.1, mikado.HiC_scaffold_1.0G303.1, mikado.HiC_scaffold_10.0G323.1, mikado.HiC_scaffold_1.0G91.1, mikado.HiC_scaffold_5.0G19.1, mikado.HiC_scaffold_21.0G1259.1, mikado.HiC_scaffold_11.0G596.1, mikado.HiC_scaffold_12.3160685G807.1, mikado.HiC_scaffold_14.0G78.1, mikado.HiC_scaffold_14.0G516.1, mikado.HiC_scaffold_17.0G794.1, mikado.HiC_scaffold_2.0G231.1, mikado.HiC_scaffold_1.0G48.1, mikado.HiC_scaffold_1.0G69.1, mikado.HiC_scaffold_1.0G626.1, mikado.HiC_scaffold_17.0G10.1, mikado.HiC_scaffold_4339G5.1, mikado.HiC_scaffold_21.0G424.1, mikado.HiC_scaffold_17.0G1207.1, mikado.HiC_scaffold_10.0G803.1, mikado.HiC_scaffold_17.0G5.1, mikado.HiC_scaffold_19.0G1378.1, mikado.HiC_scaffold_1.0G15.1, mikado.HiC_scaffold_16.0G422.1, mikado.HiC_scaffold_1.0G3.1, mikado.HiC_scaffold_21.0G236.1, mikado.HiC_scaffold_4.0G601.1, mikado.HiC_scaffold_16.0G1257.1, mikado.HiC_scaffold_16.0G532.1, mikado.HiC_scaffold_2.0G232.1, mikado.HiC_scaffold_2.0G232.2
OG0000007	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_16.0G199.1	mikado.HiC_scaffold_1.0G304.1
OG0000007	Azeb	n3	1.0	Terminal	mikado.HiC_scaffold_117G1.1	mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1, mikado.HiC_scaffold_10.0G672.1, mikado.HiC_scaffold_327G1.1, mikado.HiC_scaffold_10.0G137.1, mikado.HiC_scaffold_3.0G228.1, mikado.HiC_scaffold_1.0G190.1, mikado.HiC_scaffold_136G2.1, mikado.HiC_scaffold_17.0G888.1, mikado.HiC_scaffold_1.0G303.1, mikado.HiC_scaffold_10.0G323.1, mikado.HiC_scaffold_1.0G91.1, mikado.HiC_scaffold_5.0G19.1, mikado.HiC_scaffold_21.0G1259.1, mikado.HiC_scaffold_11.0G596.1, mikado.HiC_scaffold_12.3160685G807.1, mikado.HiC_scaffold_14.0G78.1, mikado.HiC_scaffold_14.0G516.1, mikado.HiC_scaffold_17.0G794.1, mikado.HiC_scaffold_2.0G231.1, mikado.HiC_scaffold_1.0G48.1, mikado.HiC_scaffold_1.0G69.1, mikado.HiC_scaffold_1.0G626.1, mikado.HiC_scaffold_17.0G10.1, mikado.HiC_scaffold_4339G5.1, mikado.HiC_scaffold_21.0G424.1, mikado.HiC_scaffold_17.0G1207.1, mikado.HiC_scaffold_10.0G803.1, mikado.HiC_scaffold_17.0G5.1, mikado.HiC_scaffold_19.0G1378.1, mikado.HiC_scaffold_1.0G15.1, mikado.HiC_scaffold_16.0G422.1, mikado.HiC_scaffold_1.0G3.1, mikado.HiC_scaffold_21.0G236.1, mikado.HiC_scaffold_4.0G601.1, mikado.HiC_scaffold_16.0G1257.1, mikado.HiC_scaffold_16.0G532.1, mikado.HiC_scaffold_2.0G232.1, mikado.HiC_scaffold_2.0G232.2
OG0000007	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1, mikado.HiC_scaffold_10.0G672.1, mikado.HiC_scaffold_327G1.1, mikado.HiC_scaffold_10.0G137.1, mikado.HiC_scaffold_3.0G228.1, mikado.HiC_scaffold_1.0G190.1, mikado.HiC_scaffold_136G2.1, mikado.HiC_scaffold_17.0G888.1, mikado.HiC_scaffold_1.0G303.1, mikado.HiC_scaffold_10.0G323.1, mikado.HiC_scaffold_1.0G91.1, mikado.HiC_scaffold_5.0G19.1, mikado.HiC_scaffold_21.0G1259.1, mikado.HiC_scaffold_11.0G596.1, mikado.HiC_scaffold_12.3160685G807.1, mikado.HiC_scaffold_14.0G78.1, mikado.HiC_scaffold_14.0G516.1, mikado.HiC_scaffold_17.0G794.1, mikado.HiC_scaffold_2.0G231.1, mikado.HiC_scaffold_1.0G48.1, mikado.HiC_scaffold_1.0G69.1, mikado.HiC_scaffold_1.0G626.1, mikado.HiC_scaffold_17.0G10.1, mikado.HiC_scaffold_4339G5.1, mikado.HiC_scaffold_21.0G424.1, mikado.HiC_scaffold_17.0G1207.1, mikado.HiC_scaffold_10.0G803.1, mikado.HiC_scaffold_17.0G5.1, mikado.HiC_scaffold_19.0G1378.1, mikado.HiC_scaffold_1.0G15.1, mikado.HiC_scaffold_16.0G422.1, mikado.HiC_scaffold_1.0G3.1, mikado.HiC_scaffold_21.0G236.1, mikado.HiC_scaffold_4.0G601.1, mikado.HiC_scaffold_16.0G1257.1	mikado.HiC_scaffold_16.0G532.1, mikado.HiC_scaffold_2.0G232.1, mikado.HiC_scaffold_2.0G232.2
OG0000007	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1, mikado.HiC_scaffold_10.0G672.1, mikado.HiC_scaffold_327G1.1, mikado.HiC_scaffold_10.0G137.1, mikado.HiC_scaffold_3.0G228.1, mikado.HiC_scaffold_1.0G190.1, mikado.HiC_scaffold_136G2.1, mikado.HiC_scaffold_17.0G888.1, mikado.HiC_scaffold_1.0G303.1, mikado.HiC_scaffold_10.0G323.1, mikado.HiC_scaffold_1.0G91.1, mikado.HiC_scaffold_5.0G19.1, mikado.HiC_scaffold_21.0G1259.1, mikado.HiC_scaffold_11.0G596.1, mikado.HiC_scaffold_12.3160685G807.1, mikado.HiC_scaffold_14.0G78.1, mikado.HiC_scaffold_14.0G516.1, mikado.HiC_scaffold_17.0G794.1, mikado.HiC_scaffold_2.0G231.1, mikado.HiC_scaffold_1.0G48.1, mikado.HiC_scaffold_1.0G69.1, mikado.HiC_scaffold_1.0G626.1, mikado.HiC_scaffold_17.0G10.1, mikado.HiC_scaffold_4339G5.1, mikado.HiC_scaffold_21.0G424.1, mikado.HiC_scaffold_17.0G1207.1, mikado.HiC_scaffold_10.0G803.1, mikado.HiC_scaffold_17.0G5.1, mikado.HiC_scaffold_19.0G1378.1, mikado.HiC_scaffold_1.0G15.1, mikado.HiC_scaffold_16.0G422.1, mikado.HiC_scaffold_1.0G3.1, mikado.HiC_scaffold_21.0G236.1, mikado.HiC_scaffold_4.0G601.1	mikado.HiC_scaffold_16.0G1257.1
OG0000007	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1, mikado.HiC_scaffold_10.0G672.1, mikado.HiC_scaffold_327G1.1, mikado.HiC_scaffold_10.0G137.1, mikado.HiC_scaffold_3.0G228.1, mikado.HiC_scaffold_1.0G190.1, mikado.HiC_scaffold_136G2.1, mikado.HiC_scaffold_17.0G888.1, mikado.HiC_scaffold_1.0G303.1, mikado.HiC_scaffold_10.0G323.1, mikado.HiC_scaffold_1.0G91.1, mikado.HiC_scaffold_5.0G19.1, mikado.HiC_scaffold_21.0G1259.1, mikado.HiC_scaffold_11.0G596.1, mikado.HiC_scaffold_12.3160685G807.1, mikado.HiC_scaffold_14.0G78.1, mikado.HiC_scaffold_14.0G516.1, mikado.HiC_scaffold_17.0G794.1, mikado.HiC_scaffold_2.0G231.1, mikado.HiC_scaffold_1.0G48.1, mikado.HiC_scaffold_1.0G69.1, mikado.HiC_scaffold_1.0G626.1, mikado.HiC_scaffold_17.0G10.1, mikado.HiC_scaffold_4339G5.1, mikado.HiC_scaffold_21.0G424.1, mikado.HiC_scaffold_17.0G1207.1, mikado.HiC_scaffold_10.0G803.1, mikado.HiC_scaffold_17.0G5.1, mikado.HiC_scaffold_19.0G1378.1, mikado.HiC_scaffold_1.0G15.1, mikado.HiC_scaffold_16.0G422.1, mikado.HiC_scaffold_1.0G3.1, mikado.HiC_scaffold_21.0G236.1	mikado.HiC_scaffold_4.0G601.1
OG0000007	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1, mikado.HiC_scaffold_10.0G672.1	mikado.HiC_scaffold_327G1.1, mikado.HiC_scaffold_10.0G137.1, mikado.HiC_scaffold_3.0G228.1, mikado.HiC_scaffold_1.0G190.1, mikado.HiC_scaffold_136G2.1, mikado.HiC_scaffold_17.0G888.1, mikado.HiC_scaffold_1.0G303.1, mikado.HiC_scaffold_10.0G323.1, mikado.HiC_scaffold_1.0G91.1, mikado.HiC_scaffold_5.0G19.1, mikado.HiC_scaffold_21.0G1259.1, mikado.HiC_scaffold_11.0G596.1, mikado.HiC_scaffold_12.3160685G807.1, mikado.HiC_scaffold_14.0G78.1, mikado.HiC_scaffold_14.0G516.1, mikado.HiC_scaffold_17.0G794.1, mikado.HiC_scaffold_2.0G231.1, mikado.HiC_scaffold_1.0G48.1, mikado.HiC_scaffold_1.0G69.1, mikado.HiC_scaffold_1.0G626.1, mikado.HiC_scaffold_17.0G10.1, mikado.HiC_scaffold_4339G5.1, mikado.HiC_scaffold_21.0G424.1, mikado.HiC_scaffold_17.0G1207.1, mikado.HiC_scaffold_10.0G803.1, mikado.HiC_scaffold_17.0G5.1, mikado.HiC_scaffold_19.0G1378.1, mikado.HiC_scaffold_1.0G15.1, mikado.HiC_scaffold_16.0G422.1, mikado.HiC_scaffold_1.0G3.1, mikado.HiC_scaffold_21.0G236.1
OG0000007	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1, mikado.HiC_scaffold_10.0G522.1	mikado.HiC_scaffold_10.0G672.1
OG0000007	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_10.0G517.1, mikado.HiC_scaffold_10.0G520.1	mikado.HiC_scaffold_10.0G522.1
OG0000007	Azeb	n10	1.0	Terminal	mikado.HiC_scaffold_10.0G517.1	mikado.HiC_scaffold_10.0G520.1
