Orthogroup	Sbro	Tgra
OG0001779	EVM0009431.1	KUTeg_013876
OG0001779	EVM0002794.1, EVM0003593.1, EVM0019348.1	KUTeg_013254
OG0001780	EVM0018079.1	KUTeg_012773
OG0001780	EVM0020033.1	KUTeg_023664, KUTeg_022792, KUTeg_023666
OG0001781	EVM0018312.1	KUTeg_002673, KUTeg_002676
OG0001781	EVM0011455.1	KUTeg_002143, KUTeg_002140
OG0001782	EVM0020331.1	KUTeg_007606, KUTeg_009307, KUTeg_001163, KUTeg_009308, KUTeg_018702
OG0001783	EVM0016731.1	KUTeg_012819, KUTeg_014657, KUTeg_012820, KUTeg_002155, KUTeg_012818
OG0001785	EVM0004603.1	KUTeg_008977
OG0001785	EVM0003680.1, EVM0005144.1	KUTeg_021290, KUTeg_020430
OG0001786	EVM0017894.1	KUTeg_001835, KUTeg_011425
OG0001786	EVM0020138.1	KUTeg_020302, KUTeg_021179
OG0001787	EVM0008238.1	KUTeg_020586
OG0001787	EVM0009660.1	KUTeg_008753, KUTeg_020714, KUTeg_020857
OG0001788	EVM0009865.1	KUTeg_020820
OG0001788	EVM0020153.1	KUTeg_020816, KUTeg_021309, KUTeg_020821
OG0001789	EVM0010648.1	KUTeg_021468, KUTeg_012414, KUTeg_014597, KUTeg_014770, KUTeg_008248
OG0001790	EVM0000350.1, EVM0000589.1	KUTeg_023041, KUTeg_023037, KUTeg_023038, KUTeg_022976
OG0001806	Sbro-peropsin	Tgra-peropsin, KUTeg_003026
OG0001807	Sbro-opnGq_nc1	Tgra-opnGq-nc1
OG0001808	Sbro-opnGx12, EVM0003028.1	Tgra-opnGx-n2
OG0001810	EVM0000805.1	KUTeg_006283, KUTeg_007981
OG0001815	EVM0002072.1	KUTeg_000587
OG0001816	EVM0004562.1	KUTeg_011224
OG0001818	EVM0018188.1	KUTeg_000458
OG0001819	EVM0016706.1	KUTeg_009156, KUTeg_006521
OG0001821	EVM0003068.1	KUTeg_006101, KUTeg_006102, KUTeg_006293
OG0001830	EVM0002836.1	KUTeg_014501
OG0001830	EVM0010268.1	KUTeg_014500
OG0001832	EVM0001164.1	KUTeg_011013
OG0001833	EVM0020893.1	KUTeg_003670
OG0001834	EVM0016961.1	KUTeg_006197
OG0001835	EVM0015524.1	KUTeg_006475, KUTeg_006135, KUTeg_018440
OG0001839	EVM0012282.1	KUTeg_016910, KUTeg_016579, KUTeg_016580
OG0001840	EVM0013840.1	KUTeg_006017
OG0001841	EVM0006708.1	KUTeg_006016
OG0001842	EVM0006722.1	KUTeg_005871, KUTeg_010619
OG0001843	EVM0004334.1	KUTeg_006365, KUTeg_016946
OG0001844	EVM0001788.1, EVM0018585.1, EVM0009100.1	KUTeg_006373
OG0001847	EVM0021052.1	KUTeg_006210
OG0001849	EVM0015591.1	KUTeg_006458
OG0001850	EVM0018575.1	KUTeg_019464
OG0001856	EVM0022240.1	KUTeg_002875, KUTeg_002807
OG0001857	EVM0010091.1	KUTeg_010416, KUTeg_009959
OG0001861	EVM0004205.1	KUTeg_006118, KUTeg_006120
OG0001862	EVM0004049.1	KUTeg_006358
OG0001863	EVM0015378.1	KUTeg_006409
OG0001863	EVM0010133.1	KUTeg_006408
OG0001864	EVM0010149.1, EVM0022011.1, EVM0016344.1	KUTeg_006410
OG0001865	EVM0002228.1	KUTeg_006230, KUTeg_006371, KUTeg_006231
OG0001868	EVM0018453.1	KUTeg_014491, KUTeg_006104, KUTeg_014492
OG0001869	EVM0005662.1	KUTeg_006462, KUTeg_006463, KUTeg_006246
OG0001870	EVM0011284.1	KUTeg_006249, KUTeg_006457
OG0001871	EVM0004093.1	KUTeg_006166, KUTeg_006170
OG0001874	EVM0019981.1	KUTeg_011502, KUTeg_005832
OG0001876	EVM0018622.1	KUTeg_006023
OG0001877	EVM0001591.1	KUTeg_010055, KUTeg_010049
OG0001878	EVM0010208.1, EVM0009070.1	KUTeg_010601
OG0001881	EVM0011656.1	KUTeg_009337
OG0001884	EVM0004376.1	KUTeg_019543, KUTeg_011771
OG0001885	EVM0004109.1	KUTeg_013885
OG0001887	EVM0017166.1, EVM0016189.1, EVM0021281.1	KUTeg_009905
OG0001888	EVM0022139.1	KUTeg_010205
OG0001889	EVM0010626.1	KUTeg_008337, KUTeg_008336
OG0001890	EVM0006365.1	KUTeg_009874
OG0001891	EVM0008909.1	KUTeg_009748, KUTeg_009749
OG0001892	EVM0014084.1	KUTeg_009858
OG0001892	EVM0017288.1	KUTeg_003669
OG0001893	EVM0005077.1	KUTeg_009857, KUTeg_010308, KUTeg_009854
OG0001896	EVM0011443.1	KUTeg_024204
OG0001896	EVM0023525.1	KUTeg_024106
OG0001897	EVM0002151.1	KUTeg_009849
OG0001898	EVM0001231.1	KUTeg_009622, KUTeg_009623, KUTeg_009624
OG0001899	EVM0000055.1	KUTeg_010392
OG0001900	EVM0016055.1	KUTeg_009451, KUTeg_009759, KUTeg_009758
OG0001901	EVM0008473.1, EVM0017824.1	KUTeg_010170, KUTeg_000894
OG0001902	EVM0000238.1	KUTeg_010194
OG0001903	EVM0016988.1, EVM0014280.1	KUTeg_010190, KUTeg_011538
OG0001905	EVM0020453.1, EVM0006193.1	KUTeg_012598
OG0001906	EVM0011097.1	KUTeg_010066
OG0001907	EVM0023119.1	KUTeg_009626, KUTeg_009625, KUTeg_010017
OG0001908	EVM0013732.1	KUTeg_010060, KUTeg_010294
OG0001909	EVM0003725.1, EVM0011866.1	KUTeg_010238, KUTeg_010237
OG0001910	EVM0015432.1, EVM0013144.1, EVM0005771.1	KUTeg_010239
OG0001911	EVM0002555.1	KUTeg_009908
OG0001912	EVM0015886.2	KUTeg_009481
OG0001914	EVM0018620.1	KUTeg_009773
OG0001915	EVM0005862.1, EVM0000395.1	KUTeg_010084, KUTeg_010081
OG0001916	EVM0001388.1, EVM0000809.1	KUTeg_001787
OG0001917	EVM0021804.1	KUTeg_010665, KUTeg_010012
OG0001918	EVM0005050.1	KUTeg_009354, KUTeg_010087
OG0001919	EVM0019785.2, EVM0021827.1	KUTeg_010120
OG0001920	EVM0001974.1	KUTeg_009553
OG0001921	EVM0000820.1, EVM0020225.1	KUTeg_009975, KUTeg_009981
OG0001922	EVM0009799.1	KUTeg_009747
OG0001923	EVM0014446.1	KUTeg_010251, KUTeg_010249, KUTeg_015215
OG0001924	EVM0006560.1, EVM0021430.1, EVM0010136.1	KUTeg_009648
OG0001928	EVM0001060.1	KUTeg_009703
OG0001929	EVM0009042.1	KUTeg_010381, KUTeg_010335
OG0001930	EVM0017123.1, EVM0005030.1, EVM0009190.1	KUTeg_010143
OG0001931	EVM0023480.1, EVM0020958.1, EVM0020279.1	KUTeg_010102
OG0001933	EVM0021507.1	KUTeg_010573, KUTeg_011359
OG0001934	EVM0022048.1, EVM0008558.1	KUTeg_010364
OG0001935	EVM0008807.1	KUTeg_023254
OG0001939	EVM0007346.1, EVM0007228.1, EVM0006249.1	KUTeg_009566
OG0001941	EVM0008624.1	KUTeg_010265
OG0001942	EVM0019027.1, EVM0024039.1	KUTeg_010337, KUTeg_010342
OG0001944	EVM0016891.1, EVM0011190.1	KUTeg_009616
OG0001945	EVM0003091.1	KUTeg_009795, KUTeg_009800
OG0001946	EVM0007522.1	KUTeg_012100, KUTeg_012692
OG0001947	EVM0015783.1	KUTeg_018039, KUTeg_017636
OG0001948	EVM0018408.1	KUTeg_009473
OG0001949	EVM0022949.1	KUTeg_000626
OG0001950	EVM0015029.1, EVM0023784.1	KUTeg_010182
OG0001951	EVM0018917.1	KUTeg_017326, KUTeg_017327, KUTeg_010059
OG0001952	EVM0008254.1	KUTeg_014283
OG0001954	EVM0007442.1	KUTeg_009935
OG0001955	EVM0019713.1, EVM0012864.1, EVM0017400.1	KUTeg_018654
OG0001958	EVM0012810.1	KUTeg_001386
OG0001959	EVM0003738.1, EVM0013570.1, EVM0001790.1	KUTeg_000100
OG0001960	EVM0000054.1	KUTeg_000110
OG0001961	EVM0019259.1	KUTeg_000081, KUTeg_000080
OG0001962	EVM0023019.1	KUTeg_004806, KUTeg_000079, KUTeg_004799
OG0001963	EVM0007128.1	KUTeg_000674, KUTeg_000678, KUTeg_000191
OG0001966	EVM0022733.1	KUTeg_020978, KUTeg_000571, KUTeg_000570
OG0001967	EVM0012096.3	KUTeg_000501, KUTeg_000502
OG0001968	EVM0013372.1	KUTeg_000352, KUTeg_000244
OG0001969	EVM0003490.1	KUTeg_000351, KUTeg_000243
OG0001970	EVM0008150.1	KUTeg_000808
OG0001971	EVM0009430.1, EVM0023271.1, EVM0001128.1	KUTeg_000813
OG0001974	EVM0012110.1, EVM0000306.1	KUTeg_000187
OG0001975	EVM0001050.1, EVM0019429.1	KUTeg_001195, KUTeg_001193
OG0001976	EVM0007226.1	KUTeg_000545
OG0001976	EVM0021307.1	KUTeg_000553
OG0001979	EVM0007140.1	KUTeg_000404, KUTeg_000405
OG0001983	EVM0006333.1	KUTeg_000701, KUTeg_000707, KUTeg_000843
OG0001984	EVM0012537.1	KUTeg_000841
OG0001986	EVM0007306.1	KUTeg_000440, KUTeg_000446
OG0001987	EVM0021322.1	KUTeg_000668
OG0001988	EVM0007490.1, EVM0005768.1, EVM0018202.1	KUTeg_018656
OG0001989	EVM0015177.1	KUTeg_000443, KUTeg_000556, KUTeg_000444
OG0001991	EVM0021388.1	KUTeg_023137, KUTeg_023136, KUTeg_023529
OG0001992	EVM0007839.1, EVM0020556.1	KUTeg_014616, KUTeg_006563
OG0001995	EVM0006343.1, EVM0012862.1	KUTeg_000449, KUTeg_000457
OG0001996	EVM0018404.1, EVM0019022.1	KUTeg_000649
OG0001997	EVM0019943.1, EVM0017378.1	KUTeg_000165
OG0001998	EVM0011480.1	KUTeg_000598, KUTeg_000796
OG0001999	EVM0006187.1	KUTeg_000087, KUTeg_000094
OG0002000	EVM0009163.1	KUTeg_000093, KUTeg_000095
OG0002002	EVM0023437.1	KUTeg_000652
OG0002003	EVM0018177.1	KUTeg_000658
OG0002004	EVM0003830.1	KUTeg_009949
OG0002004	EVM0017885.1	KUTeg_001576
OG0002005	EVM0020776.1	KUTeg_000582
OG0002006	EVM0008737.1	KUTeg_000768
OG0002006	EVM0014584.1	KUTeg_000769
OG0002007	EVM0017960.1	KUTeg_000369, KUTeg_000368
OG0002008	EVM0007765.1, EVM0015474.1	KUTeg_000565, KUTeg_000363
OG0002009	EVM0012007.1	KUTeg_020324
OG0002010	EVM0015016.1	KUTeg_017228, KUTeg_003557
OG0002011	EVM0002399.1	KUTeg_000636, KUTeg_000141
OG0002013	EVM0005538.1, EVM0023438.1	KUTeg_006502, KUTeg_001083
OG0002014	EVM0012107.1	KUTeg_000233
OG0002014	EVM0012336.1	KUTeg_001097
OG0002015	EVM0019202.1	KUTeg_000481
OG0002016	EVM0008946.1	KUTeg_015617
OG0002018	EVM0008652.1	KUTeg_015522, KUTeg_015520, KUTeg_015521
OG0002019	EVM0009695.1, EVM0000059.1	KUTeg_014883
OG0002020	EVM0023477.1	KUTeg_019807
OG0002022	EVM0000908.1	KUTeg_014877, KUTeg_015399
OG0002024	EVM0006449.1	KUTeg_015393
OG0002026	EVM0013578.1	KUTeg_021077
OG0002031	EVM0004823.1, EVM0021803.1	KUTeg_006192, KUTeg_006190
OG0002033	EVM0010354.1, EVM0009913.1	KUTeg_015599
OG0002036	EVM0000975.1	KUTeg_015443, KUTeg_015449, KUTeg_015444
OG0002037	EVM0000816.1	KUTeg_015092
OG0002038	EVM0010561.1	KUTeg_012794, KUTeg_012797
OG0002039	EVM0016191.1	KUTeg_002825, KUTeg_002823, KUTeg_014650
OG0002040	EVM0019721.1	KUTeg_015488
OG0002041	EVM0012464.1, EVM0018546.1	KUTeg_011262, KUTeg_015000
OG0002043	EVM0003450.1	KUTeg_011039
OG0002044	EVM0016486.1, EVM0021693.1, EVM0014792.1	KUTeg_023572
OG0002047	EVM0017201.1, EVM0018847.1	KUTeg_005762, KUTeg_014963
OG0002048	EVM0014237.1	KUTeg_015212, KUTeg_014944
OG0002049	EVM0002138.1	KUTeg_015613
OG0002050	EVM0005167.1	KUTeg_015428, KUTeg_015427, KUTeg_015422
OG0002051	EVM0013942.1	KUTeg_010587
OG0002052	EVM0006521.1	KUTeg_005067
OG0002055	EVM0011503.2	KUTeg_017950, KUTeg_024834
OG0002056	EVM0001206.1	KUTeg_010620, KUTeg_017704
OG0002057	EVM0011486.1, EVM0005728.1	KUTeg_018526
OG0002060	EVM0020161.1	KUTeg_018513
OG0002061	EVM0023257.1, EVM0010389.1, EVM0011712.1	KUTeg_017973
OG0002062	EVM0011155.1	KUTeg_017519, KUTeg_020007, KUTeg_020006
OG0002064	EVM0004960.1	KUTeg_017444, KUTeg_017420
OG0002065	EVM0010292.1, EVM0016360.1, EVM0017150.1	KUTeg_017453
OG0002066	EVM0007634.1	KUTeg_017729, KUTeg_017725
OG0002067	EVM0019054.1	KUTeg_018300
OG0002068	EVM0020152.1	KUTeg_018143
OG0002069	EVM0011955.1	KUTeg_018052
OG0002070	EVM0013892.1	KUTeg_018058, KUTeg_009003
OG0002071	EVM0018479.1	KUTeg_018477
OG0002072	EVM0002966.1	KUTeg_018342
OG0002073	EVM0003571.1, EVM0023621.1	KUTeg_018139, KUTeg_018136
OG0002074	EVM0004935.1, EVM0015357.1	KUTeg_017435, KUTeg_018140
OG0002075	EVM0019367.1	KUTeg_008374
OG0002076	EVM0003220.1	KUTeg_018119
OG0002078	EVM0015513.1, EVM0016015.1	KUTeg_018419
OG0002079	EVM0018005.1	KUTeg_018417, KUTeg_011520
OG0002081	EVM0015400.1, EVM0005980.1	KUTeg_000021, KUTeg_018339
OG0002082	EVM0000468.1	KUTeg_017971, KUTeg_018053, KUTeg_018054
OG0002083	EVM0002797.1	KUTeg_019145, KUTeg_019143
OG0002084	EVM0017492.1	KUTeg_017927, KUTeg_014590
OG0002086	EVM0005150.1	KUTeg_017610
OG0002087	EVM0006705.1, EVM0004822.1	KUTeg_017656
OG0002088	EVM0016609.1	KUTeg_018276, KUTeg_018278, KUTeg_018279
OG0002089	EVM0004310.1	KUTeg_007688, KUTeg_017490
OG0002091	EVM0002112.1	KUTeg_018131
OG0002092	EVM0018232.1	KUTeg_018077
OG0002093	EVM0004810.1	KUTeg_017572
OG0002094	EVM0018993.1	KUTeg_017555
OG0002095	EVM0001166.1, EVM0023946.1	KUTeg_018142, KUTeg_018141
OG0002096	EVM0023975.1	KUTeg_018559
OG0002097	EVM0014431.1	KUTeg_018040, KUTeg_018037
OG0002100	EVM0018210.1	KUTeg_018194
OG0002100	EVM0009387.1	KUTeg_019095
OG0002101	EVM0008369.1	KUTeg_018152, KUTeg_018153, KUTeg_018129
OG0002102	EVM0001713.1, EVM0009880.1, EVM0016108.1	KUTeg_017734
OG0002103	EVM0008360.1	KUTeg_017860, KUTeg_017859, KUTeg_017863
OG0002105	EVM0019621.1	KUTeg_017523
OG0002105	EVM0015340.1	KUTeg_017526
OG0002107	EVM0022487.1	KUTeg_018085
OG0002107	EVM0008027.1	KUTeg_017743
OG0002108	EVM0021509.1	KUTeg_018258, KUTeg_017828
OG0002109	EVM0016798.1	KUTeg_018461
OG0002110	EVM0019575.1	KUTeg_018567
OG0002111	EVM0020275.1	KUTeg_018370
OG0002111	EVM0013981.1	KUTeg_017928
OG0002112	EVM0006135.2	KUTeg_018305
OG0002113	EVM0019741.1, EVM0006393.1	KUTeg_017989
OG0002114	EVM0022768.1	KUTeg_007597
OG0002115	EVM0013156.1, EVM0012056.1	KUTeg_017575, KUTeg_017574
OG0002116	EVM0007413.1	KUTeg_024651
OG0002116	EVM0015981.1	KUTeg_024645
OG0002118	EVM0016580.1	KUTeg_017232
OG0002119	EVM0007492.1	KUTeg_024544, KUTeg_024543
OG0002120	EVM0019931.1	KUTeg_024768, KUTeg_024017
OG0002122	EVM0000642.1, EVM0002226.1, EVM0015086.1	KUTeg_024195
OG0002123	EVM0004662.1	KUTeg_011707
OG0002123	EVM0022273.1	KUTeg_024965
OG0002124	EVM0006629.1	KUTeg_008812
OG0002124	EVM0019520.1	KUTeg_024057
OG0002125	EVM0011694.1, EVM0020951.1	KUTeg_024266, KUTeg_024698
OG0002127	EVM0013255.1, EVM0002535.1, EVM0012531.1	KUTeg_024302
OG0002128	EVM0003534.1	KUTeg_024311
OG0002128	EVM0017880.1	KUTeg_024310
OG0002129	EVM0002368.1	KUTeg_015372, KUTeg_010680, KUTeg_011576
OG0002130	EVM0019031.1	KUTeg_024711, KUTeg_024719, KUTeg_024716
OG0002131	EVM0020565.1	KUTeg_023976, KUTeg_023975, KUTeg_023979
OG0002132	EVM0018460.1	KUTeg_024248, KUTeg_024247
OG0002135	EVM0013175.1, EVM0019194.1	KUTeg_024874, KUTeg_024424
OG0002136	EVM0011942.1, EVM0002279.1, EVM0007080.1	KUTeg_014192
OG0002137	EVM0021031.1	KUTeg_024583, KUTeg_024284
OG0002138	EVM0001839.1	KUTeg_024083, KUTeg_025033
OG0002139	EVM0023505.1, EVM0004024.1, EVM0011298.1	KUTeg_024087
OG0002141	EVM0020589.1	KUTeg_010760
OG0002141	EVM0007849.1	KUTeg_010800
OG0002144	EVM0016063.1, EVM0010497.1	KUTeg_024203
OG0002145	EVM0021941.1	KUTeg_024749, KUTeg_024746
OG0002147	EVM0000247.1	KUTeg_024620, KUTeg_024492
OG0002148	EVM0014991.1, EVM0002735.1	KUTeg_023950
OG0002149	EVM0002400.1	KUTeg_011193, KUTeg_011191, KUTeg_024572
OG0002150	EVM0021226.1	KUTeg_024290, KUTeg_024539
OG0002151	EVM0020898.1	KUTeg_001749, KUTeg_002634
OG0002152	EVM0012994.1	KUTeg_024918, KUTeg_024540
OG0002153	EVM0007840.1, EVM0008582.1	KUTeg_024089
OG0002154	EVM0017237.1	KUTeg_024413
OG0002155	EVM0014497.1	KUTeg_023986, KUTeg_023982, KUTeg_023987
OG0002156	EVM0009602.1	KUTeg_024603
OG0002159	EVM0005926.1	KUTeg_024877, KUTeg_024331, KUTeg_024419
OG0002160	EVM0013034.1	KUTeg_024420, KUTeg_023939, KUTeg_023940
OG0002161	EVM0007832.1	KUTeg_024197
OG0002162	EVM0009548.1	KUTeg_024587, KUTeg_024857
OG0002163	EVM0014645.1	KUTeg_024855, KUTeg_024989
OG0002164	EVM0014135.1	KUTeg_023922, KUTeg_023921, KUTeg_023917
OG0002165	EVM0018947.1	KUTeg_024147, KUTeg_024418
OG0002166	EVM0011511.1, EVM0003989.1, EVM0007715.1	KUTeg_018331
OG0002167	EVM0003127.1	KUTeg_024981
OG0002169	EVM0015926.1	KUTeg_024888, KUTeg_016193
OG0002170	EVM0016278.1	KUTeg_024027
OG0002171	EVM0017907.1	KUTeg_024838, KUTeg_024837
OG0002172	EVM0022045.1	KUTeg_012468
OG0002173	EVM0015990.1	KUTeg_020215, KUTeg_024936
OG0002174	EVM0004824.1	KUTeg_023924, KUTeg_025002, KUTeg_024228
OG0002175	EVM0003090.1	KUTeg_024131
OG0002176	EVM0020696.1	KUTeg_025004, KUTeg_025001
OG0002177	EVM0013227.1, EVM0023092.1	KUTeg_024819
OG0002178	EVM0006473.1, EVM0014566.1	KUTeg_025008
OG0002180	EVM0023243.1, EVM0017121.1	KUTeg_024235, KUTeg_024996
OG0002181	EVM0008761.1, EVM0021219.1, EVM0010110.1	KUTeg_024485
OG0002182	EVM0006367.1, EVM0023627.1	KUTeg_002754, KUTeg_022119
OG0002183	EVM0018099.1	KUTeg_011493, KUTeg_002757, KUTeg_024687
OG0002184	EVM0023980.1, EVM0003574.1	KUTeg_005825, KUTeg_020917
OG0002187	EVM0012369.1, EVM0009470.1, EVM0014778.1	KUTeg_024870
OG0002188	EVM0017362.1	KUTeg_024743, KUTeg_023991, KUTeg_024742
OG0002189	EVM0018395.1	KUTeg_003741
OG0002190	EVM0008092.1	KUTeg_023063, KUTeg_023066
OG0002191	EVM0018377.1, EVM0022194.1, EVM0020061.1	KUTeg_023255
OG0002192	EVM0013249.1, EVM0004022.1	KUTeg_022673
OG0002193	EVM0018314.1	KUTeg_022677
OG0002193	EVM0004779.1	KUTeg_022678
OG0002194	EVM0017655.1	KUTeg_023225, KUTeg_018352, KUTeg_018351
OG0002195	EVM0012769.5	KUTeg_023277
OG0002195	EVM0020352.1	KUTeg_023278
OG0002196	EVM0001136.1	KUTeg_003697, KUTeg_004354, KUTeg_003696
OG0002197	EVM0019148.2, EVM0018280.1	KUTeg_004147
OG0002198	EVM0011479.1	KUTeg_002960
OG0002199	EVM0002137.1, EVM0015893.1	KUTeg_003381
OG0002200	EVM0012719.2	KUTeg_003375
OG0002202	EVM0006514.1	KUTeg_009225, KUTeg_004402
OG0002203	EVM0016396.1, EVM0017264.1, EVM0010215.1	KUTeg_003146
OG0002204	EVM0001490.1, EVM0011100.1	KUTeg_003883
OG0002205	EVM0000466.1	KUTeg_003198, KUTeg_000955, KUTeg_003197
OG0002206	EVM0002158.4	KUTeg_003543
OG0002207	EVM0019102.1	KUTeg_003028
OG0002208	EVM0002613.1	KUTeg_003658
OG0002209	EVM0018476.1	KUTeg_003293, KUTeg_004370
OG0002210	EVM0018417.1	KUTeg_004404
OG0002211	EVM0014223.1, EVM0020399.1	KUTeg_003967, KUTeg_003969
OG0002213	EVM0021588.1	KUTeg_003962
OG0002213	EVM0013268.1	KUTeg_003004
OG0002214	EVM0019908.1	KUTeg_003564, KUTeg_003558
OG0002215	EVM0013984.1	KUTeg_002942, KUTeg_002142, KUTeg_001646
OG0002217	EVM0006859.1, EVM0015726.1, EVM0005971.1	KUTeg_023419
OG0002219	EVM0002519.1, EVM0016703.1, EVM0018637.1	KUTeg_003549
OG0002220	EVM0015427.1	KUTeg_004180, KUTeg_001223
OG0002221	EVM0003059.1	KUTeg_003499
OG0002222	EVM0016730.1	KUTeg_003497
OG0002222	EVM0016840.1	KUTeg_008958
OG0002223	EVM0018051.1	KUTeg_004461
OG0002224	EVM0023369.1	KUTeg_003279
OG0002225	EVM0020471.1	KUTeg_004047
OG0002227	EVM0004117.1	KUTeg_002945
OG0002228	EVM0000532.1, EVM0008095.1	KUTeg_003850
OG0002229	EVM0011488.1	KUTeg_013128
OG0002229	EVM0022365.1	KUTeg_003907
OG0002230	EVM0005469.1	KUTeg_004542, KUTeg_004373, KUTeg_004371
OG0002231	EVM0009784.1	KUTeg_017253, KUTeg_003050, KUTeg_017251
OG0002232	EVM0005798.1, EVM0007233.1	KUTeg_003428
OG0002233	EVM0022923.1, EVM0004443.1	KUTeg_003308, KUTeg_004391
OG0002234	EVM0018587.1	KUTeg_017211, KUTeg_008029, KUTeg_004393
OG0002235	EVM0012847.1	KUTeg_016124, KUTeg_004151
OG0002236	EVM0012130.1	KUTeg_003518
OG0002237	EVM0002454.1	KUTeg_004405
OG0002237	EVM0014238.1	KUTeg_003810
OG0002238	EVM0005402.1	KUTeg_003107
OG0002239	EVM0008816.1, EVM0023428.1, EVM0014724.1	KUTeg_003958
OG0002242	EVM0007468.2	KUTeg_004342, KUTeg_003581
OG0002244	EVM0009300.1	KUTeg_002926, KUTeg_003530
OG0002246	EVM0002679.1, EVM0011964.1	KUTeg_021799
OG0002247	EVM0008936.1	KUTeg_002853, KUTeg_002856, KUTeg_002852
OG0002249	EVM0021213.1	KUTeg_003778
OG0002250	EVM0000389.1	KUTeg_003540
OG0002250	EVM0013491.1	KUTeg_003782
OG0002251	EVM0018487.1	KUTeg_004080
OG0002251	EVM0021821.1	KUTeg_004081
OG0002252	EVM0001507.1, EVM0005674.1, EVM0005600.1	KUTeg_003646
OG0002253	EVM0008532.1	KUTeg_014695
OG0002253	EVM0000024.1	KUTeg_003081
OG0002254	EVM0013860.1	KUTeg_003961
OG0002255	EVM0006821.1, EVM0009217.1	KUTeg_003474
OG0002256	EVM0013656.1	KUTeg_004190, KUTeg_004185
OG0002257	EVM0011342.1	KUTeg_003611
OG0002258	EVM0014271.1	KUTeg_003857
OG0002259	EVM0020380.1	KUTeg_004346
OG0002260	EVM0019303.1	KUTeg_003355, KUTeg_003814, KUTeg_004209
OG0002261	EVM0007941.1	KUTeg_003947, KUTeg_003303
OG0002262	EVM0020063.1	KUTeg_003942, KUTeg_003944
OG0002263	EVM0007883.1	KUTeg_003595
OG0002264	EVM0006973.1	KUTeg_003124
OG0002267	EVM0007705.1	KUTeg_004563
OG0002268	EVM0017334.1	KUTeg_009258, KUTeg_003070
OG0002269	EVM0006559.1, EVM0009911.1	KUTeg_002996
OG0002271	EVM0015335.1	KUTeg_004300
OG0002272	EVM0004318.1	KUTeg_002989, KUTeg_003233, KUTeg_003232
OG0002274	EVM0015201.1	KUTeg_004096
OG0002276	EVM0008081.1, EVM0021891.1	KUTeg_012336, KUTeg_012335
OG0002277	EVM0015251.1	KUTeg_003175
OG0002278	EVM0000070.1	KUTeg_004885
OG0002280	EVM0023961.1, EVM0007054.1, EVM0021879.1	KUTeg_014935
OG0002282	EVM0023459.1	KUTeg_003578
OG0002283	EVM0017887.1	KUTeg_001393
OG0002286	EVM0021637.1, EVM0004398.1, EVM0020427.1	KUTeg_014556
OG0002289	EVM0012577.1	KUTeg_015719, KUTeg_015718
OG0002290	EVM0014235.2, EVM0000424.1	KUTeg_011030
OG0002291	EVM0008507.1	KUTeg_010739
OG0002294	EVM0007660.1	KUTeg_000439
OG0002295	EVM0000797.1	KUTeg_015766
OG0002296	EVM0017205.1	KUTeg_010842
OG0002297	EVM0019567.1	KUTeg_020104
OG0002298	EVM0008768.1, EVM0002962.1, EVM0020394.1	KUTeg_015756
OG0002300	EVM0002773.1	KUTeg_014551, KUTeg_014547
OG0002301	EVM0008210.1	KUTeg_010525, KUTeg_010527, KUTeg_010520
OG0002302	EVM0006624.1	KUTeg_020074
OG0002304	EVM0003570.1	KUTeg_013092, KUTeg_010524, KUTeg_010526
OG0002305	EVM0015161.1	KUTeg_015768, KUTeg_015702, KUTeg_015767
OG0002306	EVM0020795.1	KUTeg_023882, KUTeg_002391, KUTeg_002392
OG0002307	EVM0021137.1, EVM0013855.1, EVM0012237.1	KUTeg_010998
OG0002310	EVM0000567.1	KUTeg_011044
OG0002311	EVM0023780.1	KUTeg_009046
OG0002312	EVM0015445.1	KUTeg_010986, KUTeg_010695
OG0002313	EVM0007896.1	KUTeg_015706
OG0002315	EVM0014092.1, EVM0000160.1	KUTeg_002386
OG0002316	EVM0023132.1	KUTeg_002627
OG0002317	EVM0009099.1	KUTeg_002640, KUTeg_002766
OG0002318	EVM0006368.1	KUTeg_002006, KUTeg_002003
OG0002319	EVM0009019.1	KUTeg_002355
OG0002322	EVM0014805.1	KUTeg_002157, KUTeg_002708
OG0002323	EVM0011028.1	KUTeg_001463
OG0002324	EVM0016265.1, EVM0001382.1, EVM0019867.1	KUTeg_001704
OG0002325	EVM0005128.1	KUTeg_023839
OG0002326	EVM0011762.1	KUTeg_002201
OG0002326	EVM0010984.1	KUTeg_002210
OG0002327	EVM0011108.1	KUTeg_002160
OG0002328	EVM0020770.1	KUTeg_001666, KUTeg_002159, KUTeg_001667
OG0002329	EVM0010820.1	KUTeg_006642
OG0002331	EVM0015559.1	KUTeg_001607, KUTeg_002504
OG0002332	EVM0017946.1	KUTeg_020150
OG0002333	EVM0011975.1, EVM0009482.1, EVM0012397.1	KUTeg_001672
OG0002334	EVM0017429.1, EVM0016330.1	KUTeg_002352
OG0002335	EVM0002113.1, EVM0022035.1	KUTeg_002353
OG0002336	EVM0005183.1, EVM0018866.1	KUTeg_002265
OG0002337	EVM0013311.1	KUTeg_001739, KUTeg_002617
OG0002338	EVM0010455.1	KUTeg_008829
OG0002339	EVM0023750.1	KUTeg_006676
OG0002340	EVM0001738.1	KUTeg_021363
OG0002341	EVM0020961.1	KUTeg_011504, KUTeg_001552, KUTeg_011503
