Orthogroup	Azeb	Sbro	Tgra
OG0019514	mikado.HiC_scaffold_15.0G1232.1		
OG0019515	mikado.HiC_scaffold_15.0G1234.1		
OG0019516	mikado.HiC_scaffold_15.0G1244.1		
OG0019517	mikado.HiC_scaffold_15.0G1260.1		
OG0019518	mikado.HiC_scaffold_15.0G1263.1		
OG0019519	mikado.HiC_scaffold_15.0G1294.1		
OG0019520	mikado.HiC_scaffold_15.0G1300.1		
OG0019521	mikado.HiC_scaffold_15.0G1311.1		
OG0019522	mikado.HiC_scaffold_15.0G1326.1		
OG0019523	mikado.HiC_scaffold_15.0G1330.1		
OG0019524	mikado.HiC_scaffold_15.0G1344.1		
OG0019525	mikado.HiC_scaffold_15.0G1365.1		
OG0019526	mikado.HiC_scaffold_15.0G1371.1		
OG0019527	mikado.HiC_scaffold_15.0G1373.1		
OG0019528	mikado.HiC_scaffold_15.0G1374.1		
OG0019529	mikado.HiC_scaffold_15.0G1377.1		
OG0019530	mikado.HiC_scaffold_15.0G1382.1		
OG0019531	mikado.HiC_scaffold_15.0G1390.1		
OG0019532	mikado.HiC_scaffold_15.0G1396.1		
OG0019533	mikado.HiC_scaffold_15.0G1410.1		
OG0019534	mikado.HiC_scaffold_15.0G1411.1		
OG0019535	mikado.HiC_scaffold_15.0G1440.1		
OG0019536	mikado.HiC_scaffold_15.0G1441.1		
OG0019537	mikado.HiC_scaffold_15.0G1443.1		
OG0019538	mikado.HiC_scaffold_15.0G1524.1		
OG0019539	mikado.HiC_scaffold_15.0G1542.1		
OG0019540	mikado.HiC_scaffold_15.0G1544.1		
OG0019541	mikado.HiC_scaffold_15.0G1546.1		
OG0019542	mikado.HiC_scaffold_15.0G1547.1		
OG0019543	mikado.HiC_scaffold_15.0G1557.1		
OG0019544	mikado.HiC_scaffold_15.0G1561.1		
OG0019545	mikado.HiC_scaffold_15.0G1566.1		
OG0019546	mikado.HiC_scaffold_15.0G1574.1		
OG0019547	mikado.HiC_scaffold_15.0G1578.1		
OG0019548	mikado.HiC_scaffold_15.0G1583.1		
OG0019549	mikado.HiC_scaffold_15.0G1585.1		
OG0019550	mikado.HiC_scaffold_15.0G1590.1		
OG0019551	mikado.HiC_scaffold_15.0G1600.1		
OG0019552	mikado.HiC_scaffold_15.0G1606.1		
OG0019553	mikado.HiC_scaffold_15.0G1622.1		
OG0019554	mikado.HiC_scaffold_15.0G1627.1		
OG0019555	mikado.HiC_scaffold_15.0G1631.1		
OG0019556	mikado.HiC_scaffold_15.0G1666.1		
OG0019557	mikado.HiC_scaffold_15.0G1672.1		
OG0019558	mikado.HiC_scaffold_15.0G1677.1		
OG0019559	mikado.HiC_scaffold_15.0G1678.1		
OG0019560	mikado.HiC_scaffold_15.0G1683.1		
OG0019561	mikado.HiC_scaffold_15.0G1688.1		
OG0019562	mikado.HiC_scaffold_15.0G1695.1		
OG0019563	mikado.HiC_scaffold_15.0G1721.1		
OG0019564	mikado.HiC_scaffold_15.0G1748.1		
OG0019565	mikado.HiC_scaffold_15.0G1749.1		
OG0019566	mikado.HiC_scaffold_15.0G1753.1		
OG0019567	mikado.HiC_scaffold_15.0G1758.1		
OG0019568	mikado.HiC_scaffold_15.0G1760.1		
OG0019569	mikado.HiC_scaffold_15.0G1761.1		
OG0019570	mikado.HiC_scaffold_15.0G1763.1		
OG0019571	mikado.HiC_scaffold_15.0G1764.1		
OG0019572	mikado.HiC_scaffold_15.0G1766.1		
OG0019573	mikado.HiC_scaffold_15.0G1775.1		
OG0019574	mikado.HiC_scaffold_15.0G1778.1		
OG0019575	mikado.HiC_scaffold_15.0G1787.1		
OG0019576	mikado.HiC_scaffold_15.0G1794.1		
OG0019577	mikado.HiC_scaffold_15.0G1800.1		
OG0019578	mikado.HiC_scaffold_15.0G1804.1		
OG0019579	mikado.HiC_scaffold_15.0G1815.1		
OG0019580	mikado.HiC_scaffold_15.0G1823.1		
OG0019581	mikado.HiC_scaffold_15.0G1836.1		
OG0019582	mikado.HiC_scaffold_15.0G1837.1		
OG0019583	mikado.HiC_scaffold_15.0G1839.1		
OG0019584	mikado.HiC_scaffold_15.0G1842.1		
OG0019585	mikado.HiC_scaffold_15.0G1851.1		
OG0019586	mikado.HiC_scaffold_15.0G1854.1		
OG0019587	mikado.HiC_scaffold_15.0G1862.1		
OG0019588	mikado.HiC_scaffold_15.0G1868.1		
OG0019589	mikado.HiC_scaffold_15.0G1870.1		
OG0019590	mikado.HiC_scaffold_15.0G1874.1		
OG0019591	mikado.HiC_scaffold_15.0G1879.1		
OG0019592	mikado.HiC_scaffold_15.0G1886.1		
OG0019593	mikado.HiC_scaffold_15.0G1892.1		
OG0019594	mikado.HiC_scaffold_15.0G1893.1		
OG0019595	mikado.HiC_scaffold_15.0G1894.1		
OG0019596	mikado.HiC_scaffold_15.0G1901.1		
OG0019597	mikado.HiC_scaffold_15.0G1922.1		
OG0019598	mikado.HiC_scaffold_15.0G1924.1		
OG0019599	mikado.HiC_scaffold_15.0G1945.1		
OG0019600	mikado.HiC_scaffold_15.0G1949.1		
OG0019601	mikado.HiC_scaffold_15.0G1965.1		
OG0019602	mikado.HiC_scaffold_15.0G1988.1		
OG0019603	mikado.HiC_scaffold_15.0G1990.1		
OG0019604	mikado.HiC_scaffold_15.0G1999.1		
OG0019605	mikado.HiC_scaffold_15.0G2016.1		
OG0019606	mikado.HiC_scaffold_15.0G2019.1		
OG0019607	mikado.HiC_scaffold_15.0G2022.1		
OG0019608	mikado.HiC_scaffold_15.0G2058.1		
OG0019609	mikado.HiC_scaffold_15.0G2088.1		
OG0019610	mikado.HiC_scaffold_15.0G2113.1		
OG0019611	mikado.HiC_scaffold_15.0G2130.1		
OG0019612	mikado.HiC_scaffold_15.0G2145.1		
OG0019613	mikado.HiC_scaffold_15.0G2150.1		
OG0019614	mikado.HiC_scaffold_15.0G2156.1		
OG0019615	mikado.HiC_scaffold_15.0G2169.1		
OG0019616	mikado.HiC_scaffold_15.0G2174.1		
OG0019617	mikado.HiC_scaffold_15.0G2186.1		
OG0019618	mikado.HiC_scaffold_15.0G2210.1		
OG0019619	mikado.HiC_scaffold_15.0G2217.1		
OG0019620	mikado.HiC_scaffold_15.0G2248.1		
OG0019621	mikado.HiC_scaffold_15.0G2255.1		
OG0019622	mikado.HiC_scaffold_15.0G2258.1		
OG0019623	mikado.HiC_scaffold_15.0G2270.1		
OG0019624	mikado.HiC_scaffold_15.0G2278.1		
OG0019625	mikado.HiC_scaffold_15.0G2282.1		
OG0019626	mikado.HiC_scaffold_15.0G2284.1		
OG0019627	mikado.HiC_scaffold_15.0G2290.1		
OG0019628	mikado.HiC_scaffold_15.0G2301.1		
OG0019629	mikado.HiC_scaffold_15.0G2338.1		
OG0019630	mikado.HiC_scaffold_15.0G2353.1		
OG0019631	mikado.HiC_scaffold_15.0G2358.1		
OG0019632	mikado.HiC_scaffold_15.0G2367.1		
OG0019633	mikado.HiC_scaffold_15.0G2369.1		
OG0019634	mikado.HiC_scaffold_15.0G2374.1		
OG0019635	mikado.HiC_scaffold_15.0G2387.1		
OG0019636	mikado.HiC_scaffold_15.0G2412.1		
OG0019637	mikado.HiC_scaffold_15.0G2435.1		
OG0019638	mikado.HiC_scaffold_15.0G2460.1		
OG0019639	mikado.HiC_scaffold_15.0G2461.1		
OG0019640	mikado.HiC_scaffold_15.0G2512.1		
OG0019641	mikado.HiC_scaffold_15.0G2517.1		
OG0019642	mikado.HiC_scaffold_150G1.1		
OG0019643	mikado.HiC_scaffold_16.0G6.1		
OG0019644	mikado.HiC_scaffold_16.0G7.1		
OG0019645	mikado.HiC_scaffold_16.0G14.1		
OG0019646	mikado.HiC_scaffold_16.0G29.1		
OG0019647	mikado.HiC_scaffold_16.0G30.1		
OG0019648	mikado.HiC_scaffold_16.0G91.1		
OG0019649	mikado.HiC_scaffold_16.0G93.1		
OG0019650	mikado.HiC_scaffold_16.0G98.1		
OG0019651	mikado.HiC_scaffold_16.0G99.1		
OG0019652	mikado.HiC_scaffold_16.0G100.1		
OG0019653	mikado.HiC_scaffold_16.0G101.1		
OG0019654	mikado.HiC_scaffold_16.0G109.1		
OG0019655	mikado.HiC_scaffold_16.0G116.1		
OG0019656	mikado.HiC_scaffold_16.0G118.1		
OG0019657	mikado.HiC_scaffold_16.0G119.1		
OG0019658	mikado.HiC_scaffold_16.0G132.1		
OG0019659	mikado.HiC_scaffold_16.0G136.1		
OG0019660	mikado.HiC_scaffold_16.0G139.1		
OG0019661	mikado.HiC_scaffold_16.0G141.1		
OG0019662	mikado.HiC_scaffold_16.0G154.1		
OG0019663	mikado.HiC_scaffold_16.0G158.1		
OG0019664	mikado.HiC_scaffold_16.0G160.1		
OG0019665	mikado.HiC_scaffold_16.0G203.1		
OG0019666	mikado.HiC_scaffold_16.0G214.1		
OG0019667	mikado.HiC_scaffold_16.0G216.1		
OG0019668	mikado.HiC_scaffold_16.0G225.1		
OG0019669	mikado.HiC_scaffold_16.0G245.1		
OG0019670	mikado.HiC_scaffold_16.0G249.1		
OG0019671	mikado.HiC_scaffold_16.0G269.1		
OG0019672	mikado.HiC_scaffold_16.0G278.1		
OG0019673	mikado.HiC_scaffold_16.0G288.1		
OG0019674	mikado.HiC_scaffold_16.0G296.1		
OG0019675	mikado.HiC_scaffold_16.0G313.1		
OG0019676	mikado.HiC_scaffold_16.0G318.1		
OG0019677	mikado.HiC_scaffold_16.0G323.1		
OG0019678	mikado.HiC_scaffold_16.0G347.1		
OG0019679	mikado.HiC_scaffold_16.0G395.1		
OG0019680	mikado.HiC_scaffold_16.0G403.1		
OG0019681	mikado.HiC_scaffold_16.0G419.1		
OG0019682	mikado.HiC_scaffold_16.0G426.1		
OG0019683	mikado.HiC_scaffold_16.0G427.1		
OG0019684	mikado.HiC_scaffold_16.0G435.1		
OG0019685	mikado.HiC_scaffold_16.0G447.1		
OG0019686	mikado.HiC_scaffold_16.0G464.1		
OG0019687	mikado.HiC_scaffold_16.0G474.1		
OG0019688	mikado.HiC_scaffold_16.0G482.1		
OG0019689	mikado.HiC_scaffold_16.0G483.1		
OG0019690	mikado.HiC_scaffold_16.0G484.1		
OG0019691	mikado.HiC_scaffold_16.0G490.1		
OG0019692	mikado.HiC_scaffold_16.0G491.1		
OG0019693	mikado.HiC_scaffold_16.0G496.1		
OG0019694	mikado.HiC_scaffold_16.0G506.1		
OG0019695	mikado.HiC_scaffold_16.0G510.1		
OG0019696	mikado.HiC_scaffold_16.0G547.1		
OG0019697	mikado.HiC_scaffold_16.0G561.1		
OG0019698	mikado.HiC_scaffold_16.0G570.1		
OG0019699	mikado.HiC_scaffold_16.0G577.1		
OG0019700	mikado.HiC_scaffold_16.0G614.1		
OG0019701	mikado.HiC_scaffold_16.0G615.1		
OG0019702	mikado.HiC_scaffold_16.0G630.1		
OG0019703	mikado.HiC_scaffold_16.0G653.1		
OG0019704	mikado.HiC_scaffold_16.0G669.1		
OG0019705	mikado.HiC_scaffold_16.0G676.1		
OG0019706	mikado.HiC_scaffold_16.0G683.1		
OG0019707	mikado.HiC_scaffold_16.0G711.1		
OG0019708	mikado.HiC_scaffold_16.0G713.1		
OG0019709	mikado.HiC_scaffold_16.0G735.1		
OG0019710	mikado.HiC_scaffold_16.0G747.1		
OG0019711	mikado.HiC_scaffold_16.0G748.1		
OG0019712	mikado.HiC_scaffold_16.0G756.1		
OG0019713	mikado.HiC_scaffold_16.0G765.1		
OG0019714	mikado.HiC_scaffold_16.0G768.1		
OG0019715	mikado.HiC_scaffold_16.0G774.1		
OG0019716	mikado.HiC_scaffold_16.0G792.1		
OG0019717	mikado.HiC_scaffold_16.0G798.1		
OG0019718	mikado.HiC_scaffold_16.0G803.1		
OG0019719	mikado.HiC_scaffold_16.0G807.1		
OG0019720	mikado.HiC_scaffold_16.0G809.1		
OG0019721	mikado.HiC_scaffold_16.0G816.1		
OG0019722	mikado.HiC_scaffold_16.0G832.1		
OG0019723	mikado.HiC_scaffold_16.0G841.1		
OG0019724	mikado.HiC_scaffold_16.0G847.1		
OG0019725	mikado.HiC_scaffold_16.0G857.1		
OG0019726	mikado.HiC_scaffold_16.0G864.1		
OG0019727	mikado.HiC_scaffold_16.0G866.1		
OG0019728	mikado.HiC_scaffold_16.0G882.1		
OG0019729	mikado.HiC_scaffold_16.0G884.1		
OG0019730	mikado.HiC_scaffold_16.0G893.1		
OG0019731	mikado.HiC_scaffold_16.0G894.1		
OG0019732	mikado.HiC_scaffold_16.0G910.1		
OG0019733	mikado.HiC_scaffold_16.0G935.1		
OG0019734	mikado.HiC_scaffold_16.0G941.1		
OG0019735	mikado.HiC_scaffold_16.0G952.1		
OG0019736	mikado.HiC_scaffold_16.0G962.1		
OG0019737	mikado.HiC_scaffold_16.0G974.1		
OG0019738	mikado.HiC_scaffold_16.0G989.1		
OG0019739	mikado.HiC_scaffold_16.0G991.1		
OG0019740	mikado.HiC_scaffold_16.0G1001.1		
OG0019741	mikado.HiC_scaffold_16.0G1018.1		
OG0019742	mikado.HiC_scaffold_16.0G1035.1		
OG0019743	mikado.HiC_scaffold_16.0G1048.1		
OG0019744	mikado.HiC_scaffold_16.0G1064.1		
OG0019745	mikado.HiC_scaffold_16.0G1066.1		
OG0019746	mikado.HiC_scaffold_16.0G1076.1		
OG0019747	mikado.HiC_scaffold_16.0G1080.1		
OG0019748	mikado.HiC_scaffold_16.0G1095.1		
OG0019749	mikado.HiC_scaffold_16.0G1106.1		
OG0019750	mikado.HiC_scaffold_16.0G1127.1		
OG0019751	mikado.HiC_scaffold_16.0G1147.1		
OG0019752	mikado.HiC_scaffold_16.0G1166.1		
OG0019753	mikado.HiC_scaffold_16.0G1183.1		
OG0019754	mikado.HiC_scaffold_16.0G1184.1		
OG0019755	mikado.HiC_scaffold_16.0G1202.1		
OG0019756	mikado.HiC_scaffold_16.0G1204.1		
OG0019757	mikado.HiC_scaffold_16.0G1213.1		
OG0019758	mikado.HiC_scaffold_16.0G1216.1		
OG0019759	mikado.HiC_scaffold_16.0G1230.1		
OG0019760	mikado.HiC_scaffold_16.0G1231.1		
OG0019761	mikado.HiC_scaffold_16.0G1233.1		
OG0019762	mikado.HiC_scaffold_16.0G1238.1		
OG0019763	mikado.HiC_scaffold_16.0G1239.1		
OG0019764	mikado.HiC_scaffold_16.0G1255.1		
OG0019765	mikado.HiC_scaffold_16.0G1271.1		
OG0019766	mikado.HiC_scaffold_16.0G1272.1		
OG0019767	mikado.HiC_scaffold_16.0G1282.1		
OG0019768	mikado.HiC_scaffold_16.0G1302.1		
OG0019769	mikado.HiC_scaffold_16.0G1310.1		
OG0019770	mikado.HiC_scaffold_16.0G1324.1		
OG0019771	mikado.HiC_scaffold_16.0G1327.1		
OG0019772	mikado.HiC_scaffold_16.0G1366.1		
OG0019773	mikado.HiC_scaffold_16.0G1376.1		
OG0019774	mikado.HiC_scaffold_16.0G1381.1		
OG0019775	mikado.HiC_scaffold_16.0G1385.1		
OG0019776	mikado.HiC_scaffold_16.0G1386.1		
OG0019777	mikado.HiC_scaffold_16.0G1387.1		
OG0019778	mikado.HiC_scaffold_16.0G1390.1		
OG0019779	mikado.HiC_scaffold_16.0G1408.1		
OG0019780	mikado.HiC_scaffold_16.0G1417.1		
OG0019781	mikado.HiC_scaffold_16.0G1418.1		
OG0019782	mikado.HiC_scaffold_16.0G1420.1		
OG0019783	mikado.HiC_scaffold_16.0G1423.1		
OG0019784	mikado.HiC_scaffold_16.0G1434.1		
OG0019785	mikado.HiC_scaffold_16.0G1435.1		
OG0019786	mikado.HiC_scaffold_16.0G1440.1		
OG0019787	mikado.HiC_scaffold_16.0G1461.1		
OG0019788	mikado.HiC_scaffold_16.0G1467.1		
OG0019789	mikado.HiC_scaffold_16.0G1468.1		
OG0019790	mikado.HiC_scaffold_16.0G1470.1		
OG0019791	mikado.HiC_scaffold_16.0G1473.1		
OG0019792	mikado.HiC_scaffold_16.0G1486.1		
OG0019793	mikado.HiC_scaffold_16.0G1495.1		
OG0019794	mikado.HiC_scaffold_16.0G1502.1		
OG0019795	mikado.HiC_scaffold_16.0G1529.1		
OG0019796	mikado.HiC_scaffold_16.0G1530.1		
OG0019797	mikado.HiC_scaffold_16.0G1532.1		
OG0019798	mikado.HiC_scaffold_16.0G1533.1		
OG0019799	mikado.HiC_scaffold_16.0G1534.1		
OG0019800	mikado.HiC_scaffold_16.0G1538.1		
OG0019801	mikado.HiC_scaffold_16.0G1544.1		
OG0019802	mikado.HiC_scaffold_16.0G1546.1		
OG0019803	mikado.HiC_scaffold_16.0G1548.1		
OG0019804	mikado.HiC_scaffold_16.0G1550.1		
OG0019805	mikado.HiC_scaffold_16.0G1552.1		
OG0019806	mikado.HiC_scaffold_16.0G1560.1		
OG0019807	mikado.HiC_scaffold_16.0G1575.1		
OG0019808	mikado.HiC_scaffold_16.0G1587.1		
OG0019809	mikado.HiC_scaffold_16.0G1588.1		
OG0019810	mikado.HiC_scaffold_16.0G1592.1		
OG0019811	mikado.HiC_scaffold_16.0G1607.1		
OG0019812	mikado.HiC_scaffold_16.0G1610.1		
OG0019813	mikado.HiC_scaffold_16.0G1612.1		
OG0019814	mikado.HiC_scaffold_16.0G1616.1		
OG0019815	mikado.HiC_scaffold_16.0G1617.1		
OG0019816	mikado.HiC_scaffold_16.0G1622.1		
OG0019817	mikado.HiC_scaffold_16.0G1634.1		
OG0019818	mikado.HiC_scaffold_16.0G1635.1		
OG0019819	mikado.HiC_scaffold_16.0G1650.1		
OG0019820	mikado.HiC_scaffold_16.0G1674.1		
OG0019821	mikado.HiC_scaffold_16.0G1680.1		
OG0019822	mikado.HiC_scaffold_16.0G1742.1		
OG0019823	mikado.HiC_scaffold_16.0G1745.1		
OG0019824	mikado.HiC_scaffold_16.0G1757.1		
OG0019825	mikado.HiC_scaffold_16.0G1760.1		
OG0019826	mikado.HiC_scaffold_16.0G1762.1		
OG0019827	mikado.HiC_scaffold_16.0G1768.1		
OG0019828	mikado.HiC_scaffold_16.0G1772.1		
OG0019829	mikado.HiC_scaffold_16.0G1776.1		
OG0019830	mikado.HiC_scaffold_16.0G1806.1		
OG0019831	mikado.HiC_scaffold_16.0G1807.1		
OG0019832	mikado.HiC_scaffold_16.0G1822.1		
OG0019833	mikado.HiC_scaffold_16.0G1834.1		
OG0019834	mikado.HiC_scaffold_16.0G1841.1		
OG0019835	mikado.HiC_scaffold_16.0G1846.1		
OG0019836	mikado.HiC_scaffold_16.0G1848.1		
OG0019837	mikado.HiC_scaffold_17.0G12.1		
OG0019838	mikado.HiC_scaffold_17.0G20.1		
OG0019839	mikado.HiC_scaffold_17.0G25.1		
OG0019840	mikado.HiC_scaffold_17.0G30.1		
OG0019841	mikado.HiC_scaffold_17.0G38.1		
OG0019842	mikado.HiC_scaffold_17.0G40.1		
OG0019843	mikado.HiC_scaffold_17.0G42.1		
OG0019844	mikado.HiC_scaffold_17.0G50.1		
OG0019845	mikado.HiC_scaffold_17.0G51.1		
OG0019846	mikado.HiC_scaffold_17.0G52.1		
OG0019847	mikado.HiC_scaffold_17.0G61.1		
OG0019848	mikado.HiC_scaffold_17.0G64.1		
OG0019849	mikado.HiC_scaffold_17.0G73.1		
OG0019850	mikado.HiC_scaffold_17.0G84.1		
OG0019851	mikado.HiC_scaffold_17.0G100.1		
OG0019852	mikado.HiC_scaffold_17.0G103.1		
OG0019853	mikado.HiC_scaffold_17.0G111.1		
OG0019854	mikado.HiC_scaffold_17.0G113.1		
OG0019855	mikado.HiC_scaffold_17.0G114.1		
OG0019856	mikado.HiC_scaffold_17.0G116.1		
OG0019857	mikado.HiC_scaffold_17.0G132.1		
OG0019858	mikado.HiC_scaffold_17.0G151.1		
OG0019859	mikado.HiC_scaffold_17.0G158.1		
OG0019860	mikado.HiC_scaffold_17.0G164.1		
OG0019861	mikado.HiC_scaffold_17.0G175.1		
OG0019862	mikado.HiC_scaffold_17.0G179.1		
OG0019863	mikado.HiC_scaffold_17.0G185.1		
OG0019864	mikado.HiC_scaffold_17.0G200.1		
OG0019865	mikado.HiC_scaffold_17.0G203.1		
OG0019866	mikado.HiC_scaffold_17.0G209.1		
OG0019867	mikado.HiC_scaffold_17.0G210.1		
OG0019868	mikado.HiC_scaffold_17.0G236.1		
OG0019869	mikado.HiC_scaffold_17.0G245.1		
OG0019870	mikado.HiC_scaffold_17.0G280.1		
OG0019871	mikado.HiC_scaffold_17.0G281.1		
OG0019872	mikado.HiC_scaffold_17.0G297.1		
OG0019873	mikado.HiC_scaffold_17.0G302.1		
OG0019874	mikado.HiC_scaffold_17.0G304.1		
OG0019875	mikado.HiC_scaffold_17.0G311.1		
OG0019876	mikado.HiC_scaffold_17.0G339.1		
OG0019877	mikado.HiC_scaffold_17.0G357.1		
OG0019878	mikado.HiC_scaffold_17.0G377.1		
OG0019879	mikado.HiC_scaffold_17.0G400.1		
OG0019880	mikado.HiC_scaffold_17.0G415.1		
OG0019881	mikado.HiC_scaffold_17.0G451.1		
OG0019882	mikado.HiC_scaffold_17.0G462.1		
OG0019883	mikado.HiC_scaffold_17.0G464.1		
OG0019884	mikado.HiC_scaffold_17.0G479.1		
OG0019885	mikado.HiC_scaffold_17.0G481.1		
OG0019886	mikado.HiC_scaffold_17.0G548.1		
OG0019887	mikado.HiC_scaffold_17.0G550.1		
OG0019888	mikado.HiC_scaffold_17.0G553.1		
OG0019889	mikado.HiC_scaffold_17.0G563.1		
OG0019890	mikado.HiC_scaffold_17.0G569.1		
OG0019891	mikado.HiC_scaffold_17.0G572.1		
OG0019892	mikado.HiC_scaffold_17.0G580.1		
OG0019893	mikado.HiC_scaffold_17.0G586.1		
OG0019894	mikado.HiC_scaffold_17.0G594.1		
OG0019895	mikado.HiC_scaffold_17.0G600.1		
OG0019896	mikado.HiC_scaffold_17.0G611.1		
OG0019897	mikado.HiC_scaffold_17.0G615.1		
OG0019898	mikado.HiC_scaffold_17.0G617.1		
OG0019899	mikado.HiC_scaffold_17.0G624.1		
OG0019900	mikado.HiC_scaffold_17.0G715.1		
OG0019901	mikado.HiC_scaffold_17.0G729.1		
OG0019902	mikado.HiC_scaffold_17.0G740.1		
OG0019903	mikado.HiC_scaffold_17.0G742.1		
OG0019904	mikado.HiC_scaffold_17.0G744.1		
OG0019905	mikado.HiC_scaffold_17.0G762.1		
OG0019906	mikado.HiC_scaffold_17.0G766.1		
OG0019907	mikado.HiC_scaffold_17.0G769.1		
OG0019908	mikado.HiC_scaffold_17.0G784.1		
OG0019909	mikado.HiC_scaffold_17.0G810.1		
OG0019910	mikado.HiC_scaffold_17.0G811.1		
OG0019911	mikado.HiC_scaffold_17.0G813.1		
OG0019912	mikado.HiC_scaffold_17.0G821.1		
OG0019913	mikado.HiC_scaffold_17.0G826.1		
OG0019914	mikado.HiC_scaffold_17.0G827.1		
OG0019915	mikado.HiC_scaffold_17.0G833.1		
OG0019916	mikado.HiC_scaffold_17.0G835.1		
OG0019917	mikado.HiC_scaffold_17.0G839.1		
OG0019918	mikado.HiC_scaffold_17.0G843.1		
OG0019919	mikado.HiC_scaffold_17.0G855.1		
OG0019920	mikado.HiC_scaffold_17.0G872.1		
OG0019921	mikado.HiC_scaffold_17.0G901.1		
OG0019922	mikado.HiC_scaffold_17.0G902.1		
OG0019923	mikado.HiC_scaffold_17.0G903.1		
OG0019924	mikado.HiC_scaffold_17.0G904.1		
OG0019925	mikado.HiC_scaffold_17.0G917.1		
OG0019926	mikado.HiC_scaffold_17.0G935.1		
OG0019927	mikado.HiC_scaffold_17.0G946.1		
OG0019928	mikado.HiC_scaffold_17.0G956.1		
OG0019929	mikado.HiC_scaffold_17.0G975.1		
OG0019930	mikado.HiC_scaffold_17.0G984.1		
OG0019931	mikado.HiC_scaffold_17.0G992.1		
OG0019932	mikado.HiC_scaffold_17.0G1017.1		
OG0019933	mikado.HiC_scaffold_17.0G1027.1		
OG0019934	mikado.HiC_scaffold_17.0G1028.1		
OG0019935	mikado.HiC_scaffold_17.0G1034.1		
OG0019936	mikado.HiC_scaffold_17.0G1035.1		
OG0019937	mikado.HiC_scaffold_17.0G1059.1		
OG0019938	mikado.HiC_scaffold_17.0G1060.1		
OG0019939	mikado.HiC_scaffold_17.0G1067.1		
OG0019940	mikado.HiC_scaffold_17.0G1068.1		
OG0019941	mikado.HiC_scaffold_17.0G1070.1		
OG0019942	mikado.HiC_scaffold_17.0G1088.1		
OG0019943	mikado.HiC_scaffold_17.0G1098.1		
OG0019944	mikado.HiC_scaffold_17.0G1140.1		
OG0019945	mikado.HiC_scaffold_17.0G1145.1		
OG0019946	mikado.HiC_scaffold_17.0G1193.1		
OG0019947	mikado.HiC_scaffold_18.0G2.1		
OG0019948	mikado.HiC_scaffold_18.0G3.1		
OG0019949	mikado.HiC_scaffold_18.0G7.1		
OG0019950	mikado.HiC_scaffold_18.0G13.1		
OG0019951	mikado.HiC_scaffold_18.0G18.1		
OG0019952	mikado.HiC_scaffold_18.0G24.1		
OG0019953	mikado.HiC_scaffold_18.0G28.1		
OG0019954	mikado.HiC_scaffold_18.0G34.1		
OG0019955	mikado.HiC_scaffold_18.0G45.1		
OG0019956	mikado.HiC_scaffold_18.0G48.1		
OG0019957	mikado.HiC_scaffold_18.0G55.1		
OG0019958	mikado.HiC_scaffold_18.0G67.1		
OG0019959	mikado.HiC_scaffold_18.0G68.1		
OG0019960	mikado.HiC_scaffold_18.0G71.1		
OG0019961	mikado.HiC_scaffold_18.0G102.1		
OG0019962	mikado.HiC_scaffold_18.0G103.1		
OG0019963	mikado.HiC_scaffold_18.0G107.1		
OG0019964	mikado.HiC_scaffold_18.0G108.1		
OG0019965	mikado.HiC_scaffold_18.0G113.1		
OG0019966	mikado.HiC_scaffold_18.0G140.1		
OG0019967	mikado.HiC_scaffold_18.0G146.1		
OG0019968	mikado.HiC_scaffold_18.0G164.1		
OG0019969	mikado.HiC_scaffold_18.0G177.1		
OG0019970	mikado.HiC_scaffold_18.0G192.1		
OG0019971	mikado.HiC_scaffold_18.0G197.1		
OG0019972	mikado.HiC_scaffold_18.0G213.1		
OG0019973	mikado.HiC_scaffold_18.0G228.1		
OG0019974	mikado.HiC_scaffold_18.0G231.1		
OG0019975	mikado.HiC_scaffold_18.0G234.1		
OG0019976	mikado.HiC_scaffold_18.0G253.1		
OG0019977	mikado.HiC_scaffold_18.0G260.1		
OG0019978	mikado.HiC_scaffold_18.0G263.1		
OG0019979	mikado.HiC_scaffold_18.0G265.1		
OG0019980	mikado.HiC_scaffold_18.0G278.1		
OG0019981	mikado.HiC_scaffold_18.0G304.1		
OG0019982	mikado.HiC_scaffold_18.0G322.1		
OG0019983	mikado.HiC_scaffold_18.0G324.1		
OG0019984	mikado.HiC_scaffold_18.0G333.1		
OG0019985	mikado.HiC_scaffold_18.0G347.1		
OG0019986	mikado.HiC_scaffold_18.0G352.1		
OG0019987	mikado.HiC_scaffold_18.0G360.1		
OG0019988	mikado.HiC_scaffold_18.0G363.1		
OG0019989	mikado.HiC_scaffold_18.0G369.1		
OG0019990	mikado.HiC_scaffold_18.0G376.1		
OG0019991	mikado.HiC_scaffold_18.0G381.1		
OG0019992	mikado.HiC_scaffold_18.0G382.1		
OG0019993	mikado.HiC_scaffold_18.0G401.1		
OG0019994	mikado.HiC_scaffold_18.0G453.1		
OG0019995	mikado.HiC_scaffold_18.0G465.1		
OG0019996	mikado.HiC_scaffold_18.0G473.1		
OG0019997	mikado.HiC_scaffold_18.0G477.1		
OG0019998	mikado.HiC_scaffold_18.0G480.1		
OG0019999	mikado.HiC_scaffold_18.0G521.1		
OG0020000	mikado.HiC_scaffold_18.0G554.1		
OG0020001	mikado.HiC_scaffold_18.0G580.1		
OG0020002	mikado.HiC_scaffold_18.0G602.1		
OG0020003	mikado.HiC_scaffold_18.0G607.1		
