Orthogroup	Azeb	Sbro	Tgra
OG0001058	mikado.HiC_scaffold_12.3160685G539.1, mikado.HiC_scaffold_12.3160685G540.1, mikado.HiC_scaffold_15.0G1827.1, mikado.HiC_scaffold_15.0G383.1	EVM0009985.1, EVM0018941.1	KUTeg_006971
OG0001059	mikado.HiC_scaffold_15.0G569.1	EVM0014277.1	KUTeg_010825, KUTeg_010826, KUTeg_015045, KUTeg_016316, KUTeg_022399
OG0001060	mikado.HiC_scaffold_15.0G644.1, mikado.HiC_scaffold_17.0G213.1	EVM0002196.1, EVM0008384.1, EVM0010489.1, EVM0010886.1	KUTeg_020956
OG0001061	mikado.HiC_scaffold_15.0G670.1, mikado.HiC_scaffold_19.0G1344.1, mikado.HiC_scaffold_19.0G1355.1	EVM0022268.1, EVM0023547.1	KUTeg_009489, KUTeg_012142
OG0001062	mikado.HiC_scaffold_15.0G802.1, mikado.HiC_scaffold_15.0G803.1	EVM0000319.1, EVM0007940.1, EVM0009979.1	KUTeg_020842, KUTeg_020845
OG0001063	mikado.HiC_scaffold_15.0G2059.1, mikado.HiC_scaffold_15.0G937.1, mikado.HiC_scaffold_15.0G942.1	EVM0006008.1, EVM0024028.1	KUTeg_021279, KUTeg_021281
OG0001064	mikado.HiC_scaffold_15.0G1111.1, mikado.HiC_scaffold_15.0G1112.1	EVM0018126.1, EVM0019349.1	KUTeg_019879, KUTeg_019888, KUTeg_020062
OG0001065	mikado.HiC_scaffold_15.0G1207.1, mikado.HiC_scaffold_15.0G1208.1, mikado.HiC_scaffold_15.0G1209.1, mikado.HiC_scaffold_15.0G1210.1, mikado.HiC_scaffold_15.0G1211.1, mikado.HiC_scaffold_15.0G1212.1	EVM0004159.1	
OG0001066	mikado.HiC_scaffold_15.0G1213.1	EVM0011936.1, EVM0019592.1, EVM0023091.1	KUTeg_011028, KUTeg_020126, KUTeg_020599
OG0001067	mikado.HiC_scaffold_15.0G1221.1, mikado.HiC_scaffold_19.0G539.1, mikado.HiC_scaffold_8.8335562G1214.1	EVM0009037.1	KUTeg_022802, KUTeg_022803, KUTeg_022836
OG0001068	mikado.HiC_scaffold_15.0G1307.1, mikado.HiC_scaffold_15.0G2328.1	EVM0002218.1, EVM0017605.1	KUTeg_020515, KUTeg_021168, KUTeg_021376
OG0001069	mikado.HiC_scaffold_15.0G1435.1, mikado.HiC_scaffold_15.0G1436.1	EVM0001866.1, EVM0007599.1, EVM0018344.1, EVM0023114.1	KUTeg_020231
OG0001070	mikado.HiC_scaffold_15.0G1496.1, mikado.HiC_scaffold_15.0G1978.1, mikado.HiC_scaffold_15.0G1979.1, mikado.HiC_scaffold_15.0G1980.1	EVM0020658.1	KUTeg_005306, KUTeg_007412
OG0001071	mikado.HiC_scaffold_15.0G1513.1	EVM0001197.1, EVM0015855.1	KUTeg_011623, KUTeg_015362, KUTeg_015370, KUTeg_015371
OG0001072	mikado.HiC_scaffold_15.0G1577.1	EVM0011390.1	KUTeg_011475, KUTeg_012258, KUTeg_012845, KUTeg_012846, KUTeg_017203
OG0001073	mikado.HiC_scaffold_15.0G1603.1	EVM0000946.1, EVM0008563.1, EVM0021733.1, EVM0022699.1	KUTeg_022827, KUTeg_022960
OG0001074	mikado.HiC_scaffold_15.0G1732.1, mikado.HiC_scaffold_15.0G2339.1, mikado.HiC_scaffold_15.0G2340.1, mikado.HiC_scaffold_15.0G2341.1	EVM0016553.1, EVM0021586.1	KUTeg_011533
OG0001075	mikado.HiC_scaffold_15.0G2126.1, mikado.HiC_scaffold_15.0G2127.1	EVM0000758.1, EVM0017505.1	KUTeg_020389, KUTeg_020927, KUTeg_021273
OG0001076	mikado.HiC_scaffold_15.0G2276.1, mikado.HiC_scaffold_15.0G2276.2, mikado.HiC_scaffold_15.0G2276.3, mikado.HiC_scaffold_15.0G2277.1	EVM0006607.1	KUTeg_012395, KUTeg_012396
OG0001077	mikado.HiC_scaffold_15.0G2372.1, mikado.HiC_scaffold_15.0G2373.1	EVM0004420.1, EVM0011313.1	KUTeg_020446, KUTeg_020454, KUTeg_020455
OG0001078	mikado.HiC_scaffold_16.0G32.1, mikado.HiC_scaffold_16.0G35.1, mikado.HiC_scaffold_16.0G38.1	EVM0012201.1, EVM0019757.1	KUTeg_013738, KUTeg_014287
OG0001079	mikado.HiC_scaffold_16.0G237.1, mikado.HiC_scaffold_16.0G238.1, mikado.HiC_scaffold_16.0G239.1	EVM0013150.1, EVM0018874.1, EVM0020439.1	KUTeg_013697
OG0001080	mikado.HiC_scaffold_16.0G255.1, mikado.HiC_scaffold_18.0G946.1	EVM0008511.2, EVM0021090.1	KUTeg_014068, KUTeg_014194, KUTeg_022241
OG0001081	mikado.HiC_scaffold_16.0G341.1	EVM0002039.1, EVM0010903.1, EVM0012114.1, EVM0015732.1, EVM0016066.1, EVM0022565.1	
OG0001082	mikado.HiC_scaffold_16.0G394.1	EVM0002325.1, EVM0004829.1, EVM0005456.1, EVM0010321.1, EVM0010462.1	KUTeg_013939
OG0001083	mikado.HiC_scaffold_16.0G610.1	EVM0004805.1, EVM0016037.1, EVM0018184.1, EVM0019459.1, EVM0023667.1	KUTeg_014302
OG0001084	mikado.HiC_scaffold_16.0G620.1	EVM0011650.1, EVM0013605.1, EVM0014404.1, EVM0020996.1, EVM0021404.1, EVM0022006.1	
OG0001085	mikado.HiC_scaffold_16.0G621.1	EVM0002813.1, EVM0004341.1, EVM0015059.1, EVM0018979.1	KUTeg_014292, KUTeg_014297
OG0001086	mikado.HiC_scaffold_16.0G839.1, mikado.HiC_scaffold_16.0G840.1	EVM0001882.1, EVM0007725.1, EVM0008239.1, EVM0009443.1	KUTeg_013639
OG0001087	mikado.HiC_scaffold_16.0G1140.1, mikado.HiC_scaffold_16.0G900.1, mikado.HiC_scaffold_16.0G903.1, mikado.HiC_scaffold_16.0G905.1	EVM0023398.1, EVM0023770.1	KUTeg_013548
OG0001088	mikado.HiC_scaffold_16.0G1081.1		KUTeg_011851, KUTeg_011911, KUTeg_013373, KUTeg_013374, KUTeg_013950, KUTeg_013955
OG0001089	mikado.HiC_scaffold_16.0G1175.1	EVM0001268.1, EVM0006728.1, EVM0008284.1, EVM0009964.1, EVM0017906.1	KUTeg_014343
OG0001090	mikado.HiC_scaffold_16.0G1325.1, mikado.HiC_scaffold_16.0G1326.1, mikado.HiC_scaffold_16.0G1350.1, mikado.HiC_scaffold_16.0G1351.1	EVM0023638.1	KUTeg_012863, KUTeg_016801
OG0001091	mikado.HiC_scaffold_16.0G1455.1, mikado.HiC_scaffold_16.0G1455.4	EVM0004080.2	KUTeg_013129, KUTeg_013130, KUTeg_013131, KUTeg_013133
OG0001092	mikado.HiC_scaffold_16.0G1512.1, mikado.HiC_scaffold_16.0G1513.1, mikado.HiC_scaffold_16.0G1514.1	EVM0016898.1, EVM0018504.1, EVM0020652.1	KUTeg_014239
OG0001093	mikado.HiC_scaffold_12.3160685G1620.1, mikado.HiC_scaffold_12.3160685G1621.1, mikado.HiC_scaffold_12.3160685G1623.1, mikado.HiC_scaffold_12.3160685G1624.1, mikado.HiC_scaffold_16.0G1579.1	EVM0004541.1	KUTeg_007225
OG0001094	mikado.HiC_scaffold_16.0G1825.1	EVM0005987.1, EVM0021653.1, EVM0023982.1	KUTeg_012469, KUTeg_013925, KUTeg_015043
OG0001095	mikado.HiC_scaffold_17.0G267.1, mikado.HiC_scaffold_17.0G94.1	EVM0007802.1, EVM0016174.1, EVM0016411.1	KUTeg_008411, KUTeg_011268
OG0001096	mikado.HiC_scaffold_17.0G1051.1, mikado.HiC_scaffold_17.0G124.1, mikado.HiC_scaffold_17.0G125.1, mikado.HiC_scaffold_17.0G406.1, mikado.HiC_scaffold_17.0G408.1	EVM0003661.1, EVM0010374.1	
OG0001097	mikado.HiC_scaffold_17.0G1108.1, mikado.HiC_scaffold_17.0G257.1	EVM0004050.1, EVM0011750.1	KUTeg_004929, KUTeg_005216, KUTeg_005217
OG0001098	mikado.HiC_scaffold_17.0G329.1, mikado.HiC_scaffold_17.0G356.1	EVM0003058.1, EVM0008739.1, EVM0013521.1, EVM0020480.1, EVM0023934.1	
OG0001099	mikado.HiC_scaffold_17.0G395.1	EVM0003015.1, EVM0003876.1, EVM0005566.1, EVM0011813.1	KUTeg_019733, KUTeg_022693
OG0001100	mikado.HiC_scaffold_17.0G679.1, mikado.HiC_scaffold_17.0G681.1, mikado.HiC_scaffold_17.0G684.1		KUTeg_001610, KUTeg_011942, KUTeg_012092, KUTeg_020573
OG0001101	mikado.HiC_scaffold_17.0G1020.1	EVM0007425.1, EVM0018933.1	KUTeg_008210, KUTeg_008543, KUTeg_008544, KUTeg_008546
OG0001102	mikado.HiC_scaffold_17.0G1090.1, mikado.HiC_scaffold_17.0G1091.1	EVM0019064.1	KUTeg_008874, KUTeg_008875, KUTeg_008880, KUTeg_011395
OG0001103	mikado.HiC_scaffold_17.0G1135.1	EVM0003359.1, EVM0006579.1, EVM0006913.1, EVM0010074.1	KUTeg_008047, KUTeg_009296
OG0001104	mikado.HiC_scaffold_17.0G1158.1, mikado.HiC_scaffold_17.0G1159.1, mikado.HiC_scaffold_17.0G1160.1		KUTeg_020998, KUTeg_021002, KUTeg_021003, KUTeg_021004
OG0001105	mikado.HiC_scaffold_18.0G9.1	EVM0006196.1, EVM0012357.1, EVM0013672.1, EVM0014831.1, EVM0019356.1, EVM0023791.1	
OG0001106	mikado.HiC_scaffold_18.0G168.1, mikado.HiC_scaffold_18.0G168.3, mikado.HiC_scaffold_18.0G168.4	EVM0000566.1, EVM0005161.1, EVM0006432.1	KUTeg_019904
OG0001107	mikado.HiC_scaffold_18.0G255.1, mikado.HiC_scaffold_18.0G256.1, mikado.HiC_scaffold_18.0G257.1, mikado.HiC_scaffold_18.0G258.1	EVM0003999.1, EVM0014095.2	KUTeg_019171
OG0001108	mikado.HiC_scaffold_18.0G305.1, mikado.HiC_scaffold_18.0G309.1	EVM0014141.1, EVM0018032.1	KUTeg_019913, KUTeg_019918, KUTeg_019919
OG0001109	mikado.HiC_scaffold_18.0G844.1, mikado.HiC_scaffold_18.0G846.1	EVM0001850.1, EVM0010760.1, EVM0023334.1	KUTeg_002643, KUTeg_019132
OG0001110	mikado.HiC_scaffold_18.0G1079.1, mikado.HiC_scaffold_18.0G866.1, mikado.HiC_scaffold_19.0G1331.1	EVM0004316.1, EVM0010683.1, EVM0020939.1, EVM0023681.1	
OG0001111	mikado.HiC_scaffold_18.0G1160.1, mikado.HiC_scaffold_18.0G975.1	EVM0008677.1, EVM0012888.1, EVM0022263.1	KUTeg_019829, KUTeg_019832
OG0001112	mikado.HiC_scaffold_18.0G1115.1, mikado.HiC_scaffold_18.0G1116.1	EVM0009680.1, EVM0010658.1, EVM0017118.1, EVM0020607.1	KUTeg_019958
OG0001113	mikado.HiC_scaffold_18.0G1208.1, mikado.HiC_scaffold_18.0G1209.1, mikado.HiC_scaffold_18.0G1249.1	EVM0004104.1, EVM0022411.1	KUTeg_000945, KUTeg_019232
OG0001114	mikado.HiC_scaffold_19.0G1.1, mikado.HiC_scaffold_19.0G1.2, mikado.HiC_scaffold_19.0G2.1	EVM0008974.1, EVM0012030.1	KUTeg_022015, KUTeg_022081
OG0001115	mikado.HiC_scaffold_1412G4.1, mikado.HiC_scaffold_19.0G1156.1, mikado.HiC_scaffold_19.0G1341.1, mikado.HiC_scaffold_19.0G19.1, mikado.HiC_scaffold_19.0G20.1, mikado.HiC_scaffold_19.0G249.1, mikado.HiC_scaffold_4360G1.1		
OG0001116	mikado.HiC_scaffold_19.0G280.1, mikado.HiC_scaffold_19.0G36.1, mikado.HiC_scaffold_19.0G42.1	EVM0000358.1, EVM0015656.1	KUTeg_021762, KUTeg_022500
OG0001117	mikado.HiC_scaffold_19.0G1323.1, mikado.HiC_scaffold_19.0G1323.2, mikado.HiC_scaffold_19.0G1323.3, mikado.HiC_scaffold_19.0G144.1	EVM0010315.1, EVM0022414.1	KUTeg_021672
OG0001118	mikado.HiC_scaffold_19.0G323.1	EVM0019854.1	KUTeg_005877, KUTeg_021671, KUTeg_022126, KUTeg_022127, KUTeg_022129
OG0001119	mikado.HiC_scaffold_19.0G542.1	EVM0010457.1, EVM0013552.1	KUTeg_005435, KUTeg_008093, KUTeg_018599, KUTeg_021842
OG0001120	mikado.HiC_scaffold_19.0G651.1	EVM0000137.1	KUTeg_017309, KUTeg_018694, KUTeg_018697, KUTeg_018713, KUTeg_020648
OG0001121	mikado.HiC_scaffold_19.0G677.1, mikado.HiC_scaffold_19.0G678.1, mikado.HiC_scaffold_19.0G679.1, mikado.HiC_scaffold_19.0G680.1, mikado.HiC_scaffold_19.0G680.2	EVM0000549.1	KUTeg_018646
OG0001122	mikado.HiC_scaffold_19.0G698.1, mikado.HiC_scaffold_19.0G699.1, mikado.HiC_scaffold_19.0G700.1, mikado.HiC_scaffold_19.0G701.1, mikado.HiC_scaffold_19.0G702.1	EVM0001483.1	KUTeg_022460
OG0001123	mikado.HiC_scaffold_19.0G888.1	EVM0008009.1, EVM0019241.1, EVM0020462.1, EVM0023079.1	KUTeg_021536, KUTeg_021995
OG0001124	mikado.HiC_scaffold_19.0G996.1, mikado.HiC_scaffold_19.0G997.1, mikado.HiC_scaffold_19.0G999.1	EVM0004351.1	KUTeg_021692, KUTeg_021697, KUTeg_021698
OG0001125	mikado.HiC_scaffold_19.0G1062.1	EVM0000885.1, EVM0008678.1, EVM0023830.1	KUTeg_021393, KUTeg_021394, KUTeg_021395
OG0001126	mikado.HiC_scaffold_19.0G1101.1		KUTeg_000642, KUTeg_001601, KUTeg_001796, KUTeg_011933, KUTeg_021845, KUTeg_022252
OG0001127	mikado.HiC_scaffold_19.0G1222.1, mikado.HiC_scaffold_19.0G1223.1, mikado.HiC_scaffold_19.0G1224.1, mikado.HiC_scaffold_19.0G1224.2	EVM0023859.1	KUTeg_017313, KUTeg_022237
OG0001128	mikado.HiC_scaffold_19.0G1268.1	EVM0003749.1, EVM0009990.1, EVM0010770.1, EVM0016966.1, EVM0019317.1, EVM0020790.1	
OG0001129	mikado.HiC_scaffold_19.0G1358.1	EVM0004604.1, EVM0006510.1, EVM0007570.1, EVM0012907.1, EVM0016941.1, EVM0019157.1	
OG0001130	mikado.HiC_scaffold_19.0G1365.1	EVM0011475.1, EVM0012757.1, EVM0013023.1, EVM0014510.1, EVM0020930.1	KUTeg_018792
OG0001131	mikado.HiC_scaffold_19.0G1418.1, mikado.HiC_scaffold_19.0G1418.3	EVM0003128.1, EVM0004952.1, EVM0006442.1	KUTeg_021774, KUTeg_021777
OG0001132	mikado.HiC_scaffold_21.0G119.1, mikado.HiC_scaffold_21.0G739.1, mikado.HiC_scaffold_21.0G742.1	EVM0014224.1, EVM0016349.1	KUTeg_001543, KUTeg_002575
OG0001133	mikado.HiC_scaffold_21.0G178.1, mikado.HiC_scaffold_21.0G179.1, mikado.HiC_scaffold_21.0G180.1	EVM0004209.1, EVM0004516.1, EVM0023585.1	KUTeg_002291
OG0001134	mikado.HiC_scaffold_21.0G213.1	EVM0004089.1	KUTeg_000562, KUTeg_000712, KUTeg_001723, KUTeg_009092, KUTeg_010535
OG0001135	mikado.HiC_scaffold_21.0G263.1, mikado.HiC_scaffold_21.0G265.1	EVM0003050.1, EVM0007661.1, EVM0013568.1	KUTeg_002367, KUTeg_002368
OG0001136	mikado.HiC_scaffold_21.0G392.1, mikado.HiC_scaffold_21.0G393.1, mikado.HiC_scaffold_21.0G394.1, mikado.HiC_scaffold_21.0G395.1, mikado.HiC_scaffold_21.0G396.1, mikado.HiC_scaffold_21.0G404.1	EVM0012340.1	
OG0001137	mikado.HiC_scaffold_21.0G412.1, mikado.HiC_scaffold_21.0G414.1	EVM0001392.1, EVM0005061.1, EVM0012445.1, EVM0018543.1	KUTeg_004859
OG0001138	mikado.HiC_scaffold_21.0G524.1, mikado.HiC_scaffold_21.0G525.1, mikado.HiC_scaffold_21.0G526.1	EVM0008714.1, EVM0009234.1, EVM0011513.1, EVM0015616.1	
OG0001139	mikado.HiC_scaffold_21.0G590.1, mikado.HiC_scaffold_21.0G592.1	EVM0002471.1, EVM0009115.1, EVM0021671.1	KUTeg_001362, KUTeg_002668
OG0001140	mikado.HiC_scaffold_21.0G1157.1, mikado.HiC_scaffold_21.0G1158.1, mikado.HiC_scaffold_21.0G671.1, mikado.HiC_scaffold_21.0G672.1, mikado.HiC_scaffold_21.0G673.1, mikado.HiC_scaffold_21.0G674.1, mikado.HiC_scaffold_21.0G755.1		
OG0001141	mikado.HiC_scaffold_21.0G799.1	EVM0006833.1, EVM0008653.1, EVM0011370.1, EVM0018912.1	KUTeg_002317, KUTeg_014242
OG0001142	mikado.HiC_scaffold_21.0G1260.1, mikado.HiC_scaffold_4334G3.1	EVM0007064.1, EVM0011287.1, EVM0013857.1	KUTeg_001969, KUTeg_001976
OG0001143	mikado.HiC_scaffold_407G1.1, mikado.HiC_scaffold_8.8335562G442.1	EVM0000293.1, EVM0000855.1, EVM0017359.1, EVM0017866.1, EVM0021029.1	
OG0001144	mikado.HiC_scaffold_8.8335562G278.1, mikado.HiC_scaffold_8.8335562G279.1, mikado.HiC_scaffold_8.8335562G282.1	EVM0008253.1, EVM0020629.1, EVM0023651.1	KUTeg_022667
OG0001145	mikado.HiC_scaffold_8.8335562G293.1, mikado.HiC_scaffold_8.8335562G294.1, mikado.HiC_scaffold_8.8335562G294.2, mikado.HiC_scaffold_8.8335562G294.5	EVM0011997.1	KUTeg_022742, KUTeg_022876
OG0001146	mikado.HiC_scaffold_8.8335562G308.1	EVM0014364.1	KUTeg_000054, KUTeg_000055, KUTeg_023104, KUTeg_023105, KUTeg_023107
OG0001147	mikado.HiC_scaffold_8.8335562G473.1	EVM0010303.1, EVM0015745.1, EVM0021740.1	KUTeg_022908, KUTeg_022913, KUTeg_023188
OG0001148	mikado.HiC_scaffold_8.8335562G592.1, mikado.HiC_scaffold_8.8335562G593.1, mikado.HiC_scaffold_8.8335562G593.2, mikado.HiC_scaffold_8.8335562G594.1	EVM0003621.1, EVM0014720.1	KUTeg_001554
OG0001149	mikado.HiC_scaffold_8.8335562G772.1, mikado.HiC_scaffold_8.8335562G773.1, mikado.HiC_scaffold_8.8335562G774.1	EVM0010188.1, EVM0018558.1	KUTeg_023641, KUTeg_023642
OG0001150	mikado.HiC_scaffold_8.8335562G781.1, mikado.HiC_scaffold_8.8335562G781.2	EVM0007057.1, EVM0009555.1, EVM0018581.1	KUTeg_023784, KUTeg_023785
OG0001151	mikado.HiC_scaffold_8.8335562G1085.1, mikado.HiC_scaffold_8.8335562G1086.1, mikado.HiC_scaffold_8.8335562G1230.1, mikado.HiC_scaffold_8.8335562G1231.1	EVM0010539.1, EVM0018886.1	KUTeg_023363
OG0001152	mikado.HiC_scaffold_8.8335562G1207.1, mikado.HiC_scaffold_8.8335562G1209.1, mikado.HiC_scaffold_8.8335562G1209.2	EVM0002148.1, EVM0020561.1	KUTeg_022984, KUTeg_023330
OG0001153	mikado.HiC_scaffold_12.3160685G216.1	EVM0009600.1	KUTeg_007373, KUTeg_007424, KUTeg_007911, KUTeg_007917, KUTeg_011389
OG0001154	mikado.HiC_scaffold_12.3160685G410.1		KUTeg_011235, KUTeg_011236, KUTeg_011237, KUTeg_011242, KUTeg_011784, KUTeg_018994
OG0001155	mikado.HiC_scaffold_12.3160685G484.1, mikado.HiC_scaffold_12.3160685G489.1, mikado.HiC_scaffold_12.3160685G491.1, mikado.HiC_scaffold_12.3160685G492.1	EVM0008612.1	KUTeg_008003, KUTeg_008005
OG0001156	mikado.HiC_scaffold_12.3160685G742.1, mikado.HiC_scaffold_12.3160685G743.1, mikado.HiC_scaffold_12.3160685G744.1, mikado.HiC_scaffold_12.3160685G744.2, mikado.HiC_scaffold_12.3160685G744.3	EVM0008354.1	KUTeg_006934
OG0001157	mikado.HiC_scaffold_12.3160685G749.1	EVM0017317.1, EVM0019318.1, EVM0023236.1	KUTeg_007470, KUTeg_007471, KUTeg_007473
OG0001158	mikado.HiC_scaffold_12.3160685G1003.1, mikado.HiC_scaffold_12.3160685G1004.1	EVM0004868.1, EVM0007846.1, EVM0022396.1	KUTeg_006807, KUTeg_006808
OG0001159	mikado.HiC_scaffold_12.3160685G1200.1	EVM0003548.1, EVM0006248.1, EVM0009892.1, EVM0011444.1, EVM0021298.1	KUTeg_004301
OG0001160	mikado.HiC_scaffold_12.3160685G1207.1	EVM0001634.1, EVM0019334.1	KUTeg_006928, KUTeg_007457, KUTeg_007462, KUTeg_007463
OG0001161	mikado.HiC_scaffold_12.3160685G1373.1	EVM0005188.1, EVM0011260.1, EVM0013165.1, EVM0013950.1	KUTeg_006597, KUTeg_006599
OG0001162	mikado.HiC_scaffold_12.3160685G1429.1	EVM0009967.1, EVM0010589.1, EVM0012675.1, EVM0016453.1, EVM0022140.1	KUTeg_007301
OG0001163	mikado.HiC_scaffold_12.3160685G1461.1	EVM0002414.1, EVM0009180.1, EVM0022884.1	KUTeg_003313, KUTeg_008354, KUTeg_016935
OG0001164	mikado.HiC_scaffold_12.3160685G1538.1, mikado.HiC_scaffold_12.3160685G1538.2, mikado.HiC_scaffold_12.3160685G1538.3, mikado.HiC_scaffold_12.3160685G1539.1, mikado.HiC_scaffold_12.3160685G1540.1, mikado.HiC_scaffold_12.3160685G1626.1	EVM0013976.1	
OG0001165	mikado.HiC_scaffold_12.3160685G1586.1	EVM0022667.1	KUTeg_007234, KUTeg_007235, KUTeg_007238, KUTeg_007239, KUTeg_007242
OG0001166	mikado.HiC_scaffold_12.3160685G1604.1	EVM0001608.1, EVM0012244.1, EVM0016268.1, EVM0021072.1	KUTeg_014950, KUTeg_014953
OG0001167		EVM0002099.1, EVM0005863.1, EVM0012036.1, EVM0012329.1, EVM0012437.1, EVM0014170.1, EVM0019201.1	
OG0001168		EVM0000831.1, EVM0018458.1, EVM0021872.1	KUTeg_001171, KUTeg_008276, KUTeg_008864, KUTeg_021405
OG0001169		EVM0003064.1, EVM0003888.1, EVM0005510.1, EVM0018108.1, EVM0019363.1, EVM0021291.1, EVM0021387.1	
OG0001170		EVM0008268.1, EVM0011599.1, EVM0015060.1, EVM0019694.1, EVM0019997.1, EVM0020350.1, EVM0023181.1	
OG0001171		EVM0002656.1, EVM0006183.1, EVM0009678.1, EVM0016603.1, EVM0016739.1, EVM0018235.1	KUTeg_013542
OG0001172		EVM0000108.1, EVM0005288.1, EVM0017618.1	KUTeg_006042, KUTeg_006047, KUTeg_006406, KUTeg_006414
OG0001173		EVM0003502.1, EVM0003923.1, EVM0004881.1, EVM0006907.1, EVM0009414.1, EVM0010948.1, EVM0022597.1	
OG0001174		EVM0003149.1, EVM0007278.1, EVM0008985.1, EVM0012599.1, EVM0012835.1, EVM0019238.1, EVM0019662.1	
OG0001175		EVM0010926.1, EVM0017363.1	KUTeg_012047, KUTeg_012285, KUTeg_012286, KUTeg_014166, KUTeg_018765
OG0001176		EVM0008642.1, EVM0014673.1	KUTeg_002713, KUTeg_011816, KUTeg_015348, KUTeg_016898, KUTeg_019991
OG0001177		EVM0019280.1	KUTeg_005800, KUTeg_005801, KUTeg_009269, KUTeg_012409, KUTeg_014854, KUTeg_019798
OG0001178		EVM0000565.1, EVM0001894.1, EVM0006906.1, EVM0007894.1, EVM0008948.1, EVM0012139.1, EVM0018685.1	
OG0001179		EVM0000325.1, EVM0003420.1, EVM0008855.1, EVM0012916.1, EVM0018451.1, EVM0019443.1, EVM0022016.1	
OG0001180		EVM0001187.1, EVM0005740.1, EVM0011281.1, EVM0011904.1, EVM0014058.1, EVM0014956.1, EVM0015873.1	
OG0001181		EVM0001544.1, EVM0005002.1, EVM0005380.1, EVM0013529.1, EVM0016068.1, EVM0023217.1, EVM0023811.1	
OG0001182		EVM0000692.1, EVM0009305.1	KUTeg_010075, KUTeg_010076, KUTeg_011381, KUTeg_017991, KUTeg_018414
OG0001183		EVM0000591.1, EVM0002043.1, EVM0003315.1, EVM0003587.1, EVM0010868.1, EVM0014123.1, EVM0019354.1	
OG0001184		EVM0001488.1, EVM0002109.1, EVM0002677.1, EVM0004987.1, EVM0006761.1, EVM0008403.1, EVM0019677.1	
OG0001185		EVM0002441.1, EVM0018764.1, EVM0019821.1, EVM0020089.1	KUTeg_004569, KUTeg_010506, KUTeg_010507
OG0001186		EVM0005904.1, EVM0007248.1, EVM0008896.1, EVM0010669.1, EVM0012641.1, EVM0023488.1, EVM0023895.1	
OG0001187		EVM0005602.1, EVM0005955.1, EVM0008257.1, EVM0016076.1, EVM0021207.1	KUTeg_009642, KUTeg_009643
OG0001188		EVM0005220.1, EVM0006163.1, EVM0009674.1, EVM0017945.1, EVM0023689.1	KUTeg_010860, KUTeg_018035
OG0001189		EVM0016723.1, EVM0018143.1, EVM0018738.1, EVM0018965.1, EVM0021004.1, EVM0022945.1, EVM0023418.1	
OG0001190		EVM0000502.1, EVM0002398.1, EVM0012647.1, EVM0014314.1, EVM0015818.1, EVM0018277.1, EVM0020196.1	
OG0001191		EVM0014770.1, EVM0019767.1, EVM0021922.2, EVM0022251.1	KUTeg_018095, KUTeg_024726, KUTeg_024729
OG0001192		EVM0004223.1, EVM0009124.1, EVM0010078.1, EVM0014858.1, EVM0017021.1, EVM0020558.1, EVM0022074.1	
OG0001193		EVM0000383.1, EVM0001026.1, EVM0009304.1, EVM0012626.1, EVM0013555.1, EVM0014751.1, EVM0019590.1	
OG0001194		EVM0002504.1, EVM0004702.1, EVM0013094.1, EVM0023908.1	KUTeg_006002, KUTeg_006003, KUTeg_008804
OG0001195		EVM0008462.1	KUTeg_003372, KUTeg_008201, KUTeg_010770, KUTeg_016083, KUTeg_016084, KUTeg_018496
OG0001196		EVM0007789.1, EVM0020571.1	KUTeg_000886, KUTeg_018869, KUTeg_019125, KUTeg_019126, KUTeg_019925
OG0001197		EVM0020764.1	KUTeg_005024, KUTeg_010116, KUTeg_010501, KUTeg_012039, KUTeg_014618, KUTeg_022300
OG0001198		EVM0001272.1	KUTeg_006220, KUTeg_011825, KUTeg_012749, KUTeg_014108, KUTeg_014111, KUTeg_017761
OG0001199		EVM0000278.1, EVM0003447.1, EVM0005065.1, EVM0005986.1, EVM0007339.1, EVM0020615.1, EVM0023065.1	
OG0001200		EVM0013343.1	KUTeg_002830, KUTeg_007831, KUTeg_011939, KUTeg_012053, KUTeg_012274, KUTeg_013951
OG0001201		EVM0016425.1, EVM0018494.1	KUTeg_007460, KUTeg_013848, KUTeg_013849, KUTeg_013854, KUTeg_013855
OG0001202		EVM0001119.1, EVM0003761.1, EVM0015393.1, EVM0016025.1, EVM0021597.1	KUTeg_018601, KUTeg_018602
OG0001203		EVM0002615.1, EVM0009000.1, EVM0012840.1	KUTeg_001164, KUTeg_005857, KUTeg_018652, KUTeg_018719
OG0001204		EVM0001611.1, EVM0014352.1, EVM0019092.1, EVM0021299.1, EVM0021682.1, EVM0022568.1, EVM0023852.1	
OG0001205		EVM0003214.1, EVM0003737.1, EVM0007597.1, EVM0010671.1, EVM0011804.1	KUTeg_021117, KUTeg_021119
OG0001206		EVM0019002.1	KUTeg_008589, KUTeg_008590, KUTeg_011877, KUTeg_011879, KUTeg_012232, KUTeg_012407
OG0001207			KUTeg_005256, KUTeg_005683, KUTeg_008799, KUTeg_011684, KUTeg_012443, KUTeg_024133, KUTeg_024138
OG0001208			KUTeg_013970, KUTeg_016872, KUTeg_017207, KUTeg_018780, KUTeg_020804, KUTeg_022112, KUTeg_024416
OG0001209			KUTeg_010426, KUTeg_011442, KUTeg_019263, KUTeg_019266, KUTeg_020670, KUTeg_021342, KUTeg_022965
OG0001210			KUTeg_016457, KUTeg_023262, KUTeg_023266, KUTeg_023300, KUTeg_023705, KUTeg_023706, KUTeg_023754
